Unnamed: 0,Florianópolis,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2018-08-01 00:00:00,143.44463425562412,167.06501528223313,135.77087297757637,142.5111117225618,135.00003519170897,-0.004872306793152115,-0.0161678160776835,-0.0010818293318668537,-0.0021231678788717423,0.0003825168254576047,0.019325757753143824,0.05530358960906412,0.014478438024022822,0.005715985992407857,-0.013682898811617994,6664.429713578268,6679.822622196235,6326.030826554505,6897.976091765216,7990.589837538787,104.9960311477991,.,.,.,.,0.004054813012865079,.,.,.,.,0.005915185774325149,.,.,.,.,22.703061000791234,.,.,.,.,0.0032861057829650475,.,.,.,.,96.78718567343142,0.006755422468273098,.,8684.762228635784,97.63664198643079,0.000784869571841762,.,35.10256221062447,0.0038781225949090963
,2018-09-01 00:00:00,144.23568516521448,167.24328310819266,136.79827890308363,143.41211014910658,135.60071147944018,0.0055146775875956336,0.0010670565926586728,0.007567204238842361,0.006322302981530477,0.004449452823313712,0.018736474235717226,0.038943362139452375,0.020558104638534802,0.006934397568289397,-0.008948455244121356,6701.181894753845,6686.95037096304,6373.901193840256,6941.587186576709,8026.143590051365,105.82308851105061,.,.,.,.,0.00787703453368926,.,.,.,.,0.0264515298452348,.,.,.,.,22.881893796314916,.,.,.,.,0.003291267889110732,.,.,.,.,97.034415203091,0.002554362211685257,.,8706.946257090083,98.09390015091505,0.004683263938427995,.,35.26695677437191,0.0038849975987630373
,2018-10-01 00:00:00,144.49630090719432,167.30997554414344,137.29491019402462,143.60136940470156,135.1663162606297,0.001806874225898535,0.0003987749744642623,0.0036303913683945954,0.0013196881030352052,-0.0032034877551239205,0.015194610480746329,0.02408642009625428,0.018614292315810355,0.00872967358402943,-0.010561463628852796,6713.290087602534,6689.616959426464,6397.040949717374,6950.747916603018,8000.43193733977,106.46736942126977,.,.,.,.,0.006088282994612039,.,.,.,.,0.03737225538141842,.,.,.,.,23.02120524119954,.,.,.,.,0.003303230657872843,.,.,.,.,96.74975635448207,-0.0029335864807671364,.,8681.403677261518,98.48641670353818,0.004001436909117251,.,35.40807527688113,0.003915366964664365
,2018-11-01 00:00:00,145.4308976350261,168.93891308128542,138.38116765438306,144.08950962111788,135.19417095103387,0.006467962999495897,0.009736045515780877,0.007911855281622157,0.003399272711951867,0.00020607715867940136,0.016898945775987384,0.024587635613111836,0.017867890110007334,0.014005553452929753,-0.008617342665212302,6756.711399494031,6754.7473746265805,6447.6534119421485,6974.375404323583,8002.080643621625,106.79422642682032,.,.,.,.,0.0030700204891626224,.,.,.,.,0.04326547106557599,.,.,.,.,23.09188081297524,.,.,.,.,0.0032930170026780436,.,.,.,.,96.01443954072957,-0.007600192925120819,.,8615.423334453477,98.39128347894501,-0.00096595274533684,.,35.37387274936033,0.003941240287215178
,2018-12-01 00:00:00,144.88099327983855,168.8285677973296,137.74258799283976,143.48116110402083,133.94352697576608,-0.0037812071858868835,-0.0006531667686455809,-0.0046146428185820515,-0.004222018096228417,-0.00925072409904996,0.010959850186302855,0.02006719101352905,0.006497384684480911,0.013862403724032246,-0.017419033734840772,6731.162873797301,6750.3353981108785,6417.899794428024,6944.929465156638,7928.055603369134,107.1620953106256,.,.,.,.,0.003444651420902006,.,.,.,.,0.038858164132090645,.,.,.,.,23.17142429302896,.,.,.,.,0.00332054176881512,.,.,.,.,94.77906552098098,-0.012866544091261867,.,8504.572610255846,98.48245918225004,0.0009266644369421151,.,35.40665245923408,0.003998166638339506
,2019-01-01 00:00:00,145.97367339054315,170.5281842890909,139.06717875746253,144.27720999737338,132.44748397120168,0.007541914822423168,0.010067114315638781,0.009616421354676552,0.005548107411644354,-0.011169207190094954,0.01451898262452378,0.031339370765593566,0.007737327825286577,0.01683142147759442,-0.029840162628552935,6781.928730847337,6818.291796232563,6479.617023063336,6983.46067979562,7839.505507720512,107.45389959407918,.,.,.,.,0.0027230177107655518,.,.,.,.,0.027918009658573606,.,.,.,.,23.234520491762538,.,.,.,.,0.0033702209271277675,.,.,.,.,93.91917439620268,-0.009072584964323727,-0.06080825603797324,8427.41415266404,97.95387154839153,-0.005367327727675009,-0.020461284516084643,35.21661335174549,0.004011264130266655
,2019-02-01 00:00:00,147.43931299651513,175.46627094964083,139.8878418980982,144.71689912590355,131.82662344046074,0.010040437922328227,0.02895759830632194,0.005901199319409134,0.003047530019038902,-0.0046875977717774076,0.0212033251385364,0.06497732220832231,0.010730698942452932,0.011383287439135747,-0.03995129505235384,6850.022265263065,7015.733151203157,6517.854534629869,7004.742985854075,7802.7570591706835,108.30982980329517,.,.,.,.,0.007965557438579518,.,.,.,.,0.022090505021970852,.,.,.,.,23.419596399297525,.,.,.,.,0.003371938298172453,.,.,.,.,93.89382184664944,-0.0002699400810987074,-0.06273568805932173,8425.139255804217,98.15744857740458,0.002078294872831732,-0.01665096010809608,35.289803858712915,0.004020396791452599
,2019-03-01 00:00:00,148.38453513906688,177.7067846920708,140.57528034554088,145.3260526708353,131.87834531443912,0.006410923405307134,0.012768914106991103,0.0049142115434408495,0.0042092772068160755,0.0003923477111718032,0.0247200359148807,0.08332216586328056,0.012491648560563728,0.007744719904261732,-0.04106369565646184,6893.9372333303145,7105.316445208439,6549.884650622415,7034.227890844035,7805.818453043679,110.35953831219459,.,.,.,.,0.01892449201168489,.,.,.,.,0.03446311017113213,.,.,.,.,23.862800364272918,.,.,.,.,0.003414838367399876,.,.,.,.,94.47119635848419,0.006149227930861478,-0.04954279568911979,8476.947357437406,99.16403334061168,0.010254797550216743,-0.00427396683217296,35.651693652870875,0.004036435115204338
,2019-04-01 00:00:00,148.73670820147876,177.15495424431828,141.4599652617725,145.51604998513824,132.60549035729164,0.0023733811753483547,-0.003105286321559042,0.0062933178156006075,0.0013073864652008993,0.005513756190364649,0.026988911836878238,0.07591596952631852,0.02074493685851131,0.007987588589869032,-0.029088964375063586,6910.299174183934,7083.252403240785,6591.105156384306,7043.424345181664,7848.857832860011,112.95365538552463,.,.,.,.,0.023506052245267473,.,.,.,.,0.06451256138495354,.,.,.,.,24.423720596353903,.,.,.,.,0.0034830309210879735,.,.,.,.,94.65576702809541,0.0019537242749720907,-0.032146354130277444,8493.50897526729,100.33615503162612,0.011820028406755112,0.014354399056349276,36.07309768459674,0.004075974421842192
,2019-05-01 00:00:00,148.6329458529485,174.63769530598626,142.3312309484008,145.63700114278797,132.72512340446295,-0.0006976243442856633,-0.014209362357771926,0.006159097275444614,0.000831187746383133,0.0009021726540052732,0.026453048992509443,0.04813290998698827,0.0307508697370531,0.01187538578952152,-0.019191137500702227,6905.478381253726,6982.603903171578,6631.700414195162,7049.278753189956,7855.938857761992,115.55465708541291,.,.,.,.,0.023027158271334836,.,.,.,.,0.0988163759961167,.,.,.,.,24.986129476101006,.,.,.,.,0.0035402949052793066,.,.,.,.,94.19100721332893,-0.004909999985827862,-0.02154615695988915,8451.8058463191,101.08077831013019,0.00742128575954859,0.02968547722868342,36.34080645074624,0.004127178635306684
,2019-06-01 00:00:00,148.81456594260348,173.60420437990666,143.185982699979,145.75876011363792,132.61592083785055,0.0012219369576020878,-0.005917914367048804,0.006005370331463533,0.0008360442050752148,-0.000822772387105819,0.027956586992010424,0.027844622624873194,0.04093413607582197,0.01761027322461639,-0.014804213987885673,6913.916440497702,6941.281451213588,6671.526231109725,7055.17226184152,7849.475208195035,117.01883105301427,.,.,.,.,0.012670834776646878,.,.,.,.,0.11879593240268216,.,.,.,.,25.30272459440059,.,.,.,.,0.003549153035737622,.,.,.,.,93.09389996799409,-0.011647685673963015,-0.03058969737046613,8353.361868443812,100.75220441600194,-0.0032506070849606106,0.03795139712669071,36.22267676782427,0.004164067028520305
,2019-07-01 00:00:00,148.8808910061572,172.95812618107965,143.49262554074636,145.9378291929607,132.86647097535402,0.00044568932572985887,-0.003721558479155007,0.002141570250000502,0.0012285304786014972,0.0018892915414718825,0.03284098703558547,0.018536231061772712,0.05573005362647332,0.021871045151987678,-0.015427703798077341,6916.99789925422,6915.449066372623,6685.813773208367,7063.839755996976,7864.305155310872,118.35330854922866,.,.,.,.,0.011403955108813424,.,.,.,.,0.1317876284063777,.,.,.,.,25.5912757298058,.,.,.,.,0.00357086138595825,.,.,.,.,93.18144019751482,0.0009403433474246548,-0.030750614975235013,8361.216896705435,100.43166410399267,-0.0031814719476088715,0.0294341121969961,36.10743533782013,0.00414659387281054
,2019-08-01 00:00:00,148.50877414732318,173.3689250357184,142.20466298340313,146.16130676961694,133.07966604258883,-0.0024994265974579433,0.0023751347433578207,-0.008975810098181602,0.0015313204115210421,0.0016045813941603093,0.035303794512624,0.037733272539649754,0.04738711525327921,0.025613406582367215,-0.014224952951998104,6899.709370730263,6931.874189716086,6625.803178428241,7074.656757999048,7876.924073041084,118.68937278618284,.,.,.,.,0.002839500146414542,.,.,.,.,0.1304177071141681,.,.,.,.,25.66394216098752,.,.,.,.,0.003609634513093654,.,.,.,.,92.4695343994697,-0.007639995652955256,-0.0446097408858428,8297.33723596119,100.40401407803675,-0.00027531183718410013,0.02834358121401359,36.09749453346127,0.004178574878442931
,2019-09-01 00:00:00,148.42627947170564,174.57265958086413,140.8674109330693,146.71635424427052,133.98810248350517,-0.0005554868800931034,0.006943196682437369,-0.009403714493454451,0.003797499399266213,0.006826260299042319,0.029053796927515307,0.04382463879239906,0.029745491409789437,0.023040202753648265,-0.011892334327312959,6895.876672698367,6980.003555593195,6563.496017048479,7101.522762787563,7930.694007119455,119.42524313848813,.,.,.,.,0.006199968329354544,.,.,.,.,0.12853673823758327,.,.,.,.,25.82305778959203,.,.,.,.,0.0036413849496029606,.,.,.,.,91.90825130054426,-0.006069924571055818,-0.05282830727446319,8246.973024798293,100.24370624338776,-0.0015966277456237465,0.02191579791572451,36.039860272141645,0.004221685704721868
,2019-10-01 00:00:00,148.8575367701147,176.41396703475965,140.23658222347538,147.6408110314763,134.37120287311697,0.0029055319579796013,0.010547513329500546,-0.004478173520869433,0.0063009798189683774,0.0028592119935346716,0.03018233571059703,0.054413919200019256,0.021425936513550292,0.028129548092195922,-0.0058824817418238196,6915.912862749178,7053.625236135776,6534.1035429806,7146.269314399832,7953.369542541665,120.37276773851193,.,.,.,.,0.00793403953069638,.,.,.,.,0.13060713712406402,.,.,.,.,26.02793895089811,.,.,.,.,0.003694323150050607,.,.,.,.,91.59931960036532,-0.003361305386702762,-0.05323462247538935,8219.252429946047,99.77693870661078,-0.004656327606679778,0.013103553223560827,35.87204687581559,0.004200325585120861
,2019-11-01 00:00:00,149.2556262046304,176.87202174336252,140.3600791940291,148.28266167132708,135.32309592341355,0.0026742981454173087,0.002596476437223494,0.0008806330601878187,0.004347379531218776,0.007084055437052372,0.02629928462109099,0.04695844502243296,0.014300439671014464,0.029101022421653466,0.0009536281887949638,6934.408075691896,7071.939807858406,6539.857690579238,7177.336859341831,8009.711653292394,121.54321094942024,.,.,.,.,0.00972348840105508,.,.,.,.,0.13810657201310894,.,.,.,.,26.28102131339054,.,.,.,.,0.0037236990774347834,.,.,.,.,91.5976429084206,-1.8304633178867213e-05,-0.046001379099186,8219.101979545312,100.51855335591229,0.0074327260278268525,0.02162051151027522,36.13867397230089,0.004221048032021423
,2019-12-01 00:00:00,149.67410085034595,177.5491361196279,140.82692704274172,148.44914263134126,135.96064767350103,0.0028037445311563935,0.003828272948945166,0.003326072850580619,0.0011227270817621982,0.00471132991554013,0.03308306674326489,0.05165339276446912,0.022392050961481003,0.0346246259027605,0.015059486212423812,6953.850384410924,7099.013123721399,6561.609733690534,7185.395049808744,8047.448047419401,123.01303741140904,.,.,.,.,0.012093036299661852,.,.,.,.,0.14791556711201914,.,.,.,.,26.59883865812556,.,.,.,.,0.0037633515526152637,.,.,.,.,92.074541263364,0.0052064478932083436,-0.02853503822548542,8261.89430573078,100.73817859536393,0.0021849224060557226,0.02290478357104697,36.217634170788116,0.00420515468866175
,2020-01-01 00:00:00,150.53385102688526,179.1031093622738,141.7575277589814,148.86410386808387,136.31074474693412,0.005744147929767296,0.008752355976538784,0.006608116329608338,0.002795309082876507,0.002574988273620349,0.031239726523437206,0.05028450346158686,0.019345679013241135,0.03179222741272869,0.02916824585790123,6993.794329700449,7161.146213662329,6604.969614120251,7205.4804498555295,8068.170131774075,123.80257785495243,.,.,.,.,0.0064183476821471075,.,.,.,.,0.15214597443771205,.,.,.,.,26.769559252574744,.,.,.,.,0.003769764265936466,.,.,.,.,91.67639936731898,-0.004324125763561559,-0.023879841824657078,8226.168835707547,100.2974153381277,-0.00437533478748553,0.023924973589006138,36.05916989608024,0.0042247234510336944
,2020-02-01 00:00:00,151.6438014544229,180.6157025041208,143.24429968510083,149.404563369372,136.4223989116924,0.007373427438187363,0.008445376226202006,0.010488133855206971,0.0036305562405229974,0.000819114919851538,0.028516739344866426,0.02934713051466087,0.023993920711477212,0.03239196162840785,0.034862270998751166,7045.362564708102,7221.624787647548,6674.2434195427195,7231.6403518687175,8074.778890304912,124.08544307756148,.,.,.,.,0.002284808826359397,.,.,.,.,0.1456526457747822,.,.,.,.,26.830722577832777,.,.,.,.,0.0037500269093516427,.,.,.,.,92.22577493928205,0.005992551799093748,-0.017765246685684022,8275.464578563615,99.99625188160353,-0.003002704062800454,0.018733201920472897,35.95089488013207,0.0041865575155674165
,2020-03-01 00:00:00,153.01115541098375,182.04360740737846,145.36554413466882,150.05743041874427,136.05843498556604,0.00901687997429823,0.00790576280722366,0.014808578451158017,0.004369793228859997,-0.0026679191176074424,0.0311799357499134,0.024404373321043726,0.03407614608594933,0.03255698246085004,0.031696558378559336,7108.8897533294885,7278.7172403014565,6773.079476823143,7263.241124911864,8053.236033333015,124.90028616971263,.,.,.,.,0.006566790365907904,.,.,.,.,0.13175796202031864,.,.,.,.,27.00691430836724,.,.,.,.,0.003738982975844115,.,.,.,.,93.57823581404885,0.01466467346744671,-0.00945219896492977,8396.821564399672,99.97374898527163,-0.00022503739798718225,0.008165416607034404,35.94280458429294,0.00412249094681914
,2020-04-01 00:00:00,154.44932191221417,183.1130266213063,147.55680948582247,151.00257908272056,136.1732564669743,0.009399095754603959,0.005874522204642352,0.015074172935531482,0.00629857955943125,0.0008439129953277114,0.038407557756334754,0.03363198281641688,0.043099432498570955,0.0377039446723757,0.02690511607075763,7175.706888829955,7321.47622635092,6875.178048162874,7308.989226996455,8060.032263875986,126.9319636352081,.,.,.,.,0.016266395600846417,.,.,.,.,0.12375259748764922,.,.,.,.,27.4462194604653,.,.,.,.,0.0037621340284066805,.,.,.,.,94.64310524234904,0.011379456120718112,-0.00013376665937969712,8492.372826945259,99.80396978004647,-0.0016982378569214696,-0.005304022776355111,35.881765152863956,0.004065221273089101
,2020-05-01 00:00:00,155.1740033675242,182.8896246533506,149.1226537136558,151.3922981214266,136.17628183632942,0.004692033906901205,-0.001220022256623543,0.0106118059430107,0.002580876704711965,2.221705960203657e-05,0.044008126711335915,0.047251707787977715,0.047715618842059326,0.039518095906107886,0.026002299665222495,7209.375548858329,7312.543862403432,6948.136103433624,7327.852827027401,8060.211334093186,128.0624253073775,.,.,.,.,0.008906044149905812,.,.,.,.,0.10824114351980985,.,.,.,.,27.69065670272821,.,.,.,.,0.0037771257142157817,.,.,.,.,94.61032165154643,-0.0003463917494956892,0.004451745985344591,8489.431139064363,99.3542458640423,-0.004506072423725249,-0.017080719746643047,35.72007932039405,0.004042857180501621
,2020-06-01 00:00:00,155.89748365343974,182.30023095481815,150.3030490716244,152.43663595572067,136.66975670574584,0.004662380748159167,-0.003222674329665276,0.007915600538032086,0.006898223009049298,0.0036237945607116018,0.04759559432890503,0.0500911058345197,0.04970504959663513,0.04581457633748043,0.03056824431247529,7242.988402623576,7288.977915013514,7003.134773312284,7378.401990005729,8089.41988408386,127.89477433848363,.,.,.,.,-0.0013091347324672986,.,.,.,.,0.09294182130859019,.,.,.,.,27.65440590227384,.,.,.,.,0.003758423608101108,.,.,.,.,94.07095848723843,-0.005700891349830761,0.010495408609804135,8441.033814518687,99.01447852338015,-0.0034197566264766444,-0.017247522301812812,35.59792534243986,0.004048816095907625
,2020-07-01 00:00:00,156.64715651252862,182.78522779473914,151.06715111633648,153.52863965015456,136.26685982602595,0.0048087553533282534,0.002660429103028328,0.005083742807825198,0.007163656476590674,-0.0029479592956862533,0.05216428685968988,0.05681780804777525,0.05278686306732361,0.05201400143589363,0.02559252778906629,7277.818161878787,7308.369723989947,7038.736909348341,7431.258327208322,8065.572603539865,126.02104752790666,.,.,.,.,-0.014650534552866135,.,.,.,.,0.06478685786370408,.,.,.,.,27.249254073063593,.,.,.,.,0.003688249200614913,.,.,.,.,94.24197148892021,0.0018179149487989044,0.011381357587491703,8456.378896073418,99.08448683717302,0.0007070512801452544,-0.013413869807282208,35.62309490112375,0.004042635701086049
,2020-08-01 00:00:00,157.15289610610884,182.81186817070736,151.3284173769672,154.68979025373,136.64377852858337,0.0032285271232470603,0.0001457468762089409,0.0017294710246407163,0.007563087943860847,0.0027660335245021095,0.05820613636074157,0.0544673339414401,0.06415931940733133,0.05834980319077099,0.026781796137465008,7301.314795212472,7309.434896047398,7050.910200883128,7487.461587470546,8087.882247755562,124.54277102293258,.,.,.,.,-0.011730393723689003,.,.,.,.,0.04931695314705675,.,.,.,.,26.92960959410972,.,.,.,.,0.003635008756327676,.,.,.,.,94.61613886551812,0.003970283841546074,0.023214180540534146,8489.95312056249,98.87690237426882,-0.0020950248573756713,-0.015209667838389618,35.54846363180924,0.00401658961773082
,2020-09-01 00:00:00,157.3114411055282,182.6265626395639,151.7438205476087,154.86422635059623,136.01295172158044,0.0010088582733613904,-0.0010136405967385853,0.0027450440428957723,0.0011276510012723229,-0.004616579062697523,0.05986245606537843,0.04613496224458391,0.07721026135496412,0.0555348594115157,0.015112156979195435,7308.680787050037,7302.025756097547,7070.265259927056,7495.904831026645,8050.543899909012,123.34043774059887,.,.,.,.,-0.009653978889809012,.,.,.,.,0.03278364355156138,.,.,.,.,26.669631711577384,.,.,.,.,0.0035942881395855373,.,.,.,.,94.66570842975884,0.0005239017871059293,0.03000228042852826,8494.401022174798,98.35476413784912,-0.005280689664440619,-0.018843498273620973,35.360743227322004,0.003993235282384267
,2020-10-01 00:00:00,157.56610939138335,182.38437963959623,152.39628851988445,154.85803740880286,136.81634961866075,0.0016188796190883536,-0.001326110487255061,0.004299799292789341,-3.996366326297629e-05,0.005906774957173733,0.058502732278296055,0.03384319680119319,0.08670851858776651,0.048883681462491335,0.018196955100957757,7320.512661418616,7292.34246316418,7100.665981491524,7495.605267210126,8098.096651008624,122.97526861311039,.,.,.,.,-0.002960660219614941,.,.,.,.,0.02162034589295092,.,.,.,.,26.590671993897136,.,.,.,.,0.0035749234658783253,.,.,.,.,94.09281059798035,-0.00605179891727714,0.027221719642610553,8442.994615265881,98.06282464501793,-0.0029682293012468497,-0.017179461344601132,35.2557844331608,0.004010743433809094
,2020-11-01 00:00:00,158.56398881568796,184.3343742334127,153.45980156265617,155.2333391094,137.43014325130127,0.006333084114084064,0.0106916754475892,0.006978601992875699,0.002423520967183679,0.004486259386040636,0.06236523773178071,0.04219068915759827,0.09332940280347413,0.04687451223042727,0.015570493074443137,7366.874083861599,7370.309822033005,7150.218703260704,7513.771023736942,8134.4268131182735,123.14699697717043,.,.,.,.,0.0013964463423967732,.,.,.,.,0.013195192189036309,.,.,.,.,26.62780444054489,.,.,.,.,0.003553831835326957,.,.,.,.,93.2860954841709,-0.008573610551992239,0.018433362716968826,8370.607667542025,99.06133723379779,0.010182376373456759,-0.014496986610569751,35.6147720996007,0.00409040816394373
,2020-12-01 00:00:00,160.1886889889606,187.77897122214625,154.9976646372678,155.8669695824736,138.76502241259627,0.010246337679869821,0.018686677420088005,0.0100212763143952,0.004081793748101026,0.00971314683747404,0.07024988343927197,0.05761692411516872,0.10062519925770452,0.049968809651893764,0.02062637084393515,7442.357563369926,7508.036424163442,7221.873020594436,7544.440687326294,8213.437695192777,124.01759367840324,.,.,.,.,0.007069573132946205,.,.,.,.,0.00816625853757702,.,.,.,.,26.81605165140711,.,.,.,.,0.0035413490327658457,.,.,.,.,93.10031295344552,-0.0019915350702710555,0.011140665769351799,8353.937308812636,99.45243584533921,0.003948044943289819,-0.012763212199708107,35.75538082049495,0.0041212164085735305
,2021-01-01 00:00:00,161.59580279706273,189.5541713964865,156.59262592820912,156.97542226480508,139.2020242163347,0.008784102154672846,0.009453668655156067,0.010290227886167846,0.007111530334494409,0.003149221584378026,0.07348481218488079,0.058352208799866245,0.10465121961248225,0.054488074599293945,0.021210943236854574,7507.731992478168,7579.014912768325,7296.187739741321,7598.0932061310095,8239.303630464423,125.09914299506828,.,.,.,.,0.008720934543123393,.,.,.,.,0.010472844447834584,.,.,.,.,27.04991268256405,.,.,.,.,0.0035310062693046165,.,.,.,.,92.84065912994635,-0.002788968320965979,0.012699667206196974,8330.638442303021,99.75887116393913,0.0030812248689058297,-0.005369472108259221,35.86555118907626,0.003983483899292852
,2021-02-01 00:00:00,163.01900622908076,191.37103668131724,157.74318530480986,158.6836512939749,139.5452849559729,0.008807180677862902,0.009584939605630893,0.007347468437806315,0.010882143233150066,0.0024659177305117463,0.07501265904413978,0.05954816789504247,0.10121788896020623,0.06210712521318551,0.022891299883254446,7573.853944616894,7651.659312977386,7349.796248875381,7680.776744698951,8259.621075373856,126.98035068269857,.,.,.,.,0.015037734412812531,.,.,.,.,0.023329953404184423,.,.,.,.,27.456682085374215,.,.,.,.,0.0035574351609491896,.,.,.,.,93.02893491347598,0.0020279453559901572,0.008708628089302506,8347.532521844521,99.38640292524931,-0.0037336853789947666,-0.006098718150719051,35.731640504992015,0.003951676099195667
,2021-03-01 00:00:00,164.35371544526436,191.93554283652372,158.82148617605728,160.94635281491634,140.28972191535203,0.008187445421597106,0.002949799326982472,0.006835800032589656,0.014259197481847785,0.005334733879500231,0.07412897447780731,0.05433827405435343,0.09256624134342784,0.07256503303958928,0.031099041601021504,7635.864460419593,7674.230172469106,7400.037986312971,7790.298457115597,8303.683955756487,128.0923512317123,.,.,.,.,0.008757264750295368,.,.,.,.,0.02555690751310502,.,.,.,.,27.69712751956053,.,.,.,.,0.0035656484451032687,.,.,.,.,93.10607185412506,0.0008291714907928682,-0.00504565998510631,8354.454057830102,100.17576363297493,0.00794234104960334,0.002020676925230225,36.01543338014448,0.0039621849882988044
,2021-04-01 00:00:00,166.25931645984835,195.1677191084632,160.14652914164273,162.92292752233305,141.2758523545074,0.0115945113222502,0.016839904814776263,0.0083429704474407,0.01228095370194393,0.007029242240214728,0.0764651757703847,0.06583197661893858,0.08532117019668894,0.07894135657830326,0.037471350982714036,7724.398577361096,7803.46347810017,7461.776284542718,7885.970751791759,8362.052561767685,128.69124912319242,.,.,.,.,0.004675516420154846,.,.,.,.,0.013860066744420196,.,.,.,.,27.826625894069355,.,.,.,.,0.003550586056442214,.,.,.,.,93.4712971038065,0.0039226791809416905,-0.012381336554225797,8387.225900830887,100.66085029670059,0.004842355537242771,0.00858563560690584,36.189832913399016,0.003954663461314828
,2021-05-01 00:00:00,168.54947822687,198.87560765027192,162.22785725054547,164.86076648344212,141.98428565880565,0.013774637210028029,0.01899847248687725,0.01299639848617562,0.011894206607866442,0.005014539232936599,0.08619662165747233,0.08740781784216112,0.08788204347579653,0.08896402610397613,0.04265062714413714,7830.7993654299025,7951.717364291207,7558.75250255133,7979.768117217161,8403.984402406546,128.30691675519068,.,.,.,.,-0.002986468548718646,.,.,.,.,0.0019091583438806126,.,.,.,.,27.74352255101976,.,.,.,.,0.0034927651434595577,.,.,.,.,92.55674628557416,-0.009784295784583619,-0.021705616576758513,8305.162801805036,100.62204340810598,-0.0003855211681623727,0.012760376097047166,36.17588096673864,0.003960073259079359
,2021-06-01 00:00:00,170.66870240927724,202.3877014818705,163.71662535010975,167.20184513802735,142.33151661416437,0.012573306098015546,0.017659751606012408,0.009177018822760008,0.014200338288614889,0.0024455590542824535,0.09474956496843756,0.11018894722097694,0.08924354070883367,0.0968612898712593,0.04142657486841417,7929.258402843599,8092.142717785805,7628.119316543828,8093.083523946348,8424.5368425539,128.70066847901774,.,.,.,.,0.003068826948576131,.,.,.,.,0.006301228058006814,.,.,.,.,27.82866262067276,.,.,.,.,0.003462800379531808,.,.,.,.,91.33136517044551,-0.0132392414848711,-0.029122625737512453,8195.20874590077,99.78568767214453,-0.008311854019594223,0.007788852299841054,35.87519232511289,0.003992927328635393
,2021-07-01 00:00:00,173.4013181472389,205.82895546513848,166.01544883181577,170.4828421535336,142.412207444474,0.01601122935480359,0.017003276177709026,0.014041478541290342,0.019622971342198703,0.0005669217347579192,0.1069547766312009,0.12606996718726404,0.09895134451809207,0.11043022684244819,0.045097888263470054,8056.215577745031,8229.735655285755,7735.22939023748,8251.893870006767,8429.312895595214,128.9034718812383,.,.,.,.,0.0015757758263206245,.,.,.,.,0.0228725630351021,.,.,.,.,27.87251435450925,.,.,.,.,0.003414829206375203,.,.,.,.,90.55265458218456,-0.008526212071917394,-0.039147280648404115,8125.334658159588,99.02450951637464,-0.007628129579773213,-0.0006053149459909202,35.601531709357644,0.004022743989189019
,2021-08-01 00:00:00,175.90995374536965,208.86375876982063,168.42268684496653,173.06644464205198,143.38038860309663,0.014467223346022129,0.014744297262860862,0.014500084360157706,0.015154618821943577,0.006798442184109188,0.11935546912604234,0.14250656075997403,0.1129613972332546,0.11879681495578764,0.049300525403021433,8172.766647831972,8351.077324182053,7847.390868941095,8376.948176165852,8486.619091967685,130.40237401992792,.,.,.,.,0.011628097496633849,.,.,.,.,0.047048921016189515,.,.,.,.,28.19661866889981,.,.,.,.,0.0034094855363734013,.,.,.,.,90.42232444844848,-0.0014392745782819683,-0.04432451447876662,8113.6400705460655,98.59832653402107,-0.00430381311086514,-0.002817400561288763,35.44830937042003,0.004041790629088868
,2021-09-01 00:00:00,178.34298110106997,212.22107806023,170.72825309725116,175.20756587568727,145.26860638607624,0.013831095420683948,0.016074206986331774,0.013689166795010754,0.012371671689816566,0.013169289059513867,0.133693645215756,0.1620493480955152,0.12510843921770243,0.1313624198724621,0.0680498036940056,8285.804963189119,8485.314269649818,7954.815111451674,8480.585028763984,8598.381831927796,131.9794451686731,.,.,.,.,0.01209388372411202,.,.,.,.,0.07004197152472558,.,.,.,.,28.53762529649461,.,.,.,.,0.0034027305599748127,.,.,.,.,90.50212870066419,0.0008825724477057317,-0.043981921206283414,8120.800945722931,98.6716087822702,0.00074324028434547,0.0032214468429512255,35.47465598195606,0.0040379917412042
