Unnamed: 0,Cuiabá,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,100,.,.,.,.,0.0027631339216545,.,.,.,.,.,.,.,.,.,4771.976596959713,.,.,.,.,100,.,.,.,.,0.0191712372062596,.,.,.,-0.0181181976007438,.,.,.,.,.,23.780148070700992,.,.,.,.,0.00472590879821826,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,100.47943611945442,.,.,.,.,0.00479436119454424,.,.,.,.,.,.,.,.,.,4794.855176377449,.,.,.,.,100.84805483381768,.,.,.,.,0.00848054833817691,.,.,.,0.000855214620052669,.,.,.,.,.,23.981816765903577,.,.,.,.,0.00474947570405513,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,101.24139418531757,.,.,.,.,0.00758322394402478,.,.,.,.,.,.,.,.,.,4831.215636959086,.,.,.,.,103.20787514217643,.,.,.,.,0.0233997602853855,.,.,.,-0.0151491625753636,.,.,.,.,.,24.54298552943376,.,.,.,.,0.00483686843831149,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,101.59396252255773,.,.,.,.,0.00348245241066913,.,.,.,.,.,.,.,.,.,4848.040115500476,.,.,.,.,104.27359626006742,.,.,.,.,0.0103259670487632,.,.,.,0.0156254922022392,.,.,.,.,.,24.79641558928897,.,.,.,.,0.00486623185629467,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,102.03827940866638,.,.,.,.,0.00437345758622221,.,.,.,.,.,.,.,.,.,4869.242813321921,.,.,.,.,107.34549683323485,.,.,.,.,0.0294600040983131,.,.,.,-0.0248037960952612,.,.,.,.,.,25.526918094172895,.,.,.,.,0.00495109517890474,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,102.62938436029575,.,.,.,.,0.00579297254966415,.,.,.,.,.,.,.,.,.,4897.450203277144,.,.,.,.,109.78349231171565,.,.,.,.,0.0227116697989513,.,.,.,0.0729048649806801,.,.,.,.,.,26.106677028912625,.,.,.,.,0.00498283106004672,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,103.14406579118712,.,.,.,.,0.0050149519467495,.,.,.,.,.,.,.,.,.,4922.010680708178,.,.,.,.,113.82518193223738,.,.,.,.,0.0368150942861782,.,.,.,0.0950592835264759,.,.,.,.,.,27.06779680523085,.,.,.,.,0.00510524655870595,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,103.43757814368793,.,.,.,.,0.00284565428218642,.,.,.,.,.,.,.,.,.,4936.017021478703,.,.,.,.,116.01001588044467,.,.,.,.,0.0191946449029878,.,.,.,0.0357009406339186,.,.,.,.,.,27.587353553213486,.,.,.,.,0.00517066857424404,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,105.02815997999588,.,.,.,.,0.0153772145950519,.,.,.,.,.,.,.,.,.,5011.9192144628105,.,.,.,.,118.62760883576027,.,.,.,.,0.0225635082923632,.,.,.,0.0235235122307305,.,.,.,.,.,28.209821033875773,.,.,.,.,0.00525019903289086,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,107.0018300191842,.,.,.,.,0.018791817733113,.,.,.,.,.,.,.,.,.,5106.102286834082,.,.,.,.,120.97920566952713,.,.,.,.,0.0198233518895474,.,.,.,0.0327935753408444,.,.,.,.,.,28.76903424297145,.,.,.,.,0.00528543813681381,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,108.89931907740147,.,.,.,.,0.0177332393088705,.,.,.,.,.,.,.,.,.,5196.650020622082,.,.,.,.,126.15933100275022,.,.,.,.,0.0428183116640175,.,.,.,0.137695576061148,.,.,.,.,.,30.000875717459795,.,.,.,.,0.00545922259061694,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,109.9418835231547,.,.,.,.,0.00957365440469116,.,.,.,.,0.10245667670928116,.,.,.,.,5246.400951981649,.,.,.,.,130.88978286002845,.,.,.,.,0.0374958540099988,.,.,.,0.0559817507306324,0.3339910193511386,.,.,.,.,31.12578417353378,.,.,.,.,0.005612711487576,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,111.50987170092313,.,.,.,.,0.0142619730308531,.,.,.,.,0.11509871700923124,.,.,.,.,5321.224980867853,.,.,.,.,136.5628992302329,.,.,.,.,0.0433426983087839,.,.,.,7.3107172876119e-05,0.3656289923023288,.,.,.,.,32.474859646591575,.,.,.,.,0.00548875293513889,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,112.88520390863441,.,.,.,.,0.0123337260345884,.,.,.,.,0.12346573854605891,.,.,.,.,5386.855511950284,.,.,.,.,138.97425152168591,.,.,.,.,0.0176574479968217,.,.,.,-0.0164224629230176,0.3780558460021308,.,.,.,.,33.048282792005345,.,.,.,.,0.00552210819511323,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,114.45919208580175,.,.,.,.,0.0139432637995789,.,.,.,.,0.13055724890838238,.,.,.,.,5461.965859403623,.,.,.,.,142.81452226277239,.,.,.,.,0.0276329658122838,.,.,.,0.015711102904352,0.3837560560764852,.,.,.,.,33.961504860551514,.,.,.,.,0.00561551356041948,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,115.58163451063416,.,.,.,.,0.00980648565115683,.,.,.,.,0.13768211851142853,.,.,.,.,5515.528549230972,.,.,.,.,144.8530995468224,.,.,.,.,0.0142742996422949,.,.,.,0.0154680822720457,0.3891637455904575,.,.,.,.,34.44628155723428,.,.,.,.,0.00569117665253288,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,117.23852702572466,.,.,.,.,0.0143352576912905,.,.,.,.,0.14896613021257288,.,.,.,.,5594.595072287868,.,.,.,.,147.12215449664222,.,.,.,.,0.0156645246592488,.,.,.,0.0112656757195484,0.3705479860529395,.,.,.,.,34.98586618410701,.,.,.,.,0.00574034440875144,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,118.87575004124906,.,.,.,.,0.0139648889922095,.,.,.,.,0.15830130700110234,.,.,.,.,5672.7229714287305,.,.,.,.,146.49254652249934,.,.,.,.,-0.00427949125879101,.,.,.,-0.000791924755571216,0.3343768123767934,.,.,.,.,34.83614447559089,.,.,.,.,0.0056800741508986,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,120.52271475927743,.,.,.,.,0.0138545053760493,.,.,.,.,0.16848908208905589,.,.,.,.,5751.315742333229,.,.,.,.,147.3762481851696,.,.,.,.,0.00603240017084783,.,.,.,0.000358563768632969,0.2947596101617118,.,.,.,.,35.04629003947713,.,.,.,.,0.00567867863059172,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,121.55875863420464,.,.,.,.,0.00859625405050424,.,.,.,.,0.17518952798125342,.,.,.,.,5800.755513578989,.,.,.,.,149.4091698655971,.,.,.,.,0.0137940930472953,.,.,.,-0.0845888215664843,0.28789888296862465,.,.,.,.,35.529721825244174,.,.,.,.,0.00574693925038421,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,121.50589706871506,.,.,.,.,-0.000434864308286098,.,.,.,.,0.15688875337678576,.,.,.,.,5798.23297204504,.,.,.,.,151.54741756376413,.,.,.,.,0.0143113551871716,.,.,.,-0.0969213797280958,0.2775054563696153,.,.,.,.,36.03820029398665,.,.,.,.,0.00584005492272877,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,120.7991358651937,.,.,.,.,-0.00581668232218935,.,.,.,.,0.12894457827063155,.,.,.,.,5764.50649281661,.,.,.,.,152.372850433312,.,.,.,.,0.0054466970326339,.,.,.,-0.106175226361055,0.259496205071319,.,.,.,.,36.23448945258937,.,.,.,.,0.00587420671184139,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,120.83871735475834,.,.,.,.,0.000327663681376045,.,.,.,.,0.109637033348857,.,.,.,.,5766.395312235362,.,.,.,.,151.28837824174707,.,.,.,.,-0.00711722717321994,.,.,.,0.00284907562775594,0.19918500708004738,.,.,.,.,35.97660035964965,.,.,.,.,0.00581468589432264,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,121.51016030656629,.,.,.,.,0.00555652167207898,.,.,.,.,0.10522174454993038,.,.,.,.,5798.436412757573,.,.,.,.,150.85510522830887,.,.,.,.,-0.00286388828060447,.,.,.,0.137673930176616,0.15253537695628272,.,.,.,.,35.873567395503656,.,.,.,.,0.00574892023413881,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,123.06697458667949,.,.,.,.,0.012812214848416,.,.,.,.,0.10364197097054584,.,.,.,.,5872.727225862702,.,.,.,.,152.2368504231574,.,.,.,.,0.00915941951554999,.,.,.,-0.00515523120005434,0.11477459310892058,.,.,.,.,36.20214844879843,.,.,.,.,0.00608075832250348,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,123.99860426629104,.,.,.,.,0.00757010304950145,.,.,.,.,0.09844868922459904,.,.,.,.,5917.184376144096,.,.,.,.,153.317359324686,.,.,.,.,0.00709755160150283,.,.,.,0.0358730671744558,0.10320694406302988,.,.,.,.,36.45909506549904,.,.,.,.,0.00604358045757585,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,125.03486320824685,.,.,.,.,0.00835702101719149,.,.,.,.,0.09239687027073629,.,.,.,.,5966.634410338129,.,.,.,.,156.42527563860244,.,.,.,.,0.0202711312509283,.,.,.,-0.0530117066975873,0.09530370693525736,.,.,.,.,37.19816216686184,.,.,.,.,0.0060686554988061,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,125.96212359038185,.,.,.,.,0.00741601468856445,.,.,.,.,0.08981088668366799,.,.,.,.,6010.883058766491,.,.,.,.,156.95068690252802,.,.,.,.,0.00335886423585063,.,.,.,-0.078320210015434,0.08351624779554823,.,.,.,.,37.32310574340349,.,.,.,.,0.00602685640157696,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,127.17661936709479,.,.,.,.,0.009641753743866444,.,.,.,.,0.08476814400090071,.,.,.,.,6068.838513002296,.,.,.,.,158.01679307050793,.,.,.,.,0.006792618681828344,.,.,.,-0.003685466647160296,0.07405165191564911,.,.,.,.,37.576627368739985,.,.,.,.,0.006012958870315983,.,.,.,.,.,.,.,.,.,.,.,.,.
