Unnamed: 0,Goiânia,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2019-04-01 00:00:00,120.02918572986052,122.22719256453203,128.4501763934286,117.49884680378156,100.55680323678273,0.007837103701510362,0.0035974546392203433,0.01568192920629974,0.0038912481821919975,-0.0003551620556161428,0.05160665108178475,0.12415267326987878,0.07453417478019086,0.021188595351486317,-0.04111435417756204,4363.882473595996,4839.622441210348,4197.001956244568,4289.164148712475,4497.628372095742,103.53025652949836,.,.,.,.,0.0011581243502258864,.,.,.,.,0.0037158043954974573,.,.,.,.,17.062226311421366,.,.,.,.,0.0037657157296388903,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,119.38418963082954,121.84309576845209,127.265589093365,117.00223775243525,100.71449738341771,-0.005373660540217373,-0.003142482356183973,-0.009222153938001187,-0.004226501492185952,0.0015682096244016286,0.04375242829166859,0.10338979355381861,0.062369357572501505,0.019228360488482865,-0.036113992837481956,4340.432450545487,4824.4140130782525,4158.296558125989,4271.035990037712,4504.681596195845,104.36725339117473,.,.,.,.,0.008084562810272589,.,.,.,.,0.007243444375868657,.,.,.,.,17.200166951719137,.,.,.,.,0.003810841001075479,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,119.1269686144967,121.81060278307494,127.1084924333336,116.18123136309651,101.63640616369582,-0.0021545651658585463,-0.0002666789215443055,-0.001234400132436031,-0.007017014418783107,0.009153684963232545,0.038296522648495035,0.0897737460475867,0.05462746315438016,0.012924264470527413,-0.017822352770878958,4331.08070598278,4823.127443552161,4153.16355630393,4241.066068912475,4545.916032387093,105.04858283009932,.,.,.,.,0.006528191715182263,.,.,.,.,0.016868095882426548,.,.,.,.,17.3124529391131,.,.,.,.,0.003840596740405635,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,118.5524484890505,121.58371086434988,125.91557257863603,115.72162775401938,102.09068456449425,-0.004822754512501581,-0.0018626614887466975,-0.009385052342771094,-0.003955919589462398,0.004469642502576976,0.029123746955959096,0.06593653304833369,0.041978319015465004,0.006125632431668082,-0.00017913877792541388,4310.192966963993,4814.143589807739,4114.185898939928,4224.28875257026,4566.234651898597,104.49075574054113,.,.,.,.,-0.005310181960858862,.,.,.,.,0.01860636970827856,.,.,.,.,17.220520663817606,.,.,.,.,0.003875226909499612,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,118.94840283340943,121.26197678251607,126.36097811565591,116.29011636343027,102.86355950469432,0.003339908617707721,-0.0026461939641960752,0.003537334802188319,0.004912552825641958,0.007570474656890092,0.02944082491169908,0.04600220729511939,0.04158139216165124,0.010139493798841492,0.02376135218229858,4324.58861759834,4801.404432097616,4128.739151902921,4245.040794218026,4600.803215608208,104.3112106799554,.,.,.,.,-0.0017182865538035719,.,.,.,.,0.026043593212145,.,.,.,.,17.190930874711473,.,.,.,.,0.003884852507918367,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,118.55575629062929,120.25705704614977,126.07565106631085,116.11753435255469,102.34679604829304,-0.0033009820512684973,-0.00828717923812694,-0.0022580313448025136,-0.0014840643063442904,-0.005023775755861326,0.022656747016278622,0.01637379958440599,0.03269610636685227,0.01317051268080971,0.0297875482290757,4310.313228192527,4761.614332974086,4119.416329483411,4238.740880696352,4577.6898119561465,104.35827192631521,.,.,.,.,0.0004511619226068575,.,.,.,.,0.030693050016890933,.,.,.,.,17.19868676813631,.,.,.,.,0.0039028232214974668,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,118.17476360824237,118.81484704891619,126.50127552218333,115.35025671549634,102.24810135439078,-0.0032136160597123764,-0.011992726519825858,0.0033759449368111483,-0.006607767219106941,-0.0009643163998577231,0.017084924672766233,-0.0030039954192627727,0.030557825603085176,0.007576465499106844,0.03697842810915519,4296.461536380017,4704.509594485845,4133.323252183547,4210.732267654598,4573.275470597016,105.8270009431544,.,.,.,.,0.014073910862343775,.,.,.,.,0.04057610416207358,.,.,.,.,17.44073955266043,.,.,.,.,0.0039122118078715705,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,117.71808847704186,117.90141228822998,126.3996904039879,114.43735590527544,102.8299675701148,-0.003864404863244908,-0.0076878839923949505,-0.0008030363154529763,-0.00791416366304687,0.005690728805880507,0.011386204307446857,-0.017751432981435666,0.027785062234671365,0.0015361815613190721,0.037617806081011285,4279.858269524085,4668.341870482329,4130.0040435085375,4177.407843347107,4599.300741054769,105.75479127635673,.,.,.,.,-0.0006823368909080196,.,.,.,.,0.03537428923666042,.,.,.,.,17.42883909265893,.,.,.,.,0.003929448524388686,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,117.69601948658213,118.12681234771036,125.8065518686347,114.29095759697164,104.69031297027622,-0.00018747323155887674,0.001911767256267849,-0.004692563197405519,-0.0012792877565694916,0.018091471232770218,0.007326566213492702,-0.01694055692509666,0.01856345252113245,-0.003466346610965343,0.048612388528139094,4279.055910663683,4677.266653611381,4110.623738528833,4172.0637366389155,4682.50885810242,105.58478643678144,.,.,.,.,-0.0016075379424751457,.,.,.,.,0.02458415778474543,.,.,.,.,17.400821572524187,.,.,.,.,0.0039353968393658935,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,118.37819660562353,119.15036189852756,125.89111706861591,115.35342366069203,105.49667961657849,0.0057960933769656275,0.008664836801016484,0.0006721843872607991,0.009296151559662347,0.007702399805903815,0.006184736920003209,-0.011082329468545704,0.015208152885278992,-0.005873521965759854,0.04817024528153313,4303.857718287146,4717.79440583976,4113.386835627776,4210.847873451282,4718.575413422211,107.23069069510554,.,.,.,.,0.015588460363175294,.,.,.,.,0.03749996630631647,.,.,.,.,17.672073589894165,.,.,.,.,0.003977964649474306,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,118.55180941393276,118.39621279380458,126.08138564187577,116.1952968790645,104.95917451234058,0.0014665944683007748,-0.006329389963290577,0.0015113740960464028,0.007298207471057028,-0.0050949954651789975,-0.0017725268100134972,-0.02159530453673586,0.002253327287585094,-0.0062944376763172105,0.03652794066348086,4310.1697322091395,4687.933645278569,4119.603701938163,4241.579514860789,4694.534293088719,107.75505632755679,.,.,.,.,0.004890070455129347,.,.,.,.,0.04156809861178812,.,.,.,.,17.758491274836977,.,.,.,.,0.003992761816132135,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,118.30800900924696,117.61175093929332,126.11787408710352,115.97572113174822,104.61845185924557,-0.0020564882635789594,-0.006625734354167689,0.0002894039040099994,-0.0018897128645819494,-0.003246239832564113,-0.006614929364561539,-0.034299558046233525,-0.002760064199181733,-0.009122092575010177,0.040022076960507524,4301.305918740818,4656.872642274988,4120.795931332477,4233.564147485409,4679.294708871156,108.17785327181663,.,.,.,.,0.003923685427573931,.,.,.,.,0.04610130708009619,.,.,.,.,17.828170008267755,.,.,.,.,0.004017517346159268,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,118.38549791006993,117.60153856222931,126.60082488004618,115.81754570716136,104.31784482190072,0.0006549759519400844,-8.68312645840863e-05,0.0038293604014376648,-0.0013638667045421382,-0.0028733653767815115,-0.01369406790353389,-0.037844721008874704,-0.014397422917646008,-0.01430908593875746,0.03740215941691982,4304.1231706795315,4656.4682801344525,4136.5759440943275,4227.79013030311,4665.849385466929,106.7192307575204,.,.,.,.,-0.013483559436432535,.,.,.,.,0.030802340638588444,.,.,.,.,17.587782818318452,.,.,.,.,0.003960434691809323,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,118.21398279771957,118.0232451700397,126.76813317161998,114.83109375308096,104.74704869690677,-0.001448784820592186,0.0035858936283155174,0.0013215418756735708,-0.008517292851072722,0.00411438594939173,-0.009802025182133356,-0.03135057078385095,-0.003908801470129286,-0.01855643140730523,0.04003943243778729,4297.887422363891,4673.16588007064,4142.042602426352,4191.780803650444,4685.046490620472,107.24252549957124,.,.,.,.,0.004903471832924167,.,.,.,.,0.02754956190731428,.,.,.,.,17.674024015971664,.,.,.,.,0.003986574631291429,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,118.53389181555201,117.87052612299367,126.7270777397969,115.65619031238862,105.34588974871593,0.0027061859372410346,-0.0012939743084170452,-0.0003238623997681156,0.007185306107785117,0.005717020758665425,-0.004978526742033806,-0.032345925314054225,-0.0030007018904479876,-0.004519155499970617,0.03649758708553308,4309.518304866137,4667.118923482858,4140.701150569188,4221.90003186141,4711.830998662662,108.56814306221052,.,.,.,.,0.012360931976043155,.,.,.,.,0.03350411911604345,.,.,.,.,17.892491424576043,.,.,.,.,0.0040259524704157005,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,118.83942849617598,117.52208905790523,126.49706125806392,116.44303479099716,106.85273222181051,0.002577631392542301,-0.0029561000238927937,-0.0018150539398158472,0.006803306217187943,0.014303761415740857,0.0024207008019070386,-0.03340597007255497,0.004618083907490744,0.006233986256322099,0.046645271090408835,4320.626654535496,4653.32245312164,4133.185554632247,4250.6229105965185,4779.227905098825,110.29029906938122,.,.,.,.,0.01586244324160435,.,.,.,.,0.05550293217555824,.,.,.,.,18.176310054249274,.,.,.,.,0.004080326905995223,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,119.45517367839173,116.8578301139714,126.60811748138484,117.97523518550479,108.18269280113167,0.005181320627400732,-0.005652205038718661,0.0008779352043155608,0.013158368787431263,0.012446668902769353,0.004260425805733936,-0.036319271591980784,0.0019558202968539273,0.014490645248029344,0.05171057002158852,4343.0132065439375,4627.020920505323,4136.814223736626,4306.554174430452,4838.713372444467,110.52758198200398,.,.,.,.,0.002151439561093982,.,.,.,.,0.05959446987075512,.,.,.,.,18.215415286774697,.,.,.,.,0.004067431000068366,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,120.18560660341954,117.00520644840745,127.4177503466986,118.9931756306698,108.68935339289843,0.006114703135373212,0.0012611592590099363,0.00639479427875389,0.008628424800886325,0.0046833793710250315,0.013747542622855047,-0.027040829682821732,0.01064519016191201,0.024764918529738278,0.06197123495309609,4369.569443014959,4632.856330780852,4163.268299666845,4343.712953275469,4861.374902835276,110.21990362165943,.,.,.,.,-0.002783724703166346,.,.,.,.,0.056168347627325366,.,.,.,.,18.164708585262467,.,.,.,.,0.0040302457966853505,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,121.14227905219062,117.8062022543781,128.37792312303776,120.11721644983163,109.3644133320345,0.007959958565819214,0.006845813364073194,0.007535628071650757,0.009446262890324242,0.0062109113548207695,0.025111245018316852,-0.008489215107290615,0.014835009315975922,0.041325956873183856,0.06959847550595244,4404.351034731828,4664.572000563943,4194.6411411356285,4384.744807752216,4891.568471419336,111.95324850366082,.,.,.,.,0.015726242040196903,.,.,.,.,0.057889267445055514,.,.,.,.,18.450371189063947,.,.,.,.,0.004059428548474515,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,122.31667550496208,120.57086880276371,129.38383912141046,120.83491937928395,110.0032137663902,0.00969435660249962,0.02346792015598531,0.007835583984394434,0.005975021322210505,0.005841026481038902,0.03906440452281945,0.022641429502199717,0.023608829324540892,0.055904502715914184,0.0697583240156554,4447.0483842651065,4774.039803835023,4227.508604081393,4410.943751470987,4920.140252394711,113.26421420919831,.,.,.,.,0.011709938952728427,.,.,.,.,0.07100787436871858,.,.,.,.,18.666423909343067,.,.,.,.,0.0040663761595523115,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,123.34028615183858,123.98365848715201,130.2145094103297,120.82714605179585,111.13312499110671,0.008368529005965186,0.028305259124997484,0.006420201275213033,-6.433014171758344e-05,0.01027162012844518,0.04795630888689417,0.04958100555699274,0.03503758330724871,0.057189025205939936,0.06154162537139163,4484.263637659759,4909.170237555626,4254.650060212291,4410.659994834347,4970.678064045981,114.94840101033955,.,.,.,.,0.014869540330104236,.,.,.,.,0.08868336897346984,.,.,.,.,18.943985052481864,.,.,.,.,0.004091559205395997,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,124.25839109668982,125.83213375298709,130.7947214134738,121.3216960877528,113.08811260924612,0.007443674516216081,0.014909023401875388,0.004455816834633586,0.004093037468127836,0.017591403267890326,0.04967295211174849,0.05607848560418094,0.038951154450279635,0.05173901421960592,0.07195897558348041,4517.643036623402,4982.361171511134,4273.60800157606,4428.712991452377,5058.119266385469,114.58744780671074,.,.,.,.,-0.0031401324460036406,.,.,.,.,0.06860682388517891,.,.,.,.,18.884498430361955,.,.,.,.,0.004079526680838612,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,124.57171889829054,125.90616241618491,131.70560855086993,121.371737565706,112.73264324871306,0.0025215826378832684,0.0005883128656400949,0.006964249990766724,0.0004124693238463095,-0.003143295544787428,0.05077872294077612,0.06343065749458932,0.04460787673264721,0.04454948544112858,0.07406183187405424,4529.034646868705,4985.2923586895995,4303.3704760615765,4430.5396997054695,5042.2201026304365,114.03804811909393,.,.,.,.,-0.004794588745388184,.,.,.,.,0.058308092498582376,.,.,.,.,18.79395502672544,.,.,.,.,0.004057642835171678,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,125.40286601543968,125.4700736596901,132.71556853196535,122.7938973626926,113.04348639601675,0.00667203699603558,-0.003463601368877467,0.007668314145523603,0.01171738845887993,0.0027573481677165557,0.059969372028213064,0.06681579568059437,0.052313714393132926,0.05878968601711865,0.08053105725657539,4559.2525335889395,4968.025293251788,4336.370072756587,4482.4540544494075,5056.123258991648,112.40998810933395,.,.,.,.,-0.014276463308629528,.,.,.,.,0.039122007966670536,.,.,.,.,18.525643817362358,.,.,.,.,0.003976722280704612,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,125.9095386091887,126.05790321455139,133.45843143307317,123.60283262387678,111.69833018404282,0.004040358963459667,0.0046850180103954475,0.005597405860706672,0.006587748076721134,-0.011899457941889291,0.06355542555418658,0.07190692193068005,0.05416715538405503,0.06722027193012803,0.07074997930356619,4577.673550429702,4991.300581226772,4360.642496016028,4511.983332525597,4995.958132922268,111.72908988350252,.,.,.,.,-0.006057275134387141,.,.,.,.,0.04694429570397807,.,.,.,.,18.413428895718937,.,.,.,.,0.003934613089560691,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,127.67767484800926,127.64524630585574,135.45295597303377,125.24919645842688,113.45731761559084,0.01404290936454533,0.01259217431693016,0.014944912198828098,0.013319790490238903,0.01574766094219826,0.080055606167025,0.08152632239482416,0.06850951090094681,0.09072545044069469,0.08315526811536111,4641.957405198863,5054.151908213775,4425.811915249466,4572.082005210288,5074.632787680946,112.64341524420888,.,.,.,.,0.008183413662992356,.,.,.,.,0.050361456143246386,.,.,.,.,18.5641136013267,.,.,.,.,0.003906976828908717,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,129.4632698410692,128.45752511478025,138.32794329370907,126.64723700139432,114.57663168125316,0.01398517787221265,0.0063635648990654214,0.02122498767208647,0.011162071953343622,0.009865507921267058,0.09220466702067087,0.08981888297282592,0.09154212154825903,0.09503206580917767,0.08762318069129726,4706.876005185804,5086.314331891429,4519.749718589609,4623.115913529033,5124.696617645334,113.92390004476287,.,.,.,.,0.011367595680386033,.,.,.,.,0.04933083344239808,.,.,.,.,18.775142938911333,.,.,.,.,0.0038955776408297954,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,131.72501699521692,126.6272977872919,142.47448630865603,128.94665621871204,117.08169540455933,0.0174701840678384,-0.014247723719206018,0.029976177742646604,0.01815609461177914,0.021863653055145926,0.10842856333203899,0.0774765731478817,0.12630668959175972,0.10737972820922725,0.09572954261492339,4789.105995380893,5013.845930541602,4655.234539506328,4707.053643456287,5236.741206506412,115.90662779054138,.,.,.,.,0.017403966551351013,.,.,.,.,0.05092314345459381,.,.,.,.,19.10190489861698,.,.,.,.,0.003897032649194379,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,133.5515178641549,125.59802519349586,145.81106755032917,130.87578752727987,118.21446674364553,0.013866013537916722,-0.008128362618343155,0.02341879818709991,0.014960692779002693,0.009675050700043819,0.1180053048494547,0.07479340555100289,0.15167234495661575,0.10934966411798364,0.09272993380701777,4855.511803947362,4973.091572705655,4764.254537700643,4777.474426910323,5287.406943182371,117.57730830643844,.,.,.,.,0.014414020558998653,.,.,.,.,0.06378250747928504,.,.,.,.,19.37724014854168,.,.,.,.,0.0039045364604464033,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,135.26573002428745,127.82660681243283,148.57407534909152,131.65443392274787,118.87732824202877,0.012835587251626812,0.01774376321206983,0.01894923235376944,0.005949506858216269,0.005607279012818989,0.12547362239996263,0.09248648579409147,0.166039071831259,0.10640323047916622,0.09373480042982751,4917.835149358232,5061.332932003685,4854.533503928033,4805.898043778178,5317.054909167112,119.43833824345079,.,.,.,.,0.01582813864187127,.,.,.,.,0.08363675088516254,.,.,.,.,19.683945792109633,.,.,.,.,0.0039176967293860065,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,136.82551394921254,132.8268298987159,150.0315558065014,132.25987910954967,118.58849246838055,0.011531257212340718,0.03911723240545828,0.00980978985725045,0.004598745129670734,-0.0024296960397710565,0.12946128320951633,0.1275028594157026,0.16867100009641622,0.10109011029896431,0.08434260154024131,4974.543971393372,5259.318268586273,4902.155457456548,4827.999144000698,5304.136081911064,119.0290736452683,.,.,.,.,-0.0034265764594638703,.,.,.,.,0.06320339281067056,.,.,.,.,19.616497246829027,.,.,.,.,0.003859107462842899,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,138.67027455814815,137.73294918556613,151.25487906018682,133.60684205247742,119.34149065535392,0.01348257759602034,0.03693620701925404,0.008153773032009148,0.01018421423031901,0.006349673322427529,0.13369885165430806,0.14234019007424648,0.1690399673351255,0.10569728302713721,0.08489094608449421,5041.613646492498,5453.57753693492,4942.1265204242745,4877.168521586998,5337.8156132889,119.3025885024574,.,.,.,.,0.002297882767736459,.,.,.,.,0.053312286986834545,.,.,.,.,19.661573657815865,.,.,.,.,0.0038140853729809977,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,140.23593654949238,140.21369833479565,151.93823607003372,135.82630267256542,120.20424655788054,0.011290537906072373,0.01801129768801535,0.00451791713492411,0.01661187844868195,0.0072293038891073635,0.13698403761488231,0.1309046695805116,0.16683030760611017,0.12413730780614296,0.08162392236787852,5098.536176475994,5551.803545417329,4964.454638513863,4958.187452241339,5376.404304461387,119.55513034203975,.,.,.,.,0.0021168177719559367,.,.,.,.,0.04007649772601729,.,.,.,.,19.70319362635935,.,.,.,.,0.0037800598655482603,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,143.07416341358916,143.46080088081052,154.4760530661569,139.10760198665807,121.9847103195414,0.020238941129723242,0.023158240489895565,0.01670295155298107,0.02415805517435632,0.014811987202162147,0.15142456095587242,0.14009670345755354,0.18105724295876335,0.14660119725033027,0.07866960996188643,5201.725149999455,5680.373547074759,5047.375683827932,5077.9676182773865,5456.039536212718,124.00821873257877,.,.,.,.,0.037247154327873844,.,.,.,.,0.08221468499550877,.,.,.,.,20.437081520112336,.,.,.,.,0.0038351708749817686,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,146.2933309902488,147.6507287770116,158.27059152234514,141.76685634475217,123.76370287393331,0.022499992310658357,0.02920608187376672,0.024563926776166145,0.019116527925980398,0.014583733893631434,0.17437033288184267,0.1727045439519448,0.20169970940314785,0.1680384510274069,0.09785151228010602,5318.763925876601,5846.275001964203,5171.359050537283,5175.04072805941,5535.608964921977,130.11448345703874,.,.,.,.,0.04924080667288688,.,.,.,.,0.1409743116714488,.,.,.,.,21.44341990020222,.,.,.,.,0.003926332799733526,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,149.98368868556153,151.6415360999288,162.04038147008623,145.59769838413857,126.35696303305839,0.025225741121163825,0.027028700474240663,0.023818638140420845,0.02702212730224085,0.02095331748248186,0.19601483962173116,0.20858728840171903,0.22095985619846714,0.18570793428024412,0.11777305408293537,5452.93368775535,6004.292217882334,5294.5337804562205,5314.881337407313,5651.59833702286,136.53244776507327,.,.,.,.,0.04932551809386854,.,.,.,.,0.21459356113690675,.,.,.,.,22.501127696484062,.,.,.,.,0.004010663721952738,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,152.24298266870596,155.727907442025,164.28934044139194,147.26582016215693,127.79266556896502,0.015063597934846129,0.026947572856313995,0.013879003189836814,0.011457061454483108,0.011362274792335869,0.20914574344723613,0.2353680607948483,0.23101507096447382,0.19144373179768936,0.14408752000503444,5535.074488393074,6166.093319874318,5368.016631683871,5375.774259513274,5715.813350344021,141.09358739798458,.,.,.,.,0.03340700110174177,.,.,.,.,0.26281873006483614,.,.,.,.,23.25282289423094,.,.,.,.,0.004079838032150207,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,154.44162885483695,158.1635163511156,166.6161955239279,149.34525852357868,129.64875082856238,0.014441691482854235,0.015640156919191295,0.014163153107100257,0.014120305439049297,0.014524192380944712,0.2096212516298419,0.23908661645051654,0.23006688430703703,0.19238496330912458,0.1427094660199033,5615.010326489064,6262.531986975529,5444.044673119871,5451.68183402898,5798.83092305799,142.5660619778294,.,.,.,.,0.010436155228595867,.,.,.,.,0.265640443063172,.,.,.,.,23.495492963458183,.,.,.,.,0.004064528381790721,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,156.25911447357268,161.89124295519397,168.58595373677045,150.42862997111035,130.45458830794556,0.01176810703313702,0.02356881466774552,0.011822129335318232,0.007254140226759409,0.006215543722814187,0.20697642401121485,0.2602706054825499,0.21874112867286066,0.1877766426870744,0.1385793629443055,5681.088369003357,6410.132442727384,5508.404873352744,5491.229098524703,5834.873810201463,142.92552462630488,.,.,.,.,0.0025213760097502202,.,.,.,.,0.2545701522696002,.,.,.,.,23.5547339357535,.,.,.,.,0.004028353154864422,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,158.4032982668915,163.79911106879123,170.99550250541552,152.7912130950564,131.45853207515827,0.013721975838289158,0.011784875319817534,0.014292701825012744,0.015705674673762493,0.007695733666667648,0.20253010309076913,0.29355292208746664,0.20018332359501678,0.18491799303349588,0.12279320538468297,5759.044126338007,6485.675054348444,5587.134861739023,5577.47255630523,5879.777445023387,144.5039673166568,.,.,.,.,0.01104381246442121,.,.,.,.,0.24672738799540084,.,.,.,.,23.8148679999893,.,.,.,.,0.0040153776149701855,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,159.7082507241479,165.87150269708923,171.54833500681255,155.05693519678965,130.87937276438197,0.008238164681758642,0.012652032204421682,0.0032330236368616205,0.014828876974251504,-0.004405642613179217,0.19585500246128928,0.3206537478718172,0.17651106935075234,0.18476410439531787,0.10713499260797721,5806.488080260294,6567.732024003474,5605.198200809359,5660.180210669944,5853.8732469555825,147.7713161308498,.,.,.,.,0.022610789688792154,.,.,.,.,0.25680131871804357,.,.,.,.,24.353340971803405,.,.,.,.,0.004068080580387344,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,161.7843896196052,168.11330933931555,174.16503780791444,157.2702531249434,130.58881587498126,0.012999571944741106,0.013515321232244748,0.015253443299219294,0.014274227240108406,-0.0022200357723580755,0.19604861919243133,0.31516679924076896,0.1722437942063182,0.19456860235505902,0.09851741964715455,5881.969939805919,6656.497032075183,5690.696773746291,5740.974909217012,5840.877438940492,150.505312935566,.,.,.,.,0.018501539245243448,.,.,.,.,0.26010889927814884,.,.,.,.,24.803915265546017,.,.,.,.,0.0040851812684818785,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,164.35316560826027,171.37273321907344,177.36696630788302,159.48309231746464,131.29406215276347,0.01587777408373503,0.01938825600761418,0.01838445040559722,0.014070297138539356,0.005400510549520288,0.20118800115938584,0.29019666696668,0.18219774069820782,0.20583122705991763,0.10713998820560633,5975.362529677479,6785.554900646981,5795.317106356521,5821.752132054595,5872.421159167945,151.73327586311058,.,.,.,.,0.008158934084076419,.,.,.,.,0.27475810082591834,.,.,.,.,25.006288775224625,.,.,.,.,0.004048359188956475,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,167.1137915694929,175.01266556602368,180.99662948386901,161.80734344811037,131.41935644269148,0.016796913835007254,0.02123985699812092,0.02046414420645526,0.014573652271672177,0.0009543027908012203,0.20511618010403243,0.2706666531203874,0.1966333291757647,0.21107078771127985,0.10120424775166592,6075.730179221402,6929.679116389621,5913.913311343137,5906.596323239025,5878.025227068899,153.51125822357832,.,.,.,.,0.011717814371000612,.,.,.,.,0.28673870492270415,.,.,.,.,25.29930782520034,.,.,.,.,0.004027755296810494,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,169.56340106068583,178.34085355229365,184.21740123503614,163.84187180361343,131.4692832325708,0.01465833231468694,0.019016840726961082,0.01779465043272621,0.012573770214301172,0.0003799043857066753,0.20912945164268315,0.2719217570772563,0.21244925569705697,0.20626026461593927,0.09371579621578463,6164.790251242802,7061.459720434951,6019.149331407934,5980.864508156069,5880.258314631957,158.92049005421222,.,.,.,.,0.03523671093071057,.,.,.,.,0.32926533223250765,.,.,.,.,26.19077222178399,.,.,.,.,0.004115439413037457,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,171.77128670875993,182.254353658213,187.25590661203364,165.84487233322133,129.07644378547306,0.013021003555383492,0.021943935043306384,0.0164941278979438,0.012225205361476643,-0.01820074916560377,0.20057516053555435,0.2704122139233893,0.21220022712412412,0.19220567362758256,0.05813624877539736,6245.062007022427,7216.4159338511,6118.429950317,6053.981805007444,5773.233208018384,164.15444987795428,.,.,.,.,0.03293445560076358,.,.,.,.,0.323738471173028,.,.,.,.,27.05335104667205,.,.,.,.,0.004208738684683631,.,.,.,.,.,.,.,.,.,.,.,.,.
