Unnamed: 0,São Bernardo do Campo,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2018-02-01 00:00:00,139.96524583370723,148.61112949141219,137.8849335744528,137.26302399862814,143.30817345584782,0.0006862728136797378,0.0020516524871786656,-0.0004438090512884912,-0.001071164646566258,0.014200697656761367,0.001591220551748318,0.015959846508591946,-0.0025167198309542504,-0.00889613661736699,0.03669278511520124,4906.919182303773,4986.481528030578,4731.331799464305,5167.7643851841785,5551.552568011217,105.27728729135934,.,.,.,.,0.004151780750749878,.,.,.,.,0.03623223623796212,.,.,.,.,19.142221652027995,.,.,.,.,0.0038319776580485313,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,140.30269888898272,149.15101142658412,138.13364798526774,137.47450302558394,144.34641272648588,0.0024109774770547042,0.0036328499555823915,0.0018037823594458029,0.0015406845980452787,0.007244801504346435,0.00317224573029673,0.014309807517244533,-0.0005210083453520697,-0.007036009175944491,0.040886275640396486,4918.7496539340345,5004.596667228197,4739.866092300863,5175.726280178758,5591.772464407403,105.08588142578176,.,.,.,.,-0.0018181116791873076,.,.,.,.,0.030676561708378625,.,.,.,.,19.107418955276852,.,.,.,.,0.0038112048204324614,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,140.2616189165976,148.73752461125147,137.99328536918168,137.99189535808284,144.50380928224624,-0.0002927953112121512,-0.002772269603657149,-0.0010161363153243382,0.003763551212129796,0.001090408502624794,0.0013864900166440375,0.0022528197475544243,-0.0010624619810978286,-0.004497208008772513,0.04204380642855288,4917.309467098336,4990.722576009076,4735.049742234702,5195.205391094178,5597.869780647337,104.93249307631325,.,.,.,.,-0.0014596475510065656,.,.,.,.,0.020095205473852795,.,.,.,.,19.079528857992724,.,.,.,.,0.003800738689194581,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,139.94641151818757,146.01952084945597,138.19116445716216,138.70841919450743,143.79794055315583,-0.0022472819068019064,-0.018273826789167252,0.001433976207255959,0.005192506665447561,-0.004884775928029027,-0.0017050932970814614,-0.020296522114811144,0.00041885302742517005,0.00019885594034341203,0.03575856779581721,4906.25888650278,4899.5229761023,4741.83969090524,5222.181529715804,5570.52544109459,104.49075867642055,.,.,.,.,-0.004209700798507188,.,.,.,.,0.0044062513347464805,.,.,.,.,18.99920975012409,.,.,.,.,0.0037985984580376337,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,139.47929462911569,143.84060030873096,138.0311107545911,139.38535184534118,141.95295431739882,-0.0033378268438928422,-0.014922118139063464,-0.001158205035754424,0.004880256402349322,-0.012830407922810205,-0.004732684877089777,-0.03196949429779117,-0.0010007496364384805,0.005841244477152507,0.018343196321551902,4889.8826438883225,4826.4117154278465,4736.347668296494,5247.66711456043,5499.053327340954,104.94551339304681,.,.,.,.,0.0043521046491250045,.,.,.,.,0.0008692043115940962,.,.,.,.,19.08189629920731,.,.,.,.,0.0038131234978438042,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,139.38024377614212,144.11614167444841,137.82842884053377,139.74166236319837,139.56362390631796,-0.0007101473608462656,0.0019156021674412637,-0.0014683784905395762,0.0025562981557241842,-0.0168318470198123,-0.003642840155095417,-0.021564121745194953,-0.002745976425274632,0.009817408122718252,0.005552222406833618,4886.410106633917,4835.657200170884,4729.3929172566495,5261.081716327234,5406.494102981361,105.54647651035083,.,.,.,.,0.005726429819379308,.,.,.,.,0.005503108706045756,.,.,.,.,19.191167439185392,.,.,.,.,0.0038307977355197757,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,139.47046533324217,146.2107352587213,137.23317064270884,140.04631647841776,138.22982358098352,0.0006473052037773251,0.014534066482326833,-0.0043188346760714095,0.002180123737383092,-0.00955693387719539,-0.0018564441186224023,-0.0114926006777617,-0.005151217059427116,0.015269362452306146,-0.0032727157916178085,4889.573105323731,4905.93896340391,4708.967451128835,5272.551525461312,5354.824596331721,107.23512627175661,.,.,.,.,0.01599911069736357,.,.,.,.,0.020622170445679933,.,.,.,.,19.49820905145656,.,.,.,.,0.003875365039824693,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,139.8090247817225,147.5043997211001,137.2395217035621,140.32775264361797,138.6313949557767,0.002427463389266066,0.00884794444190201,4.6279342111904325e-05,0.0020095934850495375,0.0029050993800763757,0.0020207707979960077,0.00029854312885424505,-0.005256395877881737,0.019712609948818738,0.00975030223282447,4901.442365026044,4949.34643878747,4709.185379044498,5283.147210656467,5370.380893946942,109.67711653752635,.,.,.,.,0.022772298132807723,.,.,.,.,0.039625021960667306,.,.,.,.,19.942228081032138,.,.,.,.,0.003949815862399435,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,139.83687741956214,146.64940745756203,137.37768791415942,140.66895268862797,139.64724984214513,0.0001992191697432037,-0.005796384820755739,0.0010067523471537403,0.0024314509324219868,0.007327740492638709,0.0040409536711887295,0.0025957927133044567,-0.004429766938277679,0.02525113181541072,0.01606016089058193,4902.418826304549,4920.658122217022,4713.926362478033,5295.99292386794,5409.73365148441,112.9443892245508,.,.,.,.,0.02978992145464129,.,.,.,.,0.06768059626755263,.,.,.,.,20.53630548919663,.,.,.,.,0.004075270019151158,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,139.8905286644603,146.08661306695495,137.5842559868718,140.75797340261713,140.34209680011247,0.00038367021552682297,-0.0038376860865935516,0.0015036508173108328,0.0006328383931754071,0.004975729624126428,0.0032029837691904817,-3.3850412762381765e-05,-0.005106900002819326,0.024796140511736287,0.022277200267945885,4904.299738392239,4901.774181004505,4721.014461705716,5299.344431520149,5436.651023472735,114.49048742009651,.,.,.,.,0.013689021704936908,.,.,.,.,0.08443447020112438,.,.,.,.,20.817427420777456,.,.,.,.,0.004143364752005759,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,139.77838531772005,145.98031919091756,137.4357832470591,140.72370476371938,140.26944573073146,-0.0008016507465580599,-0.0007276086001711494,-0.001079140478303466,-0.00024345788781512994,-0.0005176712550083843,0.0012002031665019341,-0.007018257480681855,-0.005180391255410255,0.023866879863342794,0.009968902030736304,4900.368202845612,4898.207607954309,4715.919823901433,5298.054264318046,5433.836625514371,115.17251823963004,.,.,.,.,0.005957095955325676,.,.,.,.,0.09494611175132173,.,.,.,.,20.941438833466055,.,.,.,.,0.004188553556856518,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,139.98324075465285,146.8949612073996,137.53769279592854,140.6631545036807,139.98536695977162,0.0014655730674464351,0.006265515937705635,0.0007415066619602673,-0.0004302776148507048,-0.002025236283496601,0.0008149281113818407,-0.009520086929822646,-0.002961028742563654,0.023673215205474385,-0.009315006892617661,4907.550050504274,4928.897405788138,4719.416709868127,5295.774630165846,5422.8318224217865,115.24230305666721,.,.,.,.,0.0006059155265840666,.,.,.,.,0.09919971163303098,.,.,.,.,20.95412757640426,.,.,.,.,0.0041806918430879044,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,139.89959653792914,146.87682584191168,137.39449200895012,140.69360512790956,139.81228816697953,-0.0005975302205663002,-0.00012345805015268052,-0.001041174852270399,0.00021647903700383608,-0.001236406322682626,-0.0004690399776533516,-0.011670079188791371,-0.0035568901749358783,0.02499275499945064,-0.024394179372786096,4904.617641040156,4928.288893725016,4714.502971872428,5296.921054357974,5416.1269988697,114.71504148040101,.,.,.,.,-0.00457524331153758,.,.,.,.,0.08964663159416597,.,.,.,.,20.858257344361213,.,.,.,.,0.004163328026292435,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,140.33908894800453,148.47217798131322,137.58211378462727,140.60290415237898,140.78191942788058,0.0031414844713739676,0.010861836986582718,0.0013655698487893275,-0.0006446702069232702,0.0069352363344701295,0.00025936820396177396,-0.004551316405957073,-0.0039927578014828935,0.022756227940048168,-0.02469402066374493,4920.025421197511,4981.819164311443,4720.940954982844,5293.506287165805,5453.689119624367,113.92632425916642,.,.,.,.,-0.0068754472914465126,.,.,.,.,0.08412588554655964,.,.,.,.,20.714847495398633,.,.,.,.,0.004120548706136252,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,140.3802274754906,147.80023065498293,137.80543280088582,140.8299154889,140.80749018527777,0.0002931366292489024,-0.0045257457354391795,0.0016231689579078168,0.0016145565263361306,0.0001816338170490539,0.0008456237694185464,-0.006301664349452563,-0.0013613167321386843,0.02056657112689586,-0.025579388635691758,4921.4676608653,4959.272717473831,4728.603839793089,5302.052952288949,5454.679693996163,112.68231289179452,.,.,.,.,-0.01091943741239243,.,.,.,.,0.07385529103787847,.,.,.,.,20.488653014665374,.,.,.,.,0.004072309208485277,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,140.36053773987902,146.2432046711958,138.21733307671948,141.05339226193942,140.99547877457505,-0.00014026003494704842,-0.010534665452733738,0.0029889988185647365,0.0015868558343132833,0.0013350752083565176,0.0029591771392982746,0.0015318761521649904,0.00018936535964586554,0.016905773139435087,-0.019488886751787837,4920.777375639196,4907.028438506374,4742.737631083692,5310.466545950127,5461.962101625143,111.71263652953343,.,.,.,.,-0.008605399883762077,.,.,.,.,0.06911499107281882,.,.,.,.,20.312339962394528,.,.,.,.,0.0040336658401199064,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,140.0718208106281,144.14163396062997,138.4060480915264,141.40842130252858,139.78323694424822,-0.0020569665370331336,-0.014370381962641399,0.0013653498487209426,0.0025169833557059373,-0.008597735479624613,0.004248130040290121,0.0020928281114851455,0.0027163248552124486,0.01451421853447088,-0.015284763769686904,4910.655501241316,4836.512565543493,4749.213127190816,5323.832901857316,5415.001596275635,111.83876795296825,.,.,.,.,0.0011290703303872274,.,.,.,.,0.06568412823999914,.,.,.,.,20.335274022786805,.,.,.,.,0.004035560290363364,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,140.11150986677575,144.55768147772548,138.36695677794495,141.5809661971051,138.6716169324046,0.0002833478990844629,0.0028863799144189795,-0.0002824393451043017,0.001220188253197474,-0.007952455789008495,0.005246554826006111,0.0030637775765220976,0.003907234102147772,0.013162172274194583,-0.006391400201188002,4912.046925160721,4850.472578268514,4747.871762545411,5330.328980226148,5371.939035483843,111.90426199350145,.,.,.,.,0.000585611248513862,.,.,.,.,0.06023683303655458,.,.,.,.,20.347182587996162,.,.,.,.,0.004069662600989555,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,140.3772040286871,145.6918657323617,138.46693290276949,141.7906430697196,137.63757160810195,0.0018963050370663925,0.00784589406140257,0.0007225433524926661,0.0014809679453846591,-0.00745679142694855,0.006501295405291874,-0.0035487785862060583,0.00899026273518655,0.01245535502228412,-0.0042845455310488445,4921.36166448721,4888.528872265347,4751.302305725925,5338.223026584218,5331.881606537957,113.03771697326562,.,.,.,.,0.010128791875951837,.,.,.,.,0.054110914056314074,.,.,.,.,20.553274965691966,.,.,.,.,0.004115712206397495,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,140.64298679533235,146.33618725147235,138.75141959938287,141.91603107946474,136.8574336211513,0.001893347060758943,0.004422494803479893,0.002054546097393084,0.0008843179424997683,-0.005668059802536707,0.005965008445712794,-0.007919848301722432,0.011016490563749315,0.011318348693864166,-0.012796245289108499,4930.6795101295975,4910.148365799602,4761.06407533569,5342.943712987692,5301.660182732054,114.75609882431291,.,.,.,.,0.01520184498642796,.,.,.,.,0.04630849576583085,.,.,.,.,20.865722665683844,.,.,.,.,0.004173211309823845,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,140.70102030129814,146.06213448572544,138.89084007930347,142.16168614380604,136.60908115452324,0.00041262993120483316,-0.0018727614194018471,0.0010048220070335567,0.0017309888282017738,-0.0018146801387168843,0.006179649443567303,-0.004004605146505913,0.011014540920862848,0.010611676753449872,-0.021756022342410475,4932.714056076656,4900.952829376594,4765.848097295484,5352.192288864585,5292.039365296224,115.14608615427483,.,.,.,.,0.0033984017752204387,.,.,.,.,0.019493637044215806,.,.,.,.,20.936632774632162,.,.,.,.,0.0042248306643018355,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,141.1272825368242,147.89062650093055,139.03648519616567,142.144021515765,136.31160636560702,0.003029560372861839,0.012518590267375673,0.0010486301096532813,-0.00012425730532761303,-0.002177562328962046,0.008840869243766702,0.012348930515274414,0.010555199058767561,0.009847030897377929,-0.028719041017650104,4947.6580111116045,4962.305849767295,4770.845709108342,5351.527239873176,5280.51561973097,114.8624744539551,.,.,.,.,-0.0024630598380889213,.,.,.,.,0.0032490649855796416,.,.,.,.,20.88506459530015,.,.,.,.,0.004199070595519535,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,141.2654505006658,148.8805439055709,138.9272981509097,142.16537814973879,136.19257383728012,0.000979030853269336,0.006693577734178557,-0.0007853121797627427,0.00015024644544348043,-0.000873238394738185,0.010638734877109979,0.019867230944058623,0.010852449548524046,0.010244708867209074,-0.02906457548337016,4952.501920955907,4995.521429713481,4767.09910586521,5352.331287818662,5275.904470747805,114.68291444694412,.,.,.,.,-0.0015632608287832195,.,.,.,.,-0.004251047039426803,.,.,.,.,20.85241579191171,.,.,.,.,0.004184454321176028,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,141.28295608034082,148.7968854923902,139.01125149688517,142.2086686979741,135.83347672937424,0.00012391975258618793,-0.0005619163591567,0.000604296974697327,0.0003045083746742172,-0.0026366864050525463,0.009284792370009232,0.012947512081815216,0.01071385356989385,0.010987342063716987,-0.029659458846084563,4953.115633768634,4992.714364499607,4769.979849432966,5353.961117519833,5261.993565155428,114.61523771666828,.,.,.,.,-0.0005901204255421844,.,.,.,.,-0.005441277407399525,.,.,.,.,20.840110355431005,.,.,.,.,0.00416568874168148,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,141.1314226025161,147.8420538185395,139.07845142645553,142.2091128776328,136.02074036658834,-0.0010725531375387343,-0.006417013841996888,0.00048341360031467495,3.1234358830456443e-06,0.001378626548646622,0.008805072316652396,0.006571683252923455,0.012256382282018308,0.010771688936006996,-0.027118845203812803,4947.803154055043,4960.676047313476,4772.28572256541,5353.977840274105,5269.247889183159,115.1640584566466,.,.,.,.,0.004788375009394663,.,.,.,.,0.003914194428655593,.,.,.,.,20.93990061904998,.,.,.,.,0.004189827555354858,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,141.18916100350594,147.4645928422129,139.28120220999895,142.241337517838,136.43200649318356,0.00040911088349515623,-0.002553136719744886,0.0014578159410312264,0.00022660038835153884,0.003023554536512707,0.006057272153279891,-0.00678635656053439,0.012349631639120284,0.011652912685810257,-0.030898235742022107,4949.8273541747585,4948.010763142322,4779.242836766921,5355.191053731936,5285.179747542509,115.67956937606297,.,.,.,.,0.004476317753341785,.,.,.,.,0.015389288896112907,.,.,.,.,21.033634267944244,.,.,.,.,0.004206747600448103,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,141.51216580137927,147.8411011963193,139.5791313662969,142.36629904905337,137.60757356899927,0.0022877450051941306,0.0025532119056488334,0.0021390478511864597,0.0008785176896954905,0.008616505071150193,0.008063374352960562,0.0002765255585546189,0.01287103512075527,0.010909497139295343,-0.022725471578734724,4961.1512969808455,4960.644083132055,4789.465865887205,5359.895683804339,5330.719525639149,116.10412446737793,.,.,.,.,0.0036700957101143405,.,.,.,.,0.03036689155350647,.,.,.,.,21.11082971883914,.,.,.,.,0.004212535805431062,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,142.08754094233666,149.08955176422205,139.96479359216158,142.63825729942923,138.68982792316166,0.00406590583713462,0.00844454321430499,0.0027630364373925076,0.0019102712663912058,0.007864787715479382,0.012304050912502085,0.019463106675115638,0.012642846425579224,0.011235922880512339,-0.016352658052955604,4981.322870998148,5002.534456462849,4802.699334590299,5370.134538519964,5372.644503079062,116.64297112136055,.,.,.,.,0.004641063842086179,.,.,.,.,0.044134081380522217,.,.,.,.,21.20880642732368,.,.,.,.,0.004214866132707007,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,142.47366010570212,149.62373695770904,140.30816403714866,142.86602785681524,139.57601084060684,0.0027174737545929695,0.003582982088052633,0.002453262968311831,0.0015968405790871554,0.006389674936623013,0.017147198352773785,0.03803275185971877,0.013743011753102108,0.010307777576897381,-0.0014824817923198008,4994.85948516324,5020.458447815222,4814.481619015786,5378.70978726623,5406.973955003772,116.85423865283535,.,.,.,.,0.0018112324252697043,.,.,.,.,0.04484554677834307,.,.,.,.,21.247220505226117,.,.,.,.,0.004211061846256468,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,142.83748057314205,150.26526518733058,140.54991520397488,143.27809729164142,139.8997101702996,0.002553598097851939,0.004287609992008612,0.0017230014267894944,0.0028843066543375873,0.002319161636324729,0.01945572286643893,0.039483088351030204,0.015776587682948096,0.011987000372448486,0.008856125464331122,5007.614348843591,5041.984215620539,4822.776977714602,5394.223635697392,5419.513601568823,117.42382017957542,.,.,.,.,0.004874290683047011,.,.,.,.,0.049323931794434284,.,.,.,.,21.350785634175388,.,.,.,.,0.004220695076889306,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,143.06802378421173,150.16316999251154,140.8149651668386,143.70797769423947,140.30117362046803,0.001614024625361754,-0.0006794330991380937,0.0018858066365892157,0.003000321826741148,0.0028696517646800146,0.01916849515662644,0.030690143459098262,0.016957350140180294,0.01352229303013397,0.019352288631989234,5015.696761716939,5038.558524659114,4831.871802545967,5410.408042609897,5435.065718339272,117.6310907509466,.,.,.,.,0.0017651492776695754,.,.,.,.,0.040635762121481456,.,.,.,.,21.388472958015228,.,.,.,.,0.004221097886266763,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,143.47665824158582,150.5190434576969,141.1955481896736,144.19750386266003,140.89221662459363,0.0028562249380785776,0.0023699117779887313,0.002702717160665946,0.00340639522088404,0.004212673271889011,0.020147975457724954,0.028583881299548253,0.017615160964461918,0.01607621609652954,0.029481650332647824,5030.0227198895955,5050.499463850788,4844.930985384846,5428.838030709276,5457.96187442188,118.66200862306525,.,.,.,.,0.008763991437445329,.,.,.,.,0.03403662061335955,.,.,.,.,21.575921351879305,.,.,.,.,0.004245199097677637,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,143.87093920326737,150.40470356730023,141.8201140439639,144.64164580701825,140.77164365308386,0.0027480495190908005,-0.0007596373705949233,0.004423410385795634,0.003080094540202527,-0.0008557816350568404,0.0225294663477289,0.029730970979334748,0.021090476254502333,0.01744464159424486,0.03047061339833035,5043.8454714060035,5046.662915717877,4866.362103424061,5445.559365087308,5453.291050884909,119.89303169966779,.,.,.,.,0.010374197191562295,.,.,.,.,0.04122541810959102,.,.,.,.,21.79975421457334,.,.,.,.,0.00427763412833872,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,144.30133739374725,150.68558191593883,142.4261540746394,144.95669510517908,140.48801082414698,0.002991557522758592,0.0018674838085293022,0.004273300968349547,0.0021781368457405303,-0.002014843483932327,0.022490724683902563,0.01889880029002855,0.024379707770167514,0.019787491302278415,0.030638656310294277,5058.93442526962,5056.0874770000855,4887.157533312963,5457.420538586072,5442.303522945046,121.57753264279597,.,.,.,.,0.014050032093173348,.,.,.,.,0.058461723210853744,.,.,.,.,22.10604146091139,.,.,.,.,0.004325585708050791,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,144.79490898764243,151.21128895041414,143.07686707364226,145.25511869722732,140.0602005406943,0.0034204228651630864,0.003488767988224506,0.004568774627319083,0.0020587085807364236,-0.0030451729008263984,0.02498458380635693,0.015655135209081017,0.029868636171309415,0.02173342474589135,0.028398220214526093,5076.238120251172,5073.726993135507,4909.485854650874,5468.655777077547,5425.730767738903,123.63452467853539,.,.,.,.,0.01691917898830053,.,.,.,.,0.07805530819268247,.,.,.,.,22.48005753311134,.,.,.,.,0.004384614730793602,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,145.0328014297793,152.0483407157105,143.22604966246908,145.2229185581073,139.9705585823985,0.0016429613706734347,0.005535643344531271,0.0010426744160538792,-0.00022167989265253762,-0.0006400244891106022,0.02654138512862181,0.02185163494894926,0.030319834691067138,0.021195964266671474,0.03045701216399488,5084.578183391086,5101.813336197027,4914.604849947496,5467.443486051931,5422.258167176228,125.36182505253619,.,.,.,.,0.013971019652414984,.,.,.,.,0.09376229155876947,.,.,.,.,22.794126858693858,.,.,.,.,0.00440813001401851,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,145.2132026321808,153.16033901368482,143.21508925794632,145.16966854775777,139.43534777479942,0.0012438648403880759,0.007313452371397133,-7.652521694612169e-05,-0.00036667773157461614,-0.0038237384562839205,0.02892183720956809,0.03597274968645214,0.029743197375750485,0.020818325986411645,0.025103579049844837,5090.902711421611,5139.125205039062,4914.228758745149,5465.438696276953,5401.524870102497,126.4615246041874,.,.,.,.,0.008772204386705118,.,.,.,.,0.09809888865451644,.,.,.,.,22.994081598314803,.,.,.,.,0.004439537795396844,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,145.30422476142562,153.9600487093115,143.18124210083502,145.05667183785317,138.87489087741838,0.00062681717361035,0.005221388910318536,-0.00023633792561006395,-0.0007783768540287062,-0.004019475020682894,0.029145748361076196,0.044047562481990044,0.028001193477321218,0.019792659216679054,0.017905508003775328,5094.093776670308,5165.958576393392,4913.067340114334,5461.184525298658,5379.813575813522,127.41342519126995,.,.,.,.,0.0075271952482141025,.,.,.,.,0.10143412426667453,.,.,.,.,23.167162540058687,.,.,.,.,0.004469932954220415,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,145.61891130667044,155.0843235203946,143.3326922200846,145.12238299972654,138.72479592131134,0.0021657081599761874,0.007302380198682679,0.0010577511203802015,0.0004530033747556228,-0.001080792612391912,0.029020441331208513,0.048993292565218116,0.026891991783049907,0.01935910372807781,0.008118901622459651,5105.126097130126,5203.682370008862,4918.264142597843,5463.658460318781,5373.999113044738,127.92570072772348,.,.,.,.,0.004020577389584501,.,.,.,.,0.10181874515290867,.,.,.,.,23.260307909948075,.,.,.,.,0.004478339605022518,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,145.80641052418164,154.77426009075887,143.71192853624066,145.30902394999688,138.89421422042105,0.0012876021103902513,-0.0019993215471256764,0.0026458465984422475,0.0012860934778800015,0.0012212546285221837,0.026173087078438684,0.03812948834621843,0.026771982067131272,0.018724055531337047,0.0014736934951899983,5111.6994682666,5193.278535722105,4931.277115049775,5470.685235829961,5380.562134335219,127.77845910375191,.,.,.,.,-0.0011509932963741365,.,.,.,.,0.09546642952712103,.,.,.,.,23.233535451472125,.,.,.,.,0.004467883709897146,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,146.31387473314214,156.0153892320835,143.92760683401863,145.76965751195797,139.73666631974544,0.0034803971041885706,0.008018963493004794,0.0015007682380629994,0.0031700272250096972,0.006065422552356647,0.026953856766162465,0.04271817028725233,0.02579638057206468,0.020324143525939142,0.0011510250090329688,5129.490212293437,5234.923246709065,4938.677819117129,5488.027456967001,5413.197517249171,127.70248154795073,.,.,.,.,-0.0005946037879475119,.,.,.,.,0.09283568161651923,.,.,.,.,23.21972070328527,.,.,.,.,0.004450117578220357,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,147.19368869318225,158.48654891773126,144.3462885279669,146.43452510753454,140.04171511853167,0.006013195683900685,0.01583920469519673,0.002908974193054581,0.004561083609063266,0.002183026165002433,0.03049765441507879,0.05471180395649977,0.027010854602669054,0.02203007909484067,0.0010150481945903067,5160.334840698611,5317.840267577333,4953.0443054407515,5513.058809047063,5425.014669065653,127.64045922031971,.,.,.,.,-0.0004856783273058385,.,.,.,.,0.08700652921289787,.,.,.,.,23.20844338817359,.,.,.,.,0.0044226577662960795,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,148.432276119773,162.56766240938228,144.72444349880607,147.19564912856245,140.99076881014025,0.00841467754213654,0.02575053542095551,0.002619776197196222,0.005197708808554413,0.006776935649533522,0.037494418345025426,0.08260675648688909,0.027763230472950706,0.024269156732158015,0.004915106352122667,5203.757394392543,5454.777501750566,4966.020173015802,5541.714083380925,5461.779644375686,129.12790143118,.,.,.,.,0.011653375582837855,.,.,.,.,0.09773615637531496,.,.,.,.,23.478900095669005,.,.,.,.,0.004437833912186988,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,149.31608995356837,164.13441778906133,145.4483808383273,147.98548521188792,141.26348294421118,0.0059543237960064666,0.009637558641481858,0.005002177393255591,0.005365892864371391,0.0019342694303494667,0.040699524114578445,0.09045615769669046,0.03012016103326931,0.02626939612516277,0.0026351087981444365,5234.742250874619,5507.348239799924,4990.861086859713,5571.4503274373255,5472.344197777107,130.23178223706157,.,.,.,.,0.00854873961124425,.,.,.,.,0.0975019195128255,.,.,.,.,23.679615098945295,.,.,.,.,0.004449566185077834,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,150.09880322292358,164.28297758693242,146.3720371933716,148.968363716595,142.28813532439767,0.005241988787669127,0.0009051105787087899,0.006350406582187995,0.006641722350673618,0.007253483765448099,0.04328785266951796,0.09227287239339699,0.03209645669863592,0.02991336198807848,0.010772707002349335,5262.182711060042,5512.3329989524,5022.555083956493,5608.454353602735,5512.037757574627,132.14698771583647,.,.,.,.,0.01470612968567564,.,.,.,.,0.10220740807409778,.,.,.,.,24.02785058949727,.,.,.,.,0.0044910052337596785,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,150.6482356987442,163.3931175099684,147.3411302074374,149.83723727206058,142.87278262826345,0.0036604720625561527,-0.005416629830033104,0.006620752383090345,0.005832604546281761,0.0041088970807920955,0.04398364159078105,0.08433146311979978,0.034508943703010164,0.03366896688242127,0.01697491330489087,5281.444783861943,5482.474731597199,5055.808177497801,5641.166249963172,5534.6861534259415,133.24077574168606,.,.,.,.,0.008277056062765631,.,.,.,.,0.09593255304133863,.,.,.,.,24.226730455894298,.,.,.,.,0.00451129528743206,.,.,.,.,.,.,.,.,.,.,.,.,.
