Unnamed: 0,Teresina,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,100,.,.,.,.,-0.00224711070138783,.,.,.,.,.,.,.,.,.,4085.28897114639,.,.,.,.,100,.,.,.,.,0.0128770803435851,.,.,.,0,.,.,.,.,.,16.725758093855553,.,.,.,.,0.00345033712929518,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,100.8627727046141,.,.,.,.,0.00862772704614101,.,.,.,.,.,.,.,.,.,4120.535729294052,.,.,.,.,100.22292575805932,.,.,.,.,0.00222925758059311,.,.,.,0,.,.,.,.,.,16.76304411687745,.,.,.,.,0.00346057025053016,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,102.01364793201341,.,.,.,.,0.0114103072574632,.,.,.,.,.,.,.,.,.,4167.552308030651,.,.,.,.,100.50441495093217,.,.,.,.,0.00280863076729942,.,.,.,0,.,.,.,.,.,16.810125318337708,.,.,.,.,0.0034888451405474,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,103.86822765436894,.,.,.,.,0.0181797216348101,.,.,.,.,.,.,.,.,.,4243.317248889159,.,.,.,.,102.14853174671728,.,.,.,.,0.0163586524690262,.,.,.,0,.,.,.,.,.,17.085116316381175,.,.,.,.,0.00356965597808964,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,107.80630087351197,.,.,.,.,0.0379141274292976,.,.,.,.,.,.,.,.,.,4404.198919786479,.,.,.,.,105.00104188930091,.,.,.,.,0.0279251213287781,.,.,.,0,.,.,.,.,.,17.562220262432405,.,.,.,.,0.00366710446019261,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,111.8745193799235,.,.,.,.,0.0377363704481868,.,.,.,.,.,.,.,.,.,4570.3974017510445,.,.,.,.,110.0600785077553,.,.,.,.,0.0481808230416225,.,.,.,-0.0586080586080594,.,.,.,.,.,18.408382489114658,.,.,.,.,0.00381843442567238,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,114.5047826929453,.,.,.,.,0.0235108345278292,.,.,.,.,.,.,.,.,.,4677.851258790033,.,.,.,.,114.5345778347306,.,.,.,.,0.0406550621046486,.,.,.,-0.0583657587548639,.,.,.,.,.,19.156776422455742,.,.,.,.,0.00395632606872243,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,114.75189715977679,.,.,.,.,0.0021581148055112,.,.,.,.,.,.,.,.,.,4687.946598849607,.,.,.,.,118.23218110228979,.,.,.,.,0.0322837289617002,.,.,.,0.0318923500741699,.,.,.,.,.,19.77522860025819,.,.,.,.,0.00407161455492796,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,114.66007144303654,.,.,.,.,-0.00080021088115334,.,.,.,.,.,.,.,.,.,4684.195252970941,.,.,.,.,119.60383357589933,.,.,.,.,0.0116013462732523,.,.,.,0.0474894753054718,.,.,.,.,.,20.004647874882508,.,.,.,.,0.00411447141878288,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,116.310150315005,.,.,.,.,0.0143910504432943,.,.,.,.,.,.,.,.,.,4751.605743142685,.,.,.,.,119.05823731665255,.,.,.,.,-0.00456169541506002,.,.,.,-0.0550507278341401,.,.,.,.,.,19.913392764391766,.,.,.,.,0.00402744935176379,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,118.67362907245491,.,.,.,.,0.0203204857963717,.,.,.,.,.,.,.,.,.,4848.160680156174,.,.,.,.,118.74171537043847,.,.,.,.,-0.00265854722317316,.,.,.,-0.0679798700127741,.,.,.,.,.,19.860452069354036,.,.,.,.,0.00392667223204506,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,120.96516314119701,.,.,.,.,0.0193095474255955,.,.,.,.,0.20693341028607293,.,.,.,.,4941.776468736556,.,.,.,.,119.27788907654468,.,.,.,.,0.00451546202135877,.,.,.,-0.0845754535015432,0.20813840037396591,.,.,.,.,19.95013118640022,.,.,.,.,0.00388489985503802,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,122.40442036673755,.,.,.,.,0.0118981133755061,.,.,.,.,0.22404420366737554,.,.,.,.,5000.574285437991,.,.,.,.,120.93494554592483,.,.,.,.,0.0138924027094138,.,.,.,0.0988865151809379,0.20934945545924832,.,.,.,.,20.227286442947328,.,.,.,.,0.00390656129622661,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,123.43302366835212,.,.,.,.,0.00840331826687923,.,.,.,.,0.22377186704788565,.,.,.,.,5042.595702675699,.,.,.,.,122.7002430249542,.,.,.,.,0.0145970833414648,.,.,.,-0.00156711450833269,0.2242732099156204,.,.,.,.,20.52254582892671,.,.,.,.,0.00390341129610196,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,125.22086858524932,.,.,.,.,0.0144843321808343,.,.,.,.,0.2274913320294385,.,.,.,.,5115.634333886901,.,.,.,.,124.03157201018409,.,.,.,.,0.010850255487751,.,.,.,0.0680733055102114,0.23409078169091613,.,.,.,.,20.74522069442964,.,.,.,.,0.00387901161220102,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,126.13943452671212,.,.,.,.,0.00733556596309226,.,.,.,.,0.21441789636049902,.,.,.,.,5153.160406986188,.,.,.,.,124.72310621456502,.,.,.,.,0.00557546915816043,.,.,.,0.00271796478796293,0.22099754232221946,.,.,.,.,20.860885032590662,.,.,.,.,0.00387649582991664,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,126.00629895945569,.,.,.,.,-0.00105546348575269,.,.,.,.,0.16882128352866488,.,.,.,.,5147.7214343403875,.,.,.,.,124.82794417659589,.,.,.,.,0.000840565675541471,.,.,.,0.00635236491657909,0.18882576715950905,.,.,.,.,20.878419976510475,.,.,.,.,0.00388073890179806,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,125.0665263593136,.,.,.,.,-0.00745813985413912,.,.,.,.,0.11791788740195908,.,.,.,.,5109.329007952927,.,.,.,.,125.32772128645603,.,.,.,.,0.0040037277963425,.,.,.,-0.00631226709255628,0.13872098753432094,.,.,.,.,20.962011486914143,.,.,.,.,0.00392646942714588,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,125.03221351479496,.,.,.,.,-0.000274356740508352,.,.,.,.,0.09193878695949231,.,.,.,.,5107.927229100121,.,.,.,.,127.52564065510137,.,.,.,.,0.0175373759778306,.,.,.,-0.116008599539407,0.11342481079483635,.,.,.,.,21.32963016361176,.,.,.,.,0.00396023577264722,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,125.53365329821867,.,.,.,.,0.00401048473291543,.,.,.,.,0.09395710576732097,.,.,.,.,5128.412493269269,.,.,.,.,130.19293157953692,.,.,.,.,0.0209157226008325,.,.,.,-0.135370060489084,0.10116323970120433,.,.,.,.,21.775754791292215,.,.,.,.,0.00402063512373306,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,126.27262645050277,.,.,.,.,0.00588665376071384,.,.,.,.,0.10127810720260522,.,.,.,.,5158.601681959264,.,.,.,.,131.7419671263112,.,.,.,.,0.0118980003597811,.,.,.,-0.0765058515521343,0.10148615798931848,.,.,.,.,22.034842729633514,.,.,.,.,0.00402178080854549,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,127.00445694062223,.,.,.,.,0.00579563845855646,.,.,.,.,0.09194646036183118,.,.,.,.,5188.499072259601,.,.,.,.,132.92694186638352,.,.,.,.,0.0089946640840437,.,.,.,0.0714066747530002,0.11648672836340701,.,.,.,.,22.233038738131302,.,.,.,.,0.00405122299246656,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,127.52641106410807,.,.,.,.,0.00410973076110133,.,.,.,.,0.07459771864099807,.,.,.,.,5209.822406500812,.,.,.,.,134.18857983528068,.,.,.,.,0.00949121337768633,.,.,.,0.128367817848011,0.13008793427526832,.,.,.,.,22.444057252829275,.,.,.,.,0.0040915457769439,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,128.0706506897367,.,.,.,.,0.00426766205594098,.,.,.,.,0.05873994928809201,.,.,.,.,5232.056167903227,.,.,.,.,134.32608928362075,.,.,.,.,0.00102474777293904,.,.,.,0.00879703074980398,0.1261608528083451,.,.,.,.,22.46705675051483,.,.,.,.,0.00409650352304245,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,128.44810809879212,.,.,.,.,0.00294725924341432,.,.,.,.,0.04937475063357177,.,.,.,.,5247.476393806142,.,.,.,.,131.95770530069169,.,.,.,.,-0.0176316007974324,.,.,.,0.0582012137889036,0.09114619190514284,.,.,.,.,22.070926574796495,.,.,.,.,0.00392096595702112,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,126.52509618770091,.,.,.,.,-0.0149711189954793,.,.,.,.,0.025050609856700712,.,.,.,.,5168.9158002885015,.,.,.,.,130.1658794175626,.,.,.,.,-0.0135787893480419,.,.,.,0.00211307551716233,0.060844511865311146,.,.,.,.,21.77123011212123,.,.,.,.,0.0038974583581649,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,125.97320744669949,.,.,.,.,-0.00436189149528632,.,.,.,.,0.006008094896243099,.,.,.,.,5146.369550419372,.,.,.,.,132.61989882120997,.,.,.,.,0.0188530159718359,.,.,.,0.0600256889723332,0.06924306990417484,.,.,.,.,22.181683461151568,.,.,.,.,0.00402591313774178,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,125.03395190598621,.,.,.,.,-0.00745599449081813,.,.,.,.,-0.008763973176776907,.,.,.,.,5107.9982474037315,.,.,.,.,136.80481463646984,.,.,.,.,0.0315557156388855,.,.,.,0.0749117922868232,0.0968682450958227,.,.,.,.,22.881642356843436,.,.,.,.,0.00417910068109364,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,126.60539263854355,.,.,.,.,0.012568112169556223,.,.,.,.,0.004754474054353697,.,.,.,.,5172.1961423389985,.,.,.,.,139.5957566848918,.,.,.,.,0.020400905157017313,.,.,.,-0.0030352904946554515,0.11830534104930601,.,.,.,.,23.34844857240219,.,.,.,.,0.004227293979852112,.,.,.,.,.,.,.,.,.,.,.,.,.
