Unnamed: 0,Brasília,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2017-06-01 00:00:00,128.3769847585243,142.8682746904748,138.47794868918487,123.82952506536192,101.30518756323464,-0.005956635469291102,-0.009282653322131428,-0.008732859836071553,-0.0002701559028414271,-0.0040789493242908755,-0.019236675143602833,-0.04973489297355915,-0.0036421296255839675,-0.006018593717877496,-0.01238266659444065,7629.650740536642,7983.844095492763,6909.609380838937,7767.464549468224,9302.34189522769,107.97633662023131,.,.,.,.,-1.3229719342300913e-06,.,.,.,.,0.001524342855831362,.,.,.,.,27.672681732097438,.,.,.,.,0.0035347166710835193,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,127.7710664037618,142.3427458869781,137.5212246188013,123.22036966815976,101.19554252789796,-0.004719836315693396,-0.0036784149919586247,-0.006908855015833141,-0.004919306577979946,-0.0010823239951876637,-0.023181688231301623,-0.050064354220933804,-0.012522105779374848,-0.011224401735612344,-0.010119956769762295,7593.6400378954,7954.476203678441,6861.871891410679,7729.2540100157985,9292.273747383046,108.48314011945382,.,.,.,.,0.0046936533974570845,.,.,.,.,0.01897511129112739,.,.,.,.,27.802567708726045,.,.,.,.,0.003568195850970537,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,127.02905005585704,141.88636195247213,136.05551460285864,122.35985146851473,101.52418182651414,-0.005807389488007728,-0.003206232475438852,-0.010658064018885216,-0.006983570995302676,0.0032475669422453108,-0.027516198113788803,-0.04953906265689223,-0.023888731186698542,-0.017989825292671235,-0.0029167815682837883,7549.540812563612,7928.972303749103,6788.737621502635,7675.276215896126,9322.45102842334,108.63175440951935,.,.,.,.,0.0013699298333536714,.,.,.,.,0.03322612727266261,.,.,.,.,27.840655275674063,.,.,.,.,0.0035845569291049558,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,126.8713106995824,142.25040027276793,135.3915221163962,121.81581080177567,102.17510522905374,-0.0012417581348934793,0.002565703393098203,-0.00488030557526898,-0.004446235102525065,0.006411510940830828,-0.026833259669898024,-0.045921045493428236,-0.027191584560029014,-0.018882693179294585,0.004539858776963834,7540.166108844902,7949.3156948926135,6755.606507439376,7641.150133363432,9382.222025187437,109.00087376615458,.,.,.,.,0.0033978955660030246,.,.,.,.,0.0347469025016105,.,.,.,.,27.935254914789898,.,.,.,.,0.0035911375576356775,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,126.39345995652673,141.7180274304134,134.68004340189842,121.39337978602195,102.10003694073133,-0.0037664207961654326,-0.003742505056813201,-0.005254972419071603,-0.0034677847889640332,-0.000734702334332102,-0.028055688835052384,-0.04660919081220205,-0.02960574383006187,-0.0193195926208084,0.0030627345529989913,7511.7666704060075,7919.565340706273,6720.105981568682,7614.652269160764,9375.328884764309,108.54912002165969,.,.,.,.,-0.004144496542881486,.,.,.,.,0.03257975071271746,.,.,.,.,27.819477347371034,.,.,.,.,0.0035799785892871045,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,126.4029084172508,141.38815153583937,135.10195989786595,121.39441339883113,101.93808545749509,7.475434826549425e-05,-0.0023276918297216093,0.0031327321057397577,8.514573125877859e-06,-0.0015862039631801598,-0.02625752044968499,-0.04388726672612453,-0.024889588368375404,-0.01827675477089785,-0.0036389617790302253,7512.3282076277765,7901.131033167764,6741.158273331115,7614.717104674338,9360.457700931178,108.35922363002727,.,.,.,.,-0.0017494051687800406,.,.,.,.,0.02171311892035832,.,.,.,.,27.770809809906787,.,.,.,.,0.003573083310133754,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,126.13287331895009,140.911795104344,134.82418796985468,121.2425437328854,101.79524044844916,-0.002136304470221026,-0.0033691396791096406,-0.00205601701279004,-0.0012510432868667498,-0.0014012918567662502,-0.027220767856976025,-0.041517303496685476,-0.025978706070014068,-0.021630979123616223,-0.007364757332941063,7496.279587296054,7874.511019094074,6727.298337235237,7605.1907639591445,9347.340967779259,108.36388682297505,.,.,.,.,4.303457326075555e-05,.,.,.,.,0.012049525456288457,.,.,.,.,27.77200491485606,.,.,.,.,0.0035808749130582644,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,126.0316548637087,140.46408983345432,134.79887328915575,121.26782294867523,101.88852233549662,-0.0008024748233987284,-0.003177202238876919,-0.00018776067618222727,0.00020850119942666045,0.0009163678639247035,-0.02371765390149172,-0.03689421168306861,-0.021231911656238722,-0.019515317203667504,-0.006999646402307325,7490.2640116580915,7849.492105054147,6726.0352151505585,7606.776455355298,9355.90657065528,108.67302269463488,.,.,.,.,0.0028527573227863983,.,.,.,.,0.01032092132739093,.,.,.,.,27.85123170524537,.,.,.,.,0.0035873839355373745,.,.,.,.,100,.,.,8286.360351179916,100,.,.,36.03220392789126,0.0042216927844873015
,2018-02-01 00:00:00,125.58082410114493,139.50192442901917,134.27095035066006,121.25601360520811,101.59194434581472,-0.0035771232477372467,-0.006849903100329579,-0.003916375008292883,-9.738233259210525e-05,-0.002910808625777509,-0.026653367745641643,-0.039266246688629325,-0.029037649634331864,-0.018583295861166915,-0.008133318181988924,7463.470414130299,7795.723844747724,6699.693538929045,7606.0356897205675,9328.673317107447,109.33759107493385,.,.,.,.,0.006115302250921608,.,.,.,.,0.014264050618898683,.,.,.,.,28.021550405183405,.,.,.,.,0.0036204803850756503,.,.,.,.,99.12345344495269,-0.008765465550473084,.,8213.726544982841,101.20732012838616,0.012073201283861579,.,36.46722797861384,0.004304837541875443
,2018-03-01 00:00:00,124.98984901498717,137.7341456365302,134.1378611265858,121.11802218454778,101.16461319063754,-0.004705934129575254,-0.012672074594845047,-0.0009911989430826129,-0.0011380171305120125,-0.004206348819573413,-0.03221305475063663,-0.049466106719912695,-0.03793625239989262,-0.017821289107910143,-0.009411796558373098,7428.347813983369,7696.935850666269,6693.052809774281,7597.379890810379,9289.433663111846,110.25042226876246,.,.,.,.,0.008348740674220579,.,.,.,.,0.021390728121336355,.,.,.,.,28.25549506280588,.,.,.,.,0.0036652533419352733,.,.,.,.,98.60337919821876,-0.00524673252050023,.,8170.631318804783,103.4754163509705,0.022410396992106563,.,37.28447303481623,0.004416823374114848
,2018-04-01 00:00:00,124.3077451159095,136.34524184107974,133.30895796752193,120.90902074687001,101.04788725570747,-0.005457274366303878,-0.010083946787717242,-0.006179486925631186,-0.001725601474562635,-0.0011538217885546866,-0.038538557193924405,-0.05701392345671086,-0.04741428929093594,-0.022298493421511578,-0.008715032869424433,7387.809281874128,7619.320359119678,6651.693177443722,7584.2698408679835,9278.715312148013,111.90133560486512,.,.,.,.,0.014974213269479932,.,.,.,.,0.03752024553781519,.,.,.,.,28.678598871911074,.,.,.,.,0.0037434699485851537,.,.,.,.,98.44993859169905,-0.0015561394322121114,.,8157.916677223524,103.71974307558142,0.0023612055232733464,.,37.37250933847837,0.0044148351106945635
,2018-05-01 00:00:00,124.15879101203726,135.6678711910492,133.28526882679765,121.02681563975929,101.02600805771709,-0.001198268890915413,-0.004968054923545301,-0.0001777010418913845,0.0009742440403672847,-0.000216523062327918,-0.03861877901384858,-0.05921371510205364,-0.045903636596555164,-0.022897653308071586,-0.006823534800613151,7378.956699839642,7581.467157095484,6650.511164635748,7591.658770560985,9276.70625629416,112.94941830126275,.,.,.,.,0.009366132144289377,.,.,.,.,0.04605576006538903,.,.,.,.,28.947206418658457,.,.,.,.,0.003785867737485453,.,.,.,.,98.37507133750758,-0.0007604601410872158,.,8151.712906756185,102.4010716657487,-0.012713793639768212,.,36.89736296694865,0.004352114558136406
,2018-06-01 00:00:00,124.61931020150108,136.44457401469873,133.43741834899046,121.46085108618162,101.6722970695913,0.0037091146402929813,0.005725031408178889,0.001141532920570009,0.003586275026141828,0.0063972537794917675,-0.029270624824935365,-0.04496240113274319,-0.036399516225561146,-0.019128507340474887,0.003623797706583387,7406.326096165106,7624.871294689933,6658.102942068798,7618.884546816838,9336.051700453472,113.4185383394299,.,.,.,.,0.004153363914773756,.,.,.,.,0.05040179996418681,.,.,.,.,29.06743470123122,.,.,.,.,0.003791059928407191,.,.,.,.,97.68938223223098,-0.006970151034748517,.,8094.894236604185,101.07141788198031,-0.01298476434024598,.,36.418259404046296,0.004317917407776727
,2018-07-01 00:00:00,125.11724302289134,136.8317802778272,134.04983288331746,122.05265223778035,101.9766992927448,0.003995631339839322,0.002837828223838026,0.004589526250615093,0.004872361310714123,0.0029939544195124465,-0.02077014347273476,-0.03871616761929464,-0.025242588881143946,-0.009476659042041091,0.007719280368811532,7435.919044828012,7646.509369653136,6688.66048030072,7656.006505113547,9364.003413702843,113.22749177741677,.,.,.,.,-0.0016844385830593576,.,.,.,.,0.04373353917243561,.,.,.,.,29.01847239270991,.,.,.,.,0.003768095048566238,.,.,.,.,95.69090380584325,-0.020457478394498185,.,7929.2931126531075,100.96580586533653,-0.0010449246568113857,.,36.38020506683686,0.004404012074703863
,2018-08-01 00:00:00,125.16314112737429,137.23456760604668,133.42004234624912,122.36610648269905,102.28964411188858,0.0003668407597069044,0.002943667965158958,-0.004698182187340274,0.0025681887216023485,0.003068787490811021,-0.014688836354064483,-0.03278535218193601,-0.01937056549528604,5.111982492000955e-05,0.00753970405476867,7438.646843019536,7669.018154329871,6657.235934775004,7675.6685746724925,9392.739550242728,112.780086955642,.,.,.,.,-0.003951379781990348,.,.,.,.,0.03818710807600789,.,.,.,.,28.90380938759311,.,.,.,.,0.00375124306518759,.,.,.,.,94.9654347416952,-0.007581379580446024,.,7869.178131761469,102.27148634321787,0.01293190765617025,.,36.85067051927373,0.004515024869021549
,2018-09-01 00:00:00,125.15474357989925,137.20400152476986,133.00405798071162,122.69315101398323,102.5127500578141,-6.709281502044798e-05,-0.00022272873234502132,-0.0031178551454657524,0.002672672529058692,0.002181119583146521,-0.013529986489599688,-0.03547546255280476,-0.0176337786765709,0.0072021866983686955,0.0033045704039496027,7438.147763262895,7667.310043638027,6636.479637461187,7696.1831232141785,9413.226238415158,112.54109702989656,.,.,.,.,-0.0021190791051565365,.,.,.,.,0.03247885215431401,.,.,.,.,28.84255992906043,.,.,.,.,0.0037417882313932555,.,.,.,.,94.20788585766958,-0.007977101206203652,.,7806.404901394764,102.66654835378252,0.0038628754180694003,.,36.993020068562004,0.004601977789360138
,2018-10-01 00:00:00,125.18738455239735,136.76283821546699,132.75673336258933,123.30455664587168,102.82495182806052,0.00026080491689273644,-0.0032153822366707222,-0.0018595268586329276,0.004983209142772697,0.003045492098010761,-0.009542229515231315,-0.03496512973537913,-0.014280586720407773,0.015743666279154134,0.007100045299200053,7440.087668772129,7642.656711120667,6624.138925328558,7734.5348133182315,9441.894144541038,112.2783928435039,.,.,.,.,-0.0023342955891293383,.,.,.,.,0.034355624634267556,.,.,.,.,28.775232868638827,.,.,.,.,0.0037334196752379814,.,.,.,.,93.46085292215058,-0.00792962211940118,.,7744.503060415663,102.78393742139399,0.0011434013268563081,.,37.035317936792815,0.00467877954584582
,2018-11-01 00:00:00,125.14174506303087,135.65681576789206,133.16432179556298,123.63803401116945,102.94070502150399,-0.000364569397544843,-0.008087156291919069,0.0030701902845141574,0.002704501555895548,0.0011257305876206888,-0.009977328607478575,-0.04053618146704829,-0.014342042882040995,0.01848207466489482,0.009835573814332088,7437.375240493045,7580.84935181235,6644.476292300374,7755.452874754979,9452.523173584625,112.91955995921553,.,.,.,.,0.005710512053777953,.,.,.,.,0.04208535440193528,.,.,.,.,28.939554182785454,.,.,.,.,0.0037548962768540043,.,.,.,.,93.21446833094889,-0.0026362330697635716,.,7724.086745338909,102.26069023231712,-0.00509074863450365,.,36.84678044257768,0.004683409903063079
,2018-12-01 00:00:00,125.05428512441506,134.76002485673848,133.54347118542245,123.82659284357435,102.74060120503026,-0.0006988869986730078,-0.006610732428571722,0.002847229533760016,0.0015250875987550842,-0.001943874548284118,-0.00855120609048221,-0.04365688651578237,-0.009499161861954541,0.021313055888879884,0.009286885638428721,7432.177355633211,7530.734385166207,6663.39464143618,7767.280619756998,9434.148654370427,113.7494219356476,.,.,.,.,0.007349142847632443,.,.,.,.,0.049698615198903395,.,.,.,.,29.152235100421542,.,.,.,.,0.0037844766846634958,.,.,.,.,93.60951144247016,0.004238002089103965,.,7756.821441102076,102.17492793762443,-0.0008386633661268128,.,36.815878397660775,0.0046624370136412515
,2019-01-01 00:00:00,125.91213808789877,135.7589717336801,135.21598026698442,124.20279384409841,102.70371295756065,0.006859844607725707,0.007412783412615198,0.012524079737598948,0.0030381276903848065,-0.00035904255023766485,-0.0009483075973188981,-0.033496946481858636,0.0030942912774496456,0.024202387938186742,0.008000809152769905,7483.160937389912,7586.5580881013775,6746.847527248616,7790.878610086871,9430.761393578241,116.18941915633107,.,.,.,.,0.02145063402664027,.,.,.,.,0.06916524704403271,.,.,.,.,29.777569026619265,.,.,.,.,0.0038650191724325968,.,.,.,.,94.94980308360473,0.014317900184302124,-0.050501969163952665,7867.88283624323,102.0166641710463,-0.0015489491382342235,0.020166641710463118,36.75885247454338,0.004588951351593735
,2019-02-01 00:00:00,126.62076051688071,136.84992925154484,136.4793123795407,124.36003245634795,102.79390975788598,0.005627911968957733,0.008035988369187619,0.009343068105277297,0.0012659828928398564,0.0008782233643549464,0.008281012831212076,-0.01901045586524297,0.016447057409762156,0.025598885851930486,0.011831306308892175,7525.275508395085,7647.5235806595265,6809.883783191622,7800.741729127433,9439.043708577738,117.30280870633901,.,.,.,.,0.009582538221573289,.,.,.,.,0.07284976331649973,.,.,.,.,30.062913719962378,.,.,.,.,0.003868245054906007,.,.,.,.,95.8118884747269,0.009079380505540247,-0.03340849067637497,7939.318338286491,101.31368710399312,-0.006890806249795989,0.0010509810503036565,36.505554344176474,0.004319707199966145
,2019-03-01 00:00:00,127.1646638278464,137.30581125878405,137.3641612991019,124.87631451261508,102.84621294826414,0.004295530280701287,0.003331254972015696,0.006483392274871047,0.004151511109072414,0.0005088160427144661,0.01739993151442598,-0.0031098633949238064,0.024052121790367975,0.031030000823005333,0.01662241078763138,7557.600557212017,7672.999431611206,6854.034931104336,7833.12659507491,9443.846445444546,118.33881236756291,.,.,.,.,0.008831874297379194,.,.,.,.,0.07336380153794786,.,.,.,.,30.32842559495004,.,.,.,.,0.0039475560788935025,.,.,.,.,95.76705034944837,-0.0004679808110698014,-0.028765026836135354,7935.602889651199,101.13315432182172,-0.0017819189818458758,-0.022635927563743663,36.44050440394778,0.004373124067649547
,2019-04-01 00:00:00,129.712312526099,140.34779636702294,142.01232671405361,126.19406692303902,102.83480526082867,0.020034250251324215,0.02215481690360188,0.03383826881038221,0.010552460773422423,-0.00011091985896649614,0.043477318369423035,0.029356026450915396,0.06528720109455866,0.04371093358893008,0.017683872999732397,7709.0114180747505,7842.993329119994,7085.963607538793,7915.78535620269,9442.798935328716,121.26304447440434,.,.,.,.,0.024710676474922755,.,.,.,.,0.08366038545416776,.,.,.,.,31.077861507820618,.,.,.,.,0.00396309696963931,.,.,.,.,95.34840938358417,-0.004371450977518898,-0.03150361749820729,7900.912790642032,102.12030036706979,0.009760854903297256,-0.015420812480668289,36.796194880037675,0.004443683887542732
,2019-05-01 00:00:00,129.61050940791858,140.9056338361439,141.10551298836165,126.58019563418068,102.39508544819492,-0.0007848377397474682,0.003974679215213106,-0.006385457844922615,0.0030598008334032922,-0.004275982353624919,0.04390924195897483,0.03860724428791862,0.05867298187113468,0.04588553342551149,0.013551732042066389,7702.961094977701,7874.166711690302,7040.716485632199,7940.006082832641,9402.421693712422,121.8098767434712,.,.,.,.,0.00450947171446181,.,.,.,.,0.07844625121109972,.,.,.,.,31.218006245236097,.,.,.,.,0.004026979810814707,.,.,.,.,94.16991908241486,-0.0123598317873167,-0.04274611644921278,7803.2588375834375,102.57063261210098,0.004409820999472958,0.0016558512874331743,36.95845951292036,0.004549689996106544
,2019-06-01 00:00:00,129.40870944950493,141.28378835339174,140.3654760919208,126.5427862744127,102.06904706661118,-0.0015569721879460374,0.0026837430623078973,-0.005244564019988851,-0.00029553880510735375,-0.0031841213878247565,0.0384322400778796,0.03546652091985503,0.05191990244303746,0.04184010850232922,0.0039022428769197592,7690.9677987879895,7895.298951974256,7003.790997276709,7937.659502922376,9372.483241700125,121.89156152724793,.,.,.,.,0.0006705924507974803,.,.,.,.,0.07470580481702771,.,.,.,.,31.2389408045531,.,.,.,.,0.0040740105140672925,.,.,.,.,93.28358127738974,-0.009412111783269395,-0.04510010048346502,7729.813693130317,101.8683027947616,-0.006847279766669989,0.007884374529224525,36.70539460089025,0.004563364357105213
,2019-07-01 00:00:00,128.9250218686324,140.99947794406404,139.09404548641663,126.3031302972287,102.41221594289621,-0.003737674094194232,-0.0020123356872095988,-0.009058000876736583,-0.0018938730862484432,0.0033621248179291907,0.03043368566748539,0.03045855032927758,0.03762938374932445,0.03482495448904843,0.004270746682055071,7662.221467687177,7879.41096013201,6940.350652282897,7922.626583221988,9403.99470021267,121.2724231044842,.,.,.,.,-0.005079419895899218,.,.,.,.,0.07105104247016447,.,.,.,.,31.080265107103635,.,.,.,.,0.0040725613629524725,.,.,.,.,93.01236589354289,-0.002907428940151502,-0.027991562476357257,7707.339809096931,100.80715386598771,-0.010416870603133899,-0.0015713438623015108,36.32303925489581,0.004534446285699677
,2019-08-01 00:00:00,128.9337762432071,141.20395450683844,138.7855023803241,126.32295499300695,102.76357353385772,6.79028356778133e-05,0.0014501937578486057,-0.0022182337497882454,0.0001569612386611574,0.003430817190377189,0.03012576291925706,0.028924103963270387,0.040214797864856155,0.03233614784390748,0.004633210195264192,7662.7417542524245,7890.837632721918,6924.955332230638,7923.870128503941,9436.258086888376,121.01440015761588,.,.,.,.,-0.0021276308352973228,.,.,.,.,0.0730121196414093,.,.,.,.,31.014137776692547,.,.,.,.,0.0040170935520731504,.,.,.,.,93.13526953737119,0.001321368859372507,-0.019271908871917875,7717.5240479092745,99.89911679249776,-0.009007665018467725,-0.02319678373264822,35.99585348483506,0.00448623968310616
,2019-09-01 00:00:00,127.32770356344155,137.7117045491124,135.83819331675087,126.71676919788912,103.18017373634655,-0.012456570547782708,-0.024731955772222536,-0.021236433294714585,0.0031175189410663773,0.00405396764789967,0.01736218637334397,0.0037003514380071767,0.021308638090202114,0.03279415477272507,0.006510640658416111,7567.2902710011385,7695.681785383651,6777.893980248844,7948.572943716102,9474.512371889854,119.53116559521845,.,.,.,.,-0.012256678217349215,.,.,.,.,0.062111253131511335,.,.,.,.,30.634007469775092,.,.,.,.,0.00401857498662478,.,.,.,.,93.32661953566542,0.002054538514192572,-0.009354485709780147,7733.379998299911,99.05830197019412,-0.008416639198623899,-0.03514529748438222,35.69288937340667,0.004544965236588503
,2019-10-01 00:00:00,124.9737096598847,133.139864801382,132.59178177882495,126.40103727014244,102.04179992904281,-0.018487680510031024,-0.03319862870552093,-0.02389910715578991,-0.002491634925237185,-0.011032873526774511,-0.0017068404558224781,-0.026490920058101275,-0.001242510112943629,0.02511245900801362,-0.007616360475687478,7427.388626144203,7440.195703154858,6615.908365724294,7928.768001763743,9369.981275162932,120.088712333419,.,.,.,.,0.0046644465936911406,.,.,.,.,0.06956208841358547,.,.,.,.,30.776898161568592,.,.,.,.,0.004076049229655486,.,.,.,.,93.41579593862296,0.0009555301949351058,-0.00048209471793658754,7740.769476397193,97.48158480066871,-0.015917062357881262,-0.05158736621449578,35.1247634275172,0.004449564175531014
,2019-11-01 00:00:00,123.77402663417392,131.3949791824699,131.3979091265189,125.60073940920317,100.82490989313393,-0.00959948319511128,-0.01310565863586477,-0.00900412255035199,-0.006331418461613447,-0.011925407399272392,-0.010929353975110856,-0.03141631005635659,-0.013264909438399863,0.015874608600266127,-0.02055353252076586,7356.0895338439705,7342.687038085283,6556.337916017414,7878.5676536595265,9258.240431133061,121.40397097520392,.,.,.,.,0.01095239191284847,.,.,.,.,0.07513677009592312,.,.,.,.,31.113978812095915,.,.,.,.,0.004158117517177152,.,.,.,.,93.5006565155937,0.0009084178550113897,0.003070212057947108,7747.801329601079,96.19376758556277,-0.01321087688243161,-0.05932800407440475,34.66073450235174,0.004418180919625118
,2019-12-01 00:00:00,123.64831437509545,130.02851541045766,132.00482749649845,125.79169610107525,100.55445921326255,-0.001015659444044914,-0.010399665044389717,0.004618934760941773,0.0015203468767006623,-0.0026823795841527387,-0.011242883423953187,-0.03511063055465313,-0.011521669125910461,0.015869799954710384,-0.02127826746317185,7348.6182520376815,7266.325552363413,6586.621213122187,7890.545809384643,9233.406316015413,122.63335224077107,.,.,.,.,0.010126367825466387,.,.,.,.,0.07810088309854835,.,.,.,.,31.429050406060966,.,.,.,.,0.004205622062196822,.,.,.,.,94.02864434838601,0.005646889043011694,0.004477460671006961,7791.552304036635,95.65655631646622,-0.005584678535630716,-0.06379619494459088,34.46716544234726,0.004358689072887005
,2020-01-01 00:00:00,124.05182086299588,129.6500642881912,133.0825780990409,126.12091375844965,101.06655095908704,0.0032633399811368147,-0.0029105240575253433,0.008164478701137012,0.002617165262720267,0.005092680621337831,-0.014774725083329221,-0.04499818588397109,-0.015777736948925147,0.015443452236339361,-0.015940631076795886,7372.599291785668,7245.176737033448,6640.397541729181,7911.196671780867,9280.429105429923,123.24751369227883,.,.,.,.,0.005008111091197698,.,.,.,.,0.060746448232529726,.,.,.,.,31.58645058198537,.,.,.,.,0.004185582201655126,.,.,.,.,96.42190125096018,0.025452423771068045,0.01550396229952411,7989.866195113418,97.08979972848908,0.014983221926588852,-0.048294702464457995,34.98359463135041,0.004257936680916018
,2020-02-01 00:00:00,124.75493557729527,129.85741915469774,134.61319976834204,126.41274814045728,101.75207575273065,0.005667911276174831,0.0015993425660447702,0.011501292589643608,0.0023139253697967987,0.0067829048002352454,-0.014735537300273105,-0.0510961908061649,-0.013673226943062944,0.016506233100492818,-0.010135172478692556,7414.386530446299,7256.764256587503,6716.770696768158,7929.502590465154,9343.377372557386,124.77479129838407,.,.,.,.,0.012391954696291174,.,.,.,.,0.06369824111160671,.,.,.,.,31.97786844661397,.,.,.,.,0.004212647667575795,.,.,.,.,96.39667620160009,-0.0002616112007004512,0.00610349859691417,7987.775956624678,98.58553487018433,0.015405687784690647,-0.02692777562234494,35.522540967827176,0.004252940938912402
,2020-03-01 00:00:00,125.24164247649006,130.09155762334674,135.29704392977507,126.82216675376442,102.4655853465857,0.0039013037595874156,0.0018030426769075625,0.005080067650199638,0.003238744662462656,0.007012236247533332,-0.01512229335941706,-0.05254150257224288,-0.01504844749734846,0.015582236301126429,-0.0037009394003638674,7443.312304492563,7269.848512238389,6750.8923462986195,7955.184224656006,9408.895342043616,126.44814755365444,.,.,.,.,0.013411012255422072,.,.,.,.,0.06852642023230526,.,.,.,.,32.406724032253784,.,.,.,.,0.004253244851415671,.,.,.,.,95.80135561345183,-0.00617573770804325,0.00035821573159333653,7938.445547445949,99.00074822696462,0.0042117066903073486,-0.02108513384316535,35.67215149127809,0.004310091901485001
,2020-04-01 00:00:00,125.41845818714194,130.2479809439454,135.1791074368516,127.15737879699836,103.0223287559356,0.0014117964852231601,0.001202409468042065,-0.0008716856591832745,0.002643166031729871,0.005433467319458929,-0.03310290484639311,-0.0719627645357932,-0.04811708557497907,0.007633574996412706,0.0018235411117013545,7453.820746642464,7278.589846920736,6745.007690253662,7976.211097374771,9460.01826739682,127.73039625627983,.,.,.,.,0.01014050998320326,.,.,.,.,0.053333246001757706,.,.,.,.,32.735344740825774,.,.,.,.,0.004290036790438121,.,.,.,.,95.51139559026862,-0.0030266797513092136,0.0017093752034054166,7914.4184150506235,97.90490208790203,-0.011069069261479658,-0.04127874931835862,35.27729397571514,0.004361922270733238
,2020-05-01 00:00:00,125.7837978060831,130.54831529853953,135.06922817163598,127.75030944571996,104.12537755611196,0.002912965318039751,0.0023058657218140155,-0.000812842067824282,0.004662966902362786,0.01070689056922336,-0.029524701502343542,-0.07350535429725014,-0.04277851863394977,0.009244051217308424,0.016898194872765115,7475.533467964319,7295.373297751894,6739.525064255225,8013.403905728089,9561.305647768691,128.45969521366519,.,.,.,.,0.00570967427300606,.,.,.,.,0.05459178391747632,.,.,.,.,32.92225289651045,.,.,.,.,0.004303068433296334,.,.,.,.,95.47600325093164,-0.0003705561950827496,0.013869441337989619,7911.485678276449,95.46231775700555,-0.024948539642105527,-0.06930165754146678,34.3971770084958,0.004337717371739409
,2020-06-01 00:00:00,126.58005361360551,130.89450159174524,136.64719577414786,128.1235816009279,104.95777746565065,0.006330352727542676,0.002651786753540497,0.011682658025606862,0.002921888462168898,0.007994207839391754,-0.021858311144066778,-0.07353488240037764,-0.02648999185054568,0.012492180495276894,0.028301727919084696,7522.856231643083,7314.7190720250055,6818.260630835924,8036.818178142934,9637.740712332905,128.596591451804,.,.,.,.,0.0010656746297825759,.,.,.,.,0.05500815512201962,.,.,.,.,32.95733730617754,.,.,.,.,0.004278621419205709,.,.,.,.,93.95043404495956,-0.01597856167022982,0.007148661730587369,7785.071516462968,95.38529053251803,-0.0008068861755859968,-0.06364111391258942,34.369422401888464,0.004410907331417509
,2020-07-01 00:00:00,129.01554898830827,134.430954967951,140.13213926623465,129.3321389230338,105.87502463284532,0.019240751644309384,0.027017585408100953,0.025503219969817303,0.009432746938578651,0.008739201508862537,0.000702168736245179,-0.0465854418178685,0.00746325104132084,0.02398205506606943,0.0338124574111347,7667.601640051974,7512.3451192897055,6992.148231515678,8112.627450208725,9721.966870508151,128.8490836031659,.,.,.,.,0.0019634435758473234,.,.,.,.,0.062476367707717806,.,.,.,.,33.02204717838839,.,.,.,.,0.004204642254436954,.,.,.,.,92.14626846167286,-0.01920337677655992,-0.009311637474756052,7635.571854899865,95.07910003925036,-0.003210038901787282,-0.056821898119970626,34.25909521894644,0.004472900978911721
,2020-08-01 00:00:00,130.7351350344873,137.27371068335188,142.35099717280218,130.33066826150986,106.12872105721537,0.013328517838844922,0.021146585740453805,0.01583404005809097,0.007720658969927685,0.002396187630178348,0.013971193924253944,-0.027833808459636455,0.025690686212363145,0.03172593032457782,0.03274650158257608,7769.799405292564,7671.205569466646,7102.862186705607,8175.2622801018615,9745.262527264267,129.35294770932265,.,.,.,.,0.003910498174038768,.,.,.,.,0.06890541572611353,.,.,.,.,33.1511798335825,.,.,.,.,0.004158290191097327,.,.,.,.,89.82389265151168,-0.025203145487406653,-0.03555448867338906,7443.1314265612755,95.91053996252305,0.008744718060325063,-0.03992604697656599,34.55868134763796,0.004619301674023557
