Unnamed: 0,Contagem,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2023-08-01 00:00:00,137.85863219861224,.,.,.,.,0.009901018146709184,.,.,.,.,0.057257938159385624,.,.,.,.,4700.579834564912,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,139.15663957396816,.,.,.,.,0.00941549582100798,.,.,.,.,0.07474862607822708,.,.,.,.,4744.838124353572,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,139.73256657946052,.,.,.,.,0.004138695841287676,.,.,.,.,0.0875616392882248,.,.,.,.,4764.475566166418,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,142.00553836239823,.,.,.,.,0.01626658579727125,.,.,.,.,0.10068574173458189,.,.,.,.,4841.9773167424655,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,144.21912951249476,.,.,.,.,0.015588062096898225,.,.,.,.,0.11019108506837827,.,.,.,.,4917.45435982762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,146.5552442496862,.,.,.,.,0.016198369419426095,.,.,.,.,0.10721866227574761,.,.,.,.,4997.109102151275,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,148.02817706186158,.,.,.,.,0.01005035895996964,.,.,.,.,0.1130562991779891,.,.,.,.,5047.331842390026,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,148.76443707170205,.,.,.,.,0.004973782859818421,.,.,.,.,0.11871038416801283,.,.,.,.,5072.4361749955215,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,149.51679141974603,.,.,.,.,0.005057353510377949,.,.,.,.,0.12708703615763106,.,.,.,.,5098.089277891304,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,150.89330819837917,.,.,.,.,0.009206436050174238,.,.,.,.,0.1310363606994953,.,.,.,.,5145.02451080629,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,152.39136985944828,.,.,.,.,0.009927952928830974,.,.,.,.,0.13133705823729014,.,.,.,.,5196.1040719672565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,154.81651419127527,.,.,.,.,0.015913921727088054,.,.,.,.,0.13412814862722278,.,.,.,.,5278.794465454347,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,155.61432084276606,.,.,.,.,0.0051532399864338,.,.,.,.,0.12879635000710943,.,.,.,.,5305.997360173892,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,157.12910358783964,.,.,.,.,0.00973421171566935,.,.,.,.,0.12915275957291472,.,.,.,.,5357.647061840607,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,157.94060209597944,.,.,.,.,0.005164533428946516,.,.,.,.,0.130306312710321,.,.,.,.,5385.316809191981,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,159.59570584457666,.,.,.,.,0.01047927972055862,.,.,.,.,0.12386958765853429,.,.,.,.,5441.75105041933,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,161.44731169950214,.,.,.,.,0.011601852600775286,.,.,.,.,0.11945837036490214,.,.,.,.,5504.885443996409,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,163.48559011662468,.,.,.,.,0.012625037826063945,.,.,.,.,0.11552193818526368,.,.,.,.,5574.384830955012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,165.65028877396665,.,.,.,.,0.013240914112355506,.,.,.,.,0.11904565780568066,.,.,.,.,5648.194781730905,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,167.09215372271686,.,.,.,.,0.008704270662139635,.,.,.,.,0.12319958325914371,.,.,.,.,5697.358197863576,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,169.0337587878874,.,.,.,.,0.011619965521496356,.,.,.,.,0.13053361554121645,.,.,.,.,5763.561303686365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,167.97807388177384,.,.,.,.,-0.006245408690451537,.,.,.,.,0.11322414418095561,.,.,.,.,5727.5655078323725,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,167.48777584787763,.,.,.,.,-0.002918821620977119,.,.,.,.,0.09906339185974167,.,.,.,.,5710.847765792549,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,165.76681146156068,.,.,.,.,-0.01027516412827656,.,.,.,.,0.07073080883836691,.,.,.,.,5652.167867687429,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,166.83532263980894,.,.,.,.,0.006445869162996054,.,.,.,.,0.07210777090612797,.,.,.,.,5688.601002249832,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,168.83930940204738,.,.,.,.,0.012011765437496491,.,.,.,.,0.07452601425719574,.,.,.,.,5756.931143156365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,171.43155560823064,.,.,.,.,0.015353333387608803,.,.,.,.,0.08541789339294037,.,.,.,.,5845.3192262867515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,173.27541350994838,.,.,.,.,0.010755650528724514,.,.,.,.,0.08571476026237068,.,.,.,.,5908.189437113527,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,172.68964584367086,.,.,.,.,-0.0033805584670781874,.,.,.,.,0.06963469398049682,.,.,.,.,5888.2164572867905,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,172.2791793851397,.,.,.,.,-0.002376902544016568,.,.,.,.,0.053788161159904035,.,.,.,.,5874.220740609745,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
