Unnamed: 0,Natal,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,100,.,.,.,.,0.012929033431305,.,.,.,.,.,.,.,.,.,4496.067995919697,.,.,.,.,100,.,.,.,.,0.00861074440572929,.,.,.,0.0250068225029461,.,.,.,.,.,23.91140639075217,.,.,.,.,0.00515270757716669,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,101.2738055366315,.,.,.,.,0.012738055366315,.,.,.,.,.,.,.,.,.,4553.339158982439,.,.,.,.,101.87251410032086,.,.,.,.,0.0187251410032085,.,.,.,0.00654781725587039,.,.,.,.,.,24.359150847004024,.,.,.,.,0.00518476030168881,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,102.69186543175896,.,.,.,.,0.0140022376725493,.,.,.,.,.,.,.,.,.,4617.096096090237,.,.,.,.,103.65337282650525,.,.,.,.,0.0174812484202624,.,.,.,-0.0399455591910998,.,.,.,.,.,24.784979214267146,.,.,.,.,0.00522251287786508,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,103.56332027045009,.,.,.,.,0.00848611362766838,.,.,.,.,.,.,.,.,.,4656.277298191522,.,.,.,.,107.57931116507487,.,.,.,.,0.0378756448682172,.,.,.,-0.0189475646078079,.,.,.,.,.,25.723726285052873,.,.,.,.,0.005382178839673,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,104.04727901437258,.,.,.,.,0.00467307095464542,.,.,.,.,.,.,.,.,.,4678.036412390476,.,.,.,.,112.67475300701784,.,.,.,.,0.0473645144847998,.,.,.,0.13374750070786,.,.,.,.,.,26.942118091284286,.,.,.,.,0.00560668052551221,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,103.97604296313877,.,.,.,.,-0.000684650784803065,.,.,.,.,.,.,.,.,.,4674.833591089396,.,.,.,.,116.26866330824747,.,.,.,.,0.0318963228701801,.,.,.,0.0762194856893574,.,.,.,.,.,27.801472588730405,.,.,.,.,0.00575760114938884,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,103.93903720807788,.,.,.,.,-0.000355906553147101,.,.,.,.,.,.,.,.,.,4673.169787179455,.,.,.,.,119.94803021279823,.,.,.,.,0.0316453875004665,.,.,.,0.000947528555947486,.,.,.,.,.,28.681260961884377,.,.,.,.,0.00593624861520014,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,104.30335167545694,.,.,.,.,0.00350507833404046,.,.,.,.,.,.,.,.,.,4689.54961335179,.,.,.,.,121.37581656904668,.,.,.,.,0.0119033747675175,.,.,.,-0.0914068005993558,.,.,.,.,.,29.022664759918655,.,.,.,.,0.00597349430387893,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,104.9759270770065,.,.,.,.,0.00644826259890774,.,.,.,.,.,.,.,.,.,4719.789060729288,.,.,.,.,123.6339965235011,.,.,.,.,0.0186048590097008,.,.,.,-0.0684156402406823,.,.,.,.,.,29.562627345862754,.,.,.,.,0.00604497967006189,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,105.91515143757715,.,.,.,.,0.00894704516285594,.,.,.,.,.,.,.,.,.,4762.0172266147865,.,.,.,.,123.9044126279554,.,.,.,.,0.00218723095635664,.,.,.,-0.0183970999322201,.,.,.,.,.,29.627287639544864,.,.,.,.,0.00600724147292983,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,106.32289122203932,.,.,.,.,0.00384968325048818,.,.,.,.,.,.,.,.,.,4780.349484570622,.,.,.,.,124.36235771060934,.,.,.,.,0.00369595459064898,.,.,.,-0.00154034370730161,.,.,.,.,.,29.736788749304715,.,.,.,.,0.00600701994249633,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,106.89580876120462,.,.,.,.,0.00538846839641383,.,.,.,.,0.08277868246344622,.,.,.,.,4806.108246692044,.,.,.,.,125.54947821614327,.,.,.,.,0.00954565776483873,.,.,.,0.0466690696723857,0.2663055268333516,.,.,.,.,30.020645957730885,.,.,.,.,0.00603004822662078,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,107.37343264439794,.,.,.,.,0.00446812544596842,.,.,.,.,0.07373432644397937,.,.,.,.,4827.582541245168,.,.,.,.,126.19740500074897,.,.,.,.,0.00516072861322647,.,.,.,0.018611579547285,0.26197405000748963,.,.,.,.,30.175574364312485,.,.,.,.,0.00601013102361471,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,108.87057197214067,.,.,.,.,0.0139432938937605,.,.,.,.,0.07501215536688166,.,.,.,.,4894.894943414136,.,.,.,.,127.81312248420336,.,.,.,.,0.0128030959388175,.,.,.,0.0215634306562422,0.2546379522776576,.,.,.,.,30.5619151379077,.,.,.,.,0.00599936815477508,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,109.81574597946671,.,.,.,.,0.0086816298491379,.,.,.,.,0.06937142019726705,.,.,.,.,4937.390609463274,.,.,.,.,127.94170168088563,.,.,.,.,0.00100599370536592,.,.,.,0.00349860552127335,0.23432260998428034,.,.,.,.,30.592660232160362,.,.,.,.,0.00593860252839291,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,110.9570799478219,.,.,.,.,0.0103931722921464,.,.,.,.,0.0713936136661455,.,.,.,.,4988.705760741052,.,.,.,.,129.7621226274563,.,.,.,.,0.0142285191040463,.,.,.,0.0515815909771629,0.20619960494395673,.,.,.,.,31.027948482717253,.,.,.,.,0.00597933630113061,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,110.40604526120757,.,.,.,.,-0.00496619672105159,.,.,.,.,0.06111420026617531,.,.,.,.,4963.930866549768,.,.,.,.,130.8533674265464,.,.,.,.,0.00840957882773719,.,.,.,0.0577557534108437,0.16133706916931367,.,.,.,.,31.288880461345634,.,.,.,.,0.00605708464250927,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,110.44509033847085,.,.,.,.,0.000353649813023438,.,.,.,.,0.062216710609245496,.,.,.,.,4965.686359772585,.,.,.,.,133.11463723678983,.,.,.,.,0.0172809447300832,.,.,.,0.0279369641536846,0.1448883426472436,.,.,.,.,31.82958187526433,.,.,.,.,0.00616397317977113,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,109.93764052593272,.,.,.,.,-0.0045945891391187,.,.,.,.,0.05771270813146079,.,.,.,.,4942.871071155704,.,.,.,.,134.34915055686477,.,.,.,.,0.00927406140828024,.,.,.,0.00528364033477158,0.1200613325497526,.,.,.,.,32.12477137217542,.,.,.,.,0.00624246714184262,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,110.69037582074249,.,.,.,.,0.00684692968858291,.,.,.,.,0.061235080586470314,.,.,.,.,4976.714561839637,.,.,.,.,134.7529133574178,.,.,.,.,0.00300532455083991,.,.,.,-0.00227900135114079,0.11021220838305412,.,.,.,.,32.22131673627034,.,.,.,.,0.00621929385169341,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,111.61840584610015,.,.,.,.,0.00838401729578142,.,.,.,.,0.06327620964205405,.,.,.,.,5018.439422802268,.,.,.,.,136.4419051897043,.,.,.,.,0.0125339912155118,.,.,.,0.012425288495759,0.10359536233036515,.,.,.,.,32.625178437194975,.,.,.,.,0.0062575124312098,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,113.2754220457093,.,.,.,.,0.0148453670077842,.,.,.,.,0.06949214072049026,.,.,.,.,5092.939997840101,.,.,.,.,137.5308972985596,.,.,.,.,0.0079813610586954,.,.,.,0.0124067113985704,0.10997578198865376,.,.,.,.,32.88557176590659,.,.,.,.,0.00621728803301993,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,114.16643945445259,.,.,.,.,0.00786593766460419,.,.,.,.,0.07377102091809373,.,.,.,.,5133.00074639268,.,.,.,.,137.95890246789082,.,.,.,.,0.00311206556299903,.,.,.,-0.0185603225677811,0.1093300658461347,.,.,.,.,32.987913821318806,.,.,.,.,0.00620141560954352,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,114.67287228989058,.,.,.,.,0.00443591687590494,.,.,.,.,0.07275368060556242,.,.,.,.,5155.770311027637,.,.,.,.,136.69372788099022,.,.,.,.,-0.00917066288777602,.,.,.,-0.00425684593245879,0.0887638070917447,.,.,.,.,32.68539278429248,.,.,.,.,0.00612182020461939,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,115.65142093723674,.,.,.,.,0.00853339266563768,.,.,.,.,0.07709531202428854,.,.,.,.,5199.766523585473,.,.,.,.,135.61206316616085,.,.,.,.,-0.00791305300979939,.,.,.,-0.0248276689270046,0.0746026288365913,.,.,.,.,32.42675153854426,.,.,.,.,0.0060495805245814,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,116.80226941958158,.,.,.,.,0.00995101031200818,.,.,.,.,0.07285437472920209,.,.,.,.,5251.509453881707,.,.,.,.,137.1526796385525,.,.,.,.,0.011360467766824,.,.,.,0.00908186747839945,0.07307197393212461,.,.,.,.,32.795134604180696,.,.,.,.,0.0060466127913182,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,118.0652374884343,.,.,.,.,0.010812872687566,.,.,.,.,0.0751212081235606,.,.,.,.,5308.293357024079,.,.,.,.,140.58188820724277,.,.,.,.,0.0250028550497698,.,.,.,-0.0131111182042365,0.09879645463747622,.,.,.,.,33.61510660102672,.,.,.,.,0.00612371127957583,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,119.06509716525109,.,.,.,.,0.00846870508277031,.,.,.,.,0.07307345526073705,.,.,.,.,5353.247727957545,.,.,.,.,142.81254114181985,.,.,.,.,0.0158672853453832,.,.,.,0.0439384664253992,0.10057186373122895,.,.,.,.,34.14848708938068,.,.,.,.,0.00616582565385803,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,120.28663896254355,.,.,.,.,0.01025944484467245,.,.,.,.,0.08949323090017103,.,.,.,.,5408.1690777623935,.,.,.,.,144.4312068060211,.,.,.,.,0.011334198322217492,.,.,.,0.015568415429352278,0.10376377502930145,.,.,.,.,34.53553281445541,.,.,.,.,0.00617549885515174,.,.,.,.,.,.,.,.,.,.,.,.,.
