Unnamed: 0,Salvador,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2017-06-01 00:00:00,149.7987322531307,140.5466435499826,162.3515515438328,147.2322132016748,142.89207079208384,-0.0034600311970957756,-0.0037077266138008567,-0.006624730074025972,-0.0012847121376782988,-0.0009593781734999066,0.01857812072631937,0.015498207341154258,0.030844148041074382,0.007949733121785485,0.019049716363184865,5017.962891282625,5841.2016631001925,4626.7340695710745,4847.686258154404,5746.5937523468765,96.87250322069912,.,.,.,.,-0.0016647263083984954,.,.,.,.,-0.022332024837867115,.,.,.,.,23.50657547844484,.,.,.,.,0.003808829242661543,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,149.11757904148695,139.59104236510612,161.38606770930753,146.90064575569437,142.42896572057646,-0.00454712267185779,-0.006799174713387244,-0.0059468716211476405,-0.002252003408562822,-0.003240943104402476,0.011024623703137504,0.0004013767554182923,0.022602581902353203,0.0031950456550851047,0.017577964977544935,4995.145598453132,5801.486312456646,4599.219476034146,4836.769252177397,5727.969368951406,97.20733240210741,.,.,.,.,0.0034563903096990044,.,.,.,.,-0.009155275974440324,.,.,.,.,23.58782337814274,.,.,.,.,0.003838718066814868,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,148.90490878795163,139.71730575610047,160.99815293618374,146.44353434754836,142.5217614641491,-0.0014261916998811737,0.0009045235915934522,-0.002403644742261826,-0.0031117045523830667,0.000651522975703495,0.008756323439009783,-0.003641971596426874,0.01877782161460595,0.0006958897251641005,0.02147572762868455,4988.021563260921,5806.733893692569,4588.164586322069,4821.718655276571,5731.701272599405,97.55526681267237,.,.,.,.,0.003579302116075855,.,.,.,.,0.007937837753722476,.,.,.,.,23.672251324273752,.,.,.,.,0.003857101073705089,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,149.01113071151227,140.302720708836,161.72028256118898,145.65730560595574,142.55049574510784,0.0007133540755995082,0.004189996003483448,0.0044853286316364335,-0.005368818398815058,0.00020161328812906695,0.005681106690108573,-0.005301965794973662,0.021661793579370148,-0.006246446832754993,0.011348640914572883,4991.57978877225,5831.064085500432,4608.7440123077595,4795.831723446212,5732.856859739546,97.85338290142231,.,.,.,.,0.0030558687243650564,.,.,.,.,0.019270524084226137,.,.,.,.,23.744590616730907,.,.,.,.,0.0038665183775423257,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,148.97848815958838,139.91643218435132,162.32686943684058,145.2456339507804,142.53892071958188,-0.00021906116521656113,-0.0027532504183317165,0.0037508398207386933,-0.0028263028308997845,-8.119947577504529e-05,0.002581330602091203,-0.00869162094951148,0.02107316665504455,-0.011030450395766556,0.006652448704419722,4990.4863274874515,5815.009705867709,4626.030672872714,4782.2772506697165,5732.391354767843,97.9331501220149,.,.,.,.,0.0008151708017384637,.,.,.,.,0.0216361731992476,.,.,.,.,23.763946513700905,.,.,.,.,0.003869626356651868,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,148.87324845313552,138.7930850114989,162.67134718832875,145.42658015485986,142.4379988979429,-0.0007064087423154079,-0.008028700813156294,0.002122124037032574,0.0012457944459851964,-0.0007080299270507422,-0.0038643662196802264,-0.022762733645837807,0.018282249573899456,-0.01323059235414037,-0.005809167161372919,4986.961004317309,5768.322732713698,4635.847683759666,4788.234985107762,5728.3326501351,98.02821309950473,.,.,.,.,0.000970692532318096,.,.,.,.,0.021101261882400246,.,.,.,.,23.787013999120163,.,.,.,.,0.0038776817990855595,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,148.6486181303676,137.04974452054566,162.73147435550055,145.93431760895288,142.33952179227904,-0.001508869626356185,-0.012560715764829457,0.00036962358897896,0.003491366251976389,-0.0006913682193358624,-0.00812351824159141,-0.040549223308946836,0.0155518939260193,-0.01139456253885096,-0.006873911448031067,4979.4363303300715,5695.868470428277,4637.5612024184975,4804.9524671413,5724.372262991013,98.39909878868431,.,.,.,.,0.003783458633517221,.,.,.,.,0.02475655774057617,.,.,.,.,23.87701118260073,.,.,.,.,0.0038916814113044737,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,148.87672888428276,138.1822763670672,162.3794818993957,146.49080926437384,141.84857190992736,0.0015345635686643214,0.008263655291614002,-0.0021630262830157057,0.0038133022070390423,-0.0034491466331335444,-0.007243623524573639,-0.025671715675476214,0.004016249563200347,-0.0082243708048223,-0.004305251440962499,4987.07759191508,5742.937164054269,4627.530035648572,4823.275202988967,5704.628063673314,99.47424799104829,.,.,.,.,0.010926413103364894,.,.,.,.,0.0313971170299332,.,.,.,.,24.137901270455487,.,.,.,.,0.00393059031047599,.,.,.,.,100,.,.,5275.8852531983475,100,.,.,34.03602844156799,0.0055670845120576185
,2018-02-01 00:00:00,149.06950703683313,139.043490673676,162.2306425378765,146.92775448686592,141.34696879883552,0.0012948843919067122,0.006232451290070425,-0.0009166143393131398,0.002982748369582208,-0.003536187247696489,-0.009321834961217412,-0.01625585162021581,-0.009976278887148582,-0.006935507543655572,-0.003905436485189151,4993.535280850078,5778.729740191172,4623.288375262295,4837.661819236729,5684.455430661701,101.05457200103922,.,.,.,.,0.0158867650865091,.,.,.,.,0.04149846227262799,.,.,.,.,24.521374437620562,.,.,.,.,0.003989465521549055,.,.,.,.,100.04807636887345,0.00048076368873450903,.,5278.421707254015,100.82816411270557,0.00828164112705565,.,34.31790261451132,0.0055989006018169075
,2018-03-01 00:00:00,149.34275409841334,140.6062693138226,161.92906703087226,147.10104744254932,141.16935281937018,0.0018330178117024081,0.011239495157772792,-0.001858930608216083,0.0011794433004752992,-0.0012565956028255407,-0.008617426976745057,-0.0034332463064764562,-0.014705047400788263,-0.0072255247124719535,-0.005677955104078425,5002.688519963241,5843.679745124128,4614.69400299091,4843.367567059392,5677.312368963073,102.13434442400548,.,.,.,.,0.010685042760412053,.,.,.,.,0.05288044190779728,.,.,.,.,24.783386372030616,.,.,.,.,0.004036257075094463,.,.,.,.,99.91686023348525,-0.00131153081748836,.,5271.498894517252,100.94590000387566,0.001167688534311706,.,34.35797523591591,0.005628710485156684
,2018-04-01 00:00:00,149.3377467191737,140.1466492866901,161.8085666396058,147.25593580727158,141.68006449026277,-3.352944218731771e-05,-0.0032688444788096373,-0.000744155409994965,0.0010529385576451963,0.0036177233988320366,-0.008325400541113304,-0.0055780290346801875,-0.014719705825972151,-0.003838083770185574,-0.007172797782997176,5002.520782607729,5824.577664853348,4611.259953483113,4848.467335519597,5697.851314762748,101.85080970288502,.,.,.,.,-0.002776095766017576,.,.,.,.,0.04896701614995291,.,.,.,.,24.714585318055644,.,.,.,.,0.004035049642185327,.,.,.,.,100.34075368577527,0.004242461695648458,.,5293.863026655894,100.1446838388179,-0.007937084765473501,.,34.08527307409841,0.005560670109350733
,2018-05-01 00:00:00,148.6746477236354,139.09431320502776,160.3436269094735,147.18895762178406,141.9143937377453,-0.004440263832192713,-0.007508820846009867,-0.009053536290171492,-0.0004548420076946387,0.001653932388622357,-0.0109380328137062,-0.014002853302957585,-0.018910554611459962,-0.0015781262485091707,-0.007794880569802043,4980.308270506924,5780.8419546642945,4569.511744150839,4846.2620489024675,5707.275175597789,101.72715062426764,.,.,.,.,-0.0012141197402171988,.,.,.,.,0.048365628882032885,.,.,.,.,24.68457885214971,.,.,.,.,0.004053854187065527,.,.,.,.,101.07537288629567,0.007321244594403975,.,5332.620692723313,99.58050617663481,-0.005633625675938281,.,33.8932494045368,0.005488774444438274
,2018-06-01 00:00:00,147.86087441089546,137.0199545243913,159.20306678111962,147.1844181946306,141.87734037669827,-0.005473517679037089,-0.014913324871727912,-0.007113223957431303,-3.0840813243047526e-05,-0.0002610965672411628,-0.012936410162408096,-0.025092659180701915,-0.01939300692092949,-0.0003246233008717958,-0.007101376652747016,4953.04846514125,5694.630380562271,4537.007783738582,4846.11258623969,5705.785025641138,101.08667479595536,.,.,.,.,-0.006296016593228891,.,.,.,.,0.043502247130492,.,.,.,.,24.52916433409971,.,.,.,.,0.004041513545489138,.,.,.,.,101.43542805484205,0.003562244276372084,.,5351.616790264031,99.63839838207544,0.0005813608271676429,.,33.912953612046024,0.00545202544208342
,2018-07-01 00:00:00,147.3777475617683,136.10142521845518,158.14080725002194,147.44048864532465,141.68061087527275,-0.0032674421211967603,-0.006703617068947416,-0.0066723559575528795,0.0017397932052522372,-0.0013866167839287884,-0.011667514258896339,-0.0249988615854283,-0.020108677938240782,0.0036748843876974746,-0.005254232111548629,4936.864665957918,5656.455759141786,4506.7352528232905,4854.543819989119,5697.873288359095,100.86410972982766,.,.,.,.,-0.002201725069866619,.,.,.,.,0.03761832813798072,.,.,.,.,24.475157858042447,.,.,.,.,0.004025185071840395,.,.,.,.,100.6343473862117,-0.007897444551594246,.,5309.352693401539,100.92764071711622,0.01293921174944046,.,34.35176049988124,0.005537952383693895
,2018-08-01 00:00:00,147.76148456126552,135.86539240463472,159.37741286089746,147.61165592513694,141.69516669982752,0.0026037648549106698,-0.0017342420436935238,0.007819649035434988,0.0011609245288384863,0.00010273688449569931,-0.007678888735054401,-0.027569336029066416,-0.010066824033246546,0.00797660055660998,-0.005799779316715159,4949.719100668589,5646.646095745989,4541.976340795991,4860.179578986065,5698.458670108992,100.62058771105441,.,.,.,.,-0.002414357489750743,.,.,.,.,0.031421377835685105,.,.,.,.,24.41606607735505,.,.,.,.,0.004000681216724028,.,.,.,.,99.04433993895876,-0.015799848546250828,.,5225.465724967165,101.41397800736743,0.004818672930385182,.,34.517290398313094,0.005679873979913981
,2018-09-01 00:00:00,148.48810012936647,136.9812183608503,160.1998960475611,148.06995984571333,142.22310479004776,0.004917489630389512,0.00821273126634349,0.005160600689267651,0.003104794927636324,0.0037258722546172824,-0.0035100101559418784,-0.02367382707337984,-0.009401334758691204,0.01656390820714826,-0.0022966665485715243,4974.059293019466,5693.0204826865,4565.415667030939,4875.269439890303,5719.690399162033,100.86808456028118,.,.,.,.,0.002459703872307675,.,.,.,.,0.030808353982977543,.,.,.,.,24.476122369632044,.,.,.,.,0.003998299043497181,.,.,.,.,97.38129864629968,-0.016790876628427376,.,5137.725574653166,101.08109782947825,-0.0032823895130610348,.,34.40399120629039,0.005786487664130813
,2018-10-01 00:00:00,149.03142365437876,137.44835615945917,161.30627961148798,148.49609049817002,142.0431218360389,0.0036590374887882013,0.0034102324698139343,0.006906268925408024,0.0028779007767726645,-0.0012654972922616326,0.00035532307680341546,-0.017639643795664184,-0.0062872513274809805,0.022379031017835116,-0.003478340379175271,4992.25956244408,5712.435005987873,4596.945655383726,4889.29998159834,5712.452146449318,101.1840765550209,.,.,.,.,0.003132725243244393,.,.,.,.,0.033195362642329806,.,.,.,.,24.55279933603613,.,.,.,.,0.0040165196237647955,.,.,.,.,97.09494736783252,-0.002940516120114922,.,5122.6180097801725,101.45490878012387,0.003698129112885473,.,34.53122160776983,0.0058301671586287835
,2018-11-01 00:00:00,149.13727137568947,138.4295696602728,160.96593555202506,148.7734936008653,141.50876791362037,0.0007102376043604874,0.007138779453100761,-0.002109924426269428,0.0018680835418942335,-0.0037619133930000426,0.0017734745852413525,-0.002619117164201601,-0.010483786270788609,0.023014454733387923,-0.0065237576455163815,4995.805252916055,5753.214819635793,4587.246447459199,4898.433602425348,5690.96239621272,101.36912417205954,.,.,.,.,0.0018288215234937232,.,.,.,.,0.03408111774070166,.,.,.,.,24.597702023923894,.,.,.,.,0.004030070725660134,.,.,.,.,97.06737118646214,-0.00028401252709797653,.,5121.163122093857,103.31316180519714,0.018316048453609346,.,35.163697135900065,0.005894177311094659
,2018-12-01 00:00:00,149.27000145041256,138.55259667289906,161.25716311523172,149.12488010996947,140.96285091860975,0.0008899859404611175,0.0008887336204844372,0.001809249654020888,0.002361889208886085,-0.003857831589233093,0.004180215920339014,0.010965742093215658,-0.009059779284295577,0.02186300352988968,-0.009671740190881906,5000.251449352432,5758.327895071872,4595.545921507173,4910.003159891361,5669.007621707472,102.09092250635605,.,.,.,.,0.007120494925766172,.,.,.,.,0.037518877338501566,.,.,.,.,24.772849836370753,.,.,.,.,0.004056064705884034,.,.,.,.,97.39775321110558,0.003403636264227128,.,5138.593698611238,105.12028515894721,0.017491705046811967,.,35.77877015455666,0.005975267189429479
,2019-01-01 00:00:00,149.16859475288737,138.36408579997428,161.18010711237346,148.90116711458168,141.25661172129827,-0.0006793508175779728,-0.0013605726449850142,-0.0004778454573406421,-0.0015001721726300987,0.002083959006037306,0.001960453260841488,0.0013157217965067414,-0.007386245928320712,0.016453986856321157,-0.004173183985278217,4996.854524442219,5750.493271656984,4593.349960764581,4902.637309783366,5680.821601196023,101.11255995902198,.,.,.,.,-0.009583247200779854,.,.,.,.,0.016469709508345476,.,.,.,.,24.535445492521013,.,.,.,.,0.004049166672902624,.,.,.,.,97.6276616987191,0.002360511203119753,-0.023723383012809074,5150.7234066050905,106.4818092183506,0.012952058276332723,0.06481809218350598,36.242178870653994,0.006078847812480416
,2019-02-01 00:00:00,149.19714920423115,137.55888706916292,161.53337268834292,148.91937418971395,141.88867015467173,0.00019142401516281105,-0.005819420018973731,0.0021917442685601696,0.00012227624191996078,0.004474540523600634,0.0008562594049934535,-0.010677260742808281,-0.004298015705453295,0.013555095222162805,0.003832422870045038,4997.811042398472,5717.02873599293,4603.417409214578,4903.2367858491025,5706.24066765792,100.30466006018247,.,.,.,.,-0.007990104287409316,.,.,.,.,-0.007420861085325581,.,.,.,.,24.339404724297726,.,.,.,.,0.00401465352432208,.,.,.,.,97.63984960998849,0.00012484075780694326,-0.024070695272599973,5151.366426818425,106.2095650954633,-0.0025567195456741576,0.0533720020602817,36.14951778355758,0.006059130337085369
,2019-03-01 00:00:00,149.26328586424566,136.84843631003062,162.05746615346786,148.902948874089,142.30491770941123,0.0004432836710839272,-0.005164702726731862,0.0032444903266899416,-0.00011029670057594032,0.0029336208048589274,-0.0005321197847690806,-0.02672592781339478,0.0007929343690413759,0.01224941265114654,0.008043990195903516,5000.02649042473,5687.501982091342,4618.35315246849,4902.695975009481,5722.980613998093,100.33706445715418,.,.,.,.,0.0003230597357317677,.,.,.,.,-0.017597214502009018,.,.,.,.,24.347267805955827,.,.,.,.,0.004025288383348903,.,.,.,.,97.61531097418522,-0.0002513178369414337,-0.02303464354185847,5150.071796550744,106.8701048881384,0.006219211914495482,0.058686929177265146,36.37433929526035,0.006011646619805879
,2019-04-01 00:00:00,148.66275164737257,135.9085254281988,161.86657884259012,147.83258068086826,142.3952609066241,-0.004023321698942595,-0.006868261758595784,-0.001177898898511498,-0.007188361287094658,0.000634856466431799,-0.0045199227029348865,-0.030240636362426354,0.00035852368134214885,0.003915936362330452,0.005047967891138816,4979.909775350517,5648.438729725806,4612.913199377261,4867.453625060328,5726.613885248154,101.4456855638992,.,.,.,.,0.011048968920337687,.,.,.,.,-0.0039776231545691765,.,.,.,.,24.61628001123897,.,.,.,.,0.00408604084072369,.,.,.,.,97.01425037730021,-0.006157441807914332,-0.03315206619727262,5118.360529156902,107.7983637953095,0.008685861290607999,0.07642622317136816,36.69028176091649,0.006100469389612557
,2019-05-01 00:00:00,147.727856740615,135.30076176794967,160.9734718060625,146.49934571853203,141.77479254209578,-0.006288696370797209,-0.0044718582468191714,-0.005517550583410635,-0.009018546224355939,-0.004357366674830443,-0.006368207340772258,-0.027273231735120085,0.0039280943603987595,-0.004685214939996074,-0.0009837000460116707,4948.5926348193725,5623.179712410629,4587.461217462814,4823.556269547812,5701.660928744953,103.09344944196462,.,.,.,.,0.016242818695601624,.,.,.,.,0.013431014329138735,.,.,.,.,25.016117784421684,.,.,.,.,0.004185175542059692,.,.,.,.,95.77082598861213,-0.012816925182148498,-0.052481101441504086,5052.758885199436,107.79526619244592,-2.8735156587855748e-05,0.08249365594948732,36.68922745992484,0.0062154792499401765
,2019-06-01 00:00:00,147.1163019374546,135.14983728677103,160.50494424138142,145.37258632053485,141.28815157919502,-0.004139739224905847,-0.0011154739944294612,-0.002910588679142956,-0.007691224779679207,-0.003432492858392089,-0.0050356287720288995,-0.013648502833850773,0.008177464709594462,-0.012309943513856614,-0.004152804076668626,4928.10675178093,5616.907201675432,4574.109004777259,4786.457214041288,5682.090018326063,103.70841579519535,.,.,.,.,0.0059651350940286285,.,.,.,.,0.025935574639605052,.,.,.,.,25.16534230653389,.,.,.,.,0.0042069909214687675,.,.,.,.,94.61566648941874,-0.01206170550654695,-0.06723254090016884,4991.813995530572,107.63886667463238,-0.0014508941193607239,0.08029503105698454,36.635995275559345,0.006282071609504918
,2019-07-01 00:00:00,147.42791491537676,135.8510838409595,161.30731929487663,145.03103667015432,141.31120015381418,0.002118140367983301,0.005188659995945866,0.0049990675196180945,-0.002349477704327474,0.00016313168770021313,0.00034039978516720026,-0.0018393736663218085,0.02002337094339235,-0.01634186102683355,-0.0026073484521024204,4938.545173629608,5646.051423373705,4596.975284534234,4775.211539534181,5683.0169472604175,103.90243861384506,.,.,.,.,0.001870849314995482,.,.,.,.,0.030122993125659914,.,.,.,.,25.212422869949698,.,.,.,.,0.004228094265258288,.,.,.,.,94.13011976601668,-0.005131779349209276,-0.06463228300406498,4966.197107553215,107.24219630214937,-0.003685196479093933,0.06256517580483045,36.500984434761754,0.006238163854852049
,2019-08-01 00:00:00,148.33298150126006,137.06388642838797,162.5365785735664,145.56732237574184,141.79878836901094,0.00613904487764616,0.008927441380212287,0.0076206044714104415,0.003697730623047235,0.0034504569677846764,0.0038676989588419808,0.008821186930251468,0.01982191614207096,-0.013849404619049266,0.0007312999560735722,4968.863124080804,5696.456216485538,4632.007014942518,4792.868985475445,5702.625952684131,103.54722170931474,.,.,.,.,-0.003418754258987966,.,.,.,.,0.029085836853433467,.,.,.,.,25.126227791883654,.,.,.,.,0.004218192466297413,.,.,.,.,94.11390530332126,-0.000172255838362112,-0.049780074648143824,4965.341651106982,107.76395527172657,0.00486523950057105,0.06261441853605065,36.67857046604348,0.0061855012503066985
,2019-09-01 00:00:00,148.98363946847934,137.52464507574462,163.60299792596706,146.36932475041988,141.29549693413455,0.004386468610244609,0.003361634193828067,0.006561103732831253,0.0055094945870330925,-0.0035493352282154333,0.0033372326717167056,0.003967162224114196,0.02124284698284451,-0.011485348527584427,-0.006522202263004706,4990.658886203187,5715.605618486521,4662.398093458758,4819.27527120728,5682.385421496934,104.18678511555137,.,.,.,.,0.006176538546172283,.,.,.,.,0.032901393634444,.,.,.,.,25.28142090636013,.,.,.,.,0.004238146250738054,.,.,.,.,94.06426036777631,-0.0005274984114722603,-0.03406237465133055,4962.722441273606,109.67802194576842,0.017761659445549638,0.08504976994603886,37.33004274361094,0.00609660214802572
,2019-10-01 00:00:00,149.61724832956048,137.52440221658634,164.36777455782791,147.49098051033897,141.3381104533795,0.004252875438817583,-1.7659319037077736e-06,0.00467458812831123,0.007663188730505421,0.00030159148854425055,0.003930880218525834,0.0005532700372126165,0.018979390967999832,-0.006768595620660012,-0.004963361643608444,5011.883536803836,5715.59552511621,4684.192884235901,4856.206287154799,5684.099180574685,103.77707529299104,.,.,.,.,-0.003932454793627915,.,.,.,.,0.025626549416203348,.,.,.,.,25.182002861527188,.,.,.,.,0.004206483127497196,.,.,.,.,95.4640941564043,0.014881675390364668,-0.016796478659697134,5036.576065697117,106.90719477603159,-0.025263285392828294,0.05374097775519249,36.386963220052614,0.006007959269654355
,2019-11-01 00:00:00,150.73929686425907,139.57154119413727,164.36384555948726,148.73518489276267,143.6694332526322,0.007499459769685579,0.014885641708348718,-2.3903702238592395e-05,0.008435799790052156,0.016494650959846258,0.010741952523282805,0.00824947687598132,0.021109497458634552,-0.0002574968643634934,0.015268773595221496,5049.469955758445,5800.675832252931,4684.080914683968,4897.172271132429,5777.856412579413,102.25223681875143,.,.,.,.,-0.014693403817120365,.,.,.,.,0.008711850417025602,.,.,.,.,24.81199352455889,.,.,.,.,0.004112430041834288,.,.,.,.,95.78105546328466,0.00332021489001999,-0.013251782833456183,5053.298580545163,101.85492552708969,-0.04725845869893319,-0.014114719292562472,34.66737142153816,0.00579229760122371
,2019-12-01 00:00:00,150.88896234837625,141.37233348328522,163.25731189089325,148.50667400303342,145.4945375135005,0.000992876358259398,0.012902288487615987,-0.006732220609875661,-0.0015363606795123497,0.012703497324020097,0.01084585571268648,0.020351381916306588,0.012403472422693351,-0.004145559791767561,0.032148091254959654,5054.483455099259,5875.517825263801,4652.546648611807,4889.648448214262,5851.255396055188,100.0867897426216,.,.,.,.,-0.021177503236121997,.,.,.,.,-0.019630861535311017,.,.,.,.,24.286537451397905,.,.,.,.,0.004016368969257421,.,.,.,.,95.33877844946376,-0.004617583421707372,-0.021139858916242926,5029.9645527947005,98.44837354214795,-0.033445137457154384,-0.06346930667768824,33.50791641906658,0.005617779841599741
,2020-01-01 00:00:00,151.13177773237769,142.44128535882692,163.30330801484735,148.5380230997878,145.45935311326474,0.001609232247490766,0.007561252256390594,0.00028174005452719086,0.00021109554142828557,-0.00024182626260105256,0.01316083310124716,0.029467180990498054,0.013172847074692795,-0.002438825845565318,0.029752528683461232,5062.617292869613,5919.9440976775395,4653.857457358276,4890.680631200832,5849.840408831235,100.62190459949828,.,.,.,.,0.005346508347932266,.,.,.,.,-0.004852565890157923,.,.,.,.,24.416385626624177,.,.,.,.,0.004349432952616813,.,.,.,.,96.86861648516502,0.016046335610563567,-0.0077748990434340914,5110.677052118082,99.55189939154918,0.011209183145405532,-0.06508069197613853,33.88351279102884,0.0063625602994456555
,2020-02-01 00:00:00,151.25697097498062,143.193532729799,163.76449060174656,147.81160799025827,145.87130246987215,0.000828371401973671,0.005281104906327272,0.0028240860060060324,-0.004890432054838523,0.002832058219636391,0.013806039738264886,0.040961698518271916,0.01381211743599442,-0.007438697654238435,0.028068712680575425,5066.811020254164,5951.207943496967,4667.000351077549,4866.76308987203,5866.407497444627,101.47923624811303,.,.,.,.,0.008520328173345026,.,.,.,.,0.011710085924480529,.,.,.,.,24.62442124496996,.,.,.,.,0.004382794893774252,.,.,.,.,97.97861565338184,0.01145881100084467,0.0034695469600425355,5169.239334544658,99.61514048812363,0.0006352575587302844,-0.062088801525667425,33.90503754864568,0.006294474964995325
,2020-03-01 00:00:00,151.5304748524248,144.14681262377522,164.12895196362777,147.4069586675814,146.5537807125244,0.0018082067601989937,0.006657283159394067,0.002225521299165756,-0.0027376017904056082,0.004678632678920547,0.015189193880142282,0.05333182103162737,0.012782415147712056,-0.010046746675061446,0.029857457293144485,5075.972862193637,5990.826819917262,4677.386859762085,4853.4398305237155,5893.854263270036,103.21223193556143,.,.,.,.,0.01707734263205629,.,.,.,.,0.02865508866501676,.,.,.,.,25.044940923686397,.,.,.,.,0.004451895841366093,.,.,.,.,98.2832557406115,0.0031092507808783143,0.006842622942654142,5185.311795982138,99.48915649680934,-0.001264707259327702,-0.06906466873083672,33.86215760153013,0.006267028533452017
,2020-04-01 00:00:00,151.78961809761898,145.42856470816022,164.29527652109965,147.08243031662863,146.89949253234457,0.0017101724616555014,0.008891990471758815,0.0010133773199791918,-0.0022015809422172294,0.0023589416672797903,0.021033287865297456,0.0700474032071734,0.015004318345860357,-0.005074323676044101,0.03163189278240197,5084.6536511986715,6044.097194917923,4682.126817522536,4842.7545898886365,5907.757521672539,104.39028362586522,.,.,.,.,0.01141387671026517,.,.,.,.,0.02902635085561389,.,.,.,.,25.330800791605228,.,.,.,.,0.00449832564640152,.,.,.,.,98.03700543310956,-0.0025055163837046646,0.010542317771169873,5172.319912322688,99.19585858919642,-0.002948038941533615,-0.0798018161244799,33.76233064227647,0.0062678676658375785
,2020-05-01 00:00:00,152.26030984354554,146.6703902811838,164.49702987244132,147.46689079791392,147.05615349105855,0.003100948219158406,0.008539076044074445,0.001227992402543343,0.0026139116715548916,0.0010664499653019188,0.030681099712214444,0.08403225794643987,0.02188906051938755,0.006604432768190227,0.03725176284348741,5100.420898883393,6095.7082004831045,4687.876433682198,4855.413122633622,5914.057849476539,104.34682072981036,.,.,.,.,-0.0004163500140552667,.,.,.,.,0.012157622958879788,.,.,.,.,25.32025431233961,.,.,.,.,0.0044868352033946846,.,.,.,.,97.53920542364335,-0.005077674570607482,0.018464698584112593,5146.05655503284,99.31805563452309,0.0012318764821899197,-0.07864177024980434,33.80392166337861,0.006307616930698744
,2020-06-01 00:00:00,152.3821507847485,146.44460971135965,164.75148853870292,147.7316136956753,147.03075759981417,0.0008002147199630549,-0.0015393738940171486,0.0015468891229155624,0.001795134462583503,-0.00017269519596074812,0.035793782048250566,0.08357222362482397,0.02645740489423898,0.0162274568737395,0.04064463974107757,5104.502330764688,6086.324626413734,4695.128058747033,4864.129242060142,5913.036520097299,104.53053748996011,.,.,.,.,0.0017606359145858619,.,.,.,.,0.007927241858445733,.,.,.,.,25.364834061448363,.,.,.,.,0.004491618582713792,.,.,.,.,97.42179927443041,-0.0012036816242556592,0.02965822563143372,5139.862341320167,98.95671774350906,-0.003638189337331621,-0.08065998090975324,33.68093659602291,0.006292242482689277
,2020-07-01 00:00:00,152.74055004124168,146.25130842549268,165.4499085083257,148.05150675095877,147.50634105182343,0.0023519766235577944,-0.0013199617674419795,0.004239233137239395,0.00216536628336339,0.003234584788739836,0.03603547624555614,0.07655606632265588,0.02568134683260248,0.02082637034219048,0.043840409615557574,5116.508000921543,6078.290910602627,4715.031801197256,4874.661863518821,5932.162738080469,105.27480248523378,.,.,.,.,0.007120072403197453,.,.,.,.,0.013208196936446592,.,.,.,.,25.545433516460964,.,.,.,.,0.0045097220280367915,.,.,.,.,97.71959770291491,0.0030567945850150657,0.03813314957869762,5155.573844692837,98.68874169751447,-0.002708012675694871,-0.07975829383926436,33.589728192791604,0.0062560794604694225
,2020-08-01 00:00:00,152.93665799975025,146.0288580166492,165.7854718134225,148.31085076091261,147.86474498656932,0.0012839285864534311,-0.001521014828778866,0.0020281867069145143,0.0017517147622827522,0.0024297527292063137,0.03103609495269999,0.06540724783070528,0.01998868973598822,0.018847144677767158,0.04277862094119311,5123.077231806744,6069.045739993969,4724.594766019123,4883.2008806662825,5946.576426683416,104.99299806979101,.,.,.,.,-0.0026768458243584536,.,.,.,.,0.013962483363725298,.,.,.,.,25.477052329421,.,.,.,.,0.004485153083089541,.,.,.,.,98.6718212878312,0.00974444847604894,0.04842978271723131,5205.812068386912,98.4312198253158,-0.0026094351571326335,-0.08660349764332897,33.5020779751268,0.006179538432914163
