Unnamed: 0,Belém,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,100,.,.,.,.,0.0152693971791924,.,.,.,.,.,.,.,.,.,6184.736055560356,.,.,.,.,100,.,.,.,.,0.0231201012989364,.,.,.,.,.,.,.,.,.,27.548421210921838,.,.,.,.,0.00444215297975787,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,100.66682055495093,.,.,.,.,0.00666820554950931,.,.,.,.,.,.,.,.,.,6225.977146848295,.,.,.,.,102.42385958788336,.,.,.,.,0.0242385958788336,.,.,.,.,.,.,.,.,.,28.21615625975326,.,.,.,.,0.00452889548497977,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,100.08293625696896,.,.,.,.,-0.00580016627885094,.,.,.,.,.,.,.,.,.,6189.865444148249,.,.,.,.,106.30256157917454,.,.,.,.,0.0378691254840198,.,.,.,.,.,.,.,.,.,29.284677421830565,.,.,.,.,0.00473488879102607,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,99.09568911643449,.,.,.,.,-0.00986429033216674,.,.,.,.,.,.,.,.,.,6128.806814290124,.,.,.,.,108.52553153442396,.,.,.,.,0.0209117251948228,.,.,.,.,.,.,.,.,.,29.897070548494916,.,.,.,.,0.00488311728638353,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,98.3164650863958,.,.,.,.,-0.0078633494250504,.,.,.,.,.,.,.,.,.,6080.6138647507305,.,.,.,.,111.42235271451709,.,.,.,.,0.0266925316018771,.,.,.,.,.,.,.,.,.,30.69509904891417,.,.,.,.,0.00507736845807277,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,98.91802052079483,.,.,.,.,0.00611856247954412,.,.,.,.,.,.,.,.,.,6117.818480596191,.,.,.,.,118.38459745962867,.,.,.,.,0.0624851708431433,.,.,.,.,.,.,.,.,.,32.61308755703278,.,.,.,.,0.00539033530187576,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,99.15647967535068,.,.,.,.,0.00241067454949451,.,.,.,.,.,.,.,.,.,6132.566549905791,.,.,.,.,124.3371036430823,.,.,.,.,0.0502810864857952,.,.,.,.,.,.,.,.,.,34.25290903305675,.,.,.,.,0.00567849205246525,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,99.5107665410763,.,.,.,.,0.00357300770343594,.,.,.,.,.,.,.,.,.,6154.478257430437,.,.,.,.,127.07374793028038,.,.,.,.,0.0220098764328127,.,.,.,.,.,.,.,.,.,35.006811328338706,.,.,.,.,0.00579656156354852,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,99.57016376870699,.,.,.,.,0.00059689247400363,.,.,.,.,.,.,.,.,.,6158.151819183717,.,.,.,.,124.75649433642799,.,.,.,.,-0.018235502073361,.,.,.,.,.,.,.,.,.,34.36844454777903,.,.,.,.,0.00567551510839137,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,100.4687683526751,.,.,.,.,0.00902483786263009,.,.,.,.,.,.,.,.,.,6213.7281408853105,.,.,.,.,123.94256667385778,.,.,.,.,-0.00652413060257451,.,.,.,.,.,.,.,.,.,34.144220326941976,.,.,.,.,0.00558346490782043,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,101.70184434018365,.,.,.,.,0.0122732268716592,.,.,.,.,.,.,.,.,.,6289.990636077209,.,.,.,.,125.81177058122061,.,.,.,.,0.0150812102534672,.,.,.,.,.,.,.,.,.,34.6591564926333,.,.,.,.,0.0055943843633343,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,102.57173452644828,.,.,.,.,0.00855333737463915,.,.,.,.,0.04137943080291295,.,.,.,.,6343.791048070899,.,.,.,.,131.3940506865885,.,.,.,.,0.0443700941460332,.,.,.,.,0.34431894448540024,.,.,.,.,36.19698652923354,.,.,.,.,0.00575744020799853,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,103.87260450053611,.,.,.,.,0.0126825385189562,.,.,.,.,0.03872604500536103,.,.,.,.,6424.246422394268,.,.,.,.,136.89050271998883,.,.,.,.,0.0418318181430519,.,.,.,.,0.3689050271998884,.,.,.,.,37.711172287050935,.,.,.,.,0.00590075275957059,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,104.85796249985007,.,.,.,.,0.00948621635177038,.,.,.,.,0.0416337967345588,.,.,.,.,6485.188213854187,.,.,.,.,137.45405258761483,.,.,.,.,0.00411679303113344,.,.,.,.,0.34201203841253713,.,.,.,.,37.86642137831814,.,.,.,.,0.00587035530817209,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,106.50318492650844,.,.,.,.,0.0156900094893673,.,.,.,.,0.06414928368063766,.,.,.,.,6586.940878469891,.,.,.,.,139.44264437368014,.,.,.,.,0.0144673201599332,.,.,.,.,0.3117524385319985,.,.,.,.,38.4142470197092,.,.,.,.,0.00582586760025767,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,107.07110307679491,.,.,.,.,0.00533240532363766,.,.,.,.,0.08048194660606844,.,.,.,.,6622.06511707673,.,.,.,.,141.38274368669326,.,.,.,.,0.0139132424067778,.,.,.,.,0.3027602047896636,.,.,.,.,38.948713750368256,.,.,.,.,0.00586688583510205,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,108.7263325650299,.,.,.,.,0.0154591616287711,.,.,.,.,0.10588122212781359,.,.,.,.,6724.436692037866,.,.,.,.,145.46929693102663,.,.,.,.,0.0289041868743845,.,.,.,.,0.30556655273420374,.,.,.,.,40.07449465112581,.,.,.,.,0.00589249757664977,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,109.6300323316705,.,.,.,.,0.00831169179830549,.,.,.,.,0.10829181330639104,.,.,.,.,6780.328137339302,.,.,.,.,149.64102815594663,.,.,.,.,0.0286777437777677,.,.,.,.,0.26402447080987024,.,.,.,.,41.223740740754316,.,.,.,.,0.00596466534028919,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,110.5720521024868,.,.,.,.,0.00859271634588543,.,.,.,.,0.11512684258771544,.,.,.,.,6838.589573755484,.,.,.,.,154.9242687748021,.,.,.,.,0.0353060967567638,.,.,.,.,0.24600191121969694,.,.,.,.,42.67919012002314,.,.,.,.,0.00608318312353168,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,111.1388382932579,.,.,.,.,0.00512594439547676,.,.,.,.,0.1168523985530927,.,.,.,.,6873.643803654042,.,.,.,.,161.2911027393262,.,.,.,.,0.0410964274020806,.,.,.,.,0.2692716266448625,.,.,.,.,44.433152358370265,.,.,.,.,0.00628136916774089,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,112.48218373797808,.,.,.,.,0.012087092733285,.,.,.,.,0.12967760100570502,.,.,.,.,6956.726173724378,.,.,.,.,164.90326686887198,.,.,.,.,0.0223953092774352,.,.,.,.,0.32180106331123004,.,.,.,.,45.42824654760737,.,.,.,.,0.00635681997558345,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,112.86607587641943,.,.,.,.,0.00341291505626895,.,.,.,.,0.12339464021521707,.,.,.,.,6980.468889225022,.,.,.,.,165.20036347235825,.,.,.,.,0.00180164170866615,.,.,.,.,0.3328783476548953,.,.,.,.,45.51009197133911,.,.,.,.,0.00636504175211263,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,112.42251273179915,.,.,.,.,-0.00392999527250293,.,.,.,.,0.1054127234483162,.,.,.,.,6953.035679490515,.,.,.,.,165.99538065505,.,.,.,.,0.00481244209141707,.,.,.,.,0.3193946789572282,.,.,.,.,45.72910665352624,.,.,.,.,0.00644599864417957,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,111.9428154791181,.,.,.,.,-0.00426691452650096,.,.,.,.,0.09136124094941045,.,.,.,.,6923.367670546418,.,.,.,.,168.54433984838695,.,.,.,.,0.015355603169668,.,.,.,.,0.282739507364852,.,.,.,.,46.431304668601214,.,.,.,.,0.00658822710325622,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,113.13950129818701,.,.,.,.,0.0106901529494954,.,.,.,.,0.08921406026362866,.,.,.,.,6997.379529870151,.,.,.,.,172.85551721016373,.,.,.,.,0.0255788913804811,.,.,.,.,0.2627283396258815,.,.,.,.,47.61896596737339,.,.,.,.,0.00666384738219198,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,114.44594132384476,.,.,.,.,0.0115471609001929,.,.,.,.,0.09143777540030307,.,.,.,.,7078.179397181278,.,.,.,.,175.2491939558484,.,.,.,.,0.0138478469436087,.,.,.,.,0.2749656387478463,.,.,.,.,48.27838611970249,.,.,.,.,0.0066800857021871,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,115.19484010400804,.,.,.,.,0.00654369016061596,.,.,.,.,0.08160934514303197,.,.,.,.,7124.496810057687,.,.,.,.,175.68396483008172,.,.,.,.,0.00248087231912097,.,.,.,.,0.25990127065635416,.,.,.,.,48.39815863143869,.,.,.,.,0.00664874616369749,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,115.87945140470863,.,.,.,.,0.00594307262445493,.,.,.,.,0.08226634521170562,.,.,.,.,7166.838212012558,.,.,.,.,174.3120096968005,.,.,.,.,-0.00780922228507397,.,.,.,.,0.2329086644624685,.,.,.,.,48.020206652497514,.,.,.,.,0.00655887051465068,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,116.80423049240066,.,.,.,.,0.007980526974210811,.,.,.,.,0.07429569026012461,.,.,.,.,7224.03335768333,.,.,.,.,173.91951563226607,.,.,.,.,-0.0022516754021545404,.,.,.,.,0.195575419015938,.,.,.,.,47.912080734371706,.,.,.,.,0.006488955252776901,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,117.59491820615044,.,.,.,.,0.0067693414049863065,.,.,.,.,0.07265240833262987,.,.,.,.,7272.935305802498,.,.,.,.,173.87527909528796,.,.,.,.,-0.0002543506219948588,.,.,.,.,0.1619492410469534,.,.,.,.,47.89989426683585,.,.,.,.,0.006434659542709602,.,.,.,.,.,.,.,.,.,.,.,.,.
