Unnamed: 0,Guarulhos,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2022-06-01 00:00:00,145.28513600356953,.,.,.,.,0.007386164507647175,.,.,.,.,0.07139873042504608,.,.,.,.,5518.629589149539,.,.,.,.,137.55795398718323,.,.,.,.,0.01727519275659306,.,.,.,.,0.15982184726302107,.,.,.,.,28.545019688547303,.,.,.,.,0.0050741360370638285,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,145.97780464150782,.,.,.,.,0.004767649719660705,.,.,.,.,0.07068186979629676,.,.,.,.,5544.94048196316,.,.,.,.,139.46820951056995,.,.,.,.,0.013886914336954437,.,.,.,.,0.16875742606360689,.,.,.,.,28.941421931708835,.,.,.,.,0.005119997159368121,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,147.08018344952558,.,.,.,.,0.007551687811205188,.,.,.,.,0.073483349302635,.,.,.,.,5586.814141414659,.,.,.,.,141.12515934744292,.,.,.,.,0.011880484037815053,.,.,.,.,0.16628403558984584,.,.,.,.,29.28526003300017,.,.,.,.,0.005143878116556315,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,147.52323799409302,.,.,.,.,0.003012333369297737,.,.,.,.,0.07029308528327372,.,.,.,.,5603.643488080907,.,.,.,.,142.47429423250443,.,.,.,.,0.00955984667298071,.,.,.,.,0.1472763577284375,.,.,.,.,29.56522262869402,.,.,.,.,0.005161966475596695,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,148.33456077939613,.,.,.,.,0.005499627016969377,.,.,.,.,0.0703239364065058,.,.,.,.,5634.461437201421,.,.,.,.,144.27069317544803,.,.,.,.,0.012608582850826666,.,.,.,.,0.1410028311246454,.,.,.,.,29.937998187711045,.,.,.,.,0.005197049672160291,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,149.2853859428134,.,.,.,.,0.006410004239209899,.,.,.,.,0.06841147485263832,.,.,.,.,5670.578358899547,.,.,.,.,144.95703149312016,.,.,.,.,0.00475729548784698,.,.,.,.,0.124879044165356,.,.,.,.,30.080422091404618,.,.,.,.,0.005188891784862945,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,150.15871885799416,.,.,.,.,0.00585008981063484,.,.,.,.,0.06870179964565959,.,.,.,.,5703.7517515773525,.,.,.,.,144.73041506064448,.,.,.,.,-0.0015633352183155313,.,.,.,.,0.11162699176077773,.,.,.,.,30.033396308167326,.,.,.,.,0.005149737826641891,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,151.05892288911076,.,.,.,.,0.005995016726054514,.,.,.,.,0.07056351839908537,.,.,.,.,5737.945838729322,.,.,.,.,143.38027951269478,.,.,.,.,-0.00932862347823693,.,.,.,.,0.08406960322361101,.,.,.,.,29.753226062235765,.,.,.,.,0.005095121462364406,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,151.89543057165787,.,.,.,.,0.005537625097202348,.,.,.,.,0.07213344455000947,.,.,.,.,5769.720431612258,.,.,.,.,143.4316865629211,.,.,.,.,0.00035853640682681487,.,.,.,.,0.07953562938575565,.,.,.,.,29.763893676999626,.,.,.,.,0.005066377994678758,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,152.64370611553542,.,.,.,.,0.004926254470338121,.,.,.,.,0.07092775627451409,.,.,.,.,5798.143542681089,.,.,.,.,144.94769047714277,.,.,.,.,0.010569518845869652,.,.,.,.,0.08968478618545772,.,.,.,.,30.078483712145136,.,.,.,.,0.005092532402604073,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,153.24790491250224,.,.,.,.,0.003958229345594422,.,.,.,.,0.06689817811464227,.,.,.,.,5821.093924601698,.,.,.,.,147.9366927100252,.,.,.,.,0.02062124772766749,.,.,.,.,0.10933494135419464,.,.,.,.,30.69873957604589,.,.,.,.,0.005178660644942982,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,153.46563900580978,.,.,.,.,0.0014207965416026536,.,.,.,.,0.06410859165922878,.,.,.,.,5829.364514718117,.,.,.,.,150.55560213250172,.,.,.,.,0.017702906388544992,.,.,.,.,0.11339602502517421,.,.,.,.,31.242196489006954,.,.,.,.,0.0052649201034098815,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,154.0352088494527,.,.,.,.,0.003711383520980549,.,.,.,.,0.0602268964780277,.,.,.,.,5850.999522115831,.,.,.,.,153.41983454176383,.,.,.,.,0.01902441602100824,.,.,.,.,0.1153105298153716,.,.,.,.,31.836561032423905,.,.,.,.,0.005349317170484598,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,155.09217559090072,.,.,.,.,0.006861851581485334,.,.,.,.,0.062436690096662195,.,.,.,.,5891.148212439931,.,.,.,.,156.7465628968461,.,.,.,.,0.02168382181494688,.,.,.,.,0.12388739661110115,.,.,.,.,32.52689934905167,.,.,.,.,0.005430990299934943,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,156.8028434139331,.,.,.,.,0.011030007261905617,.,.,.,.,0.06610448624946197,.,.,.,.,5956.127620004106,.,.,.,.,159.2119082597938,.,.,.,.,0.015728225980751853,.,.,.,.,0.12816105218929974,.,.,.,.,33.03848977246672,.,.,.,.,0.005463800705447554,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,158.46329728133458,.,.,.,.,0.010589437227347842,.,.,.,.,0.07415821016401236,.,.,.,.,6019.199659554211,.,.,.,.,161.6972975512029,.,.,.,.,0.015610574099479857,.,.,.,.,0.13492260777462328,.,.,.,.,33.55423956519471,.,.,.,.,0.005496448944560808,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,159.98908005938137,.,.,.,.,0.009628619397827665,.,.,.,.,0.0785691427456201,.,.,.,.,6077.156242155593,.,.,.,.,163.11341939271912,.,.,.,.,0.008757857199609642,.,.,.,.,0.1306067490391578,.,.,.,.,33.848102803748176,.,.,.,.,0.005496196289097911,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,160.7746962905793,.,.,.,.,0.004910436580461308,.,.,.,.,0.07696205676935519,.,.,.,.,6106.997732472252,.,.,.,.,164.37781767697444,.,.,.,.,0.00775165090010832,.,.,.,.,0.13397615820227404,.,.,.,.,34.11048148031381,.,.,.,.,0.005504083992627827,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,161.5012324068565,.,.,.,.,0.00451897054101158,.,.,.,.,0.0755368295302854,.,.,.,.,6134.595075319318,.,.,.,.,163.63834016593748,.,.,.,.,-0.004498645385900835,.,.,.,.,0.13064237463404127,.,.,.,.,33.95703052019154,.,.,.,.,0.005451794031400962,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,161.92262002193257,.,.,.,.,0.0026091913281163226,.,.,.,.,0.0719169508496802,.,.,.,.,6150.601407591347,.,.,.,.,162.43735366423854,.,.,.,.,-0.007339273305272287,.,.,.,.,0.13291279816382606,.,.,.,.,33.70781059256838,.,.,.,.,0.005355504156776206,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,162.45799685848303,.,.,.,.,0.0033063745910111297,.,.,.,.,0.06953840709409742,.,.,.,.,6170.9375998048445,.,.,.,.,162.09873287723346,.,.,.,.,-0.002084623883401915,.,.,.,.,0.1301459026358407,.,.,.,.,33.63754248554992,.,.,.,.,0.005332559657230995,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,163.105291728824,.,.,.,.,0.003984382935023012,.,.,.,.,0.0685359775356229,.,.,.,.,6195.524978270599,.,.,.,.,162.73566173504446,.,.,.,.,0.003929264877680305,.,.,.,.,0.12271993571851159,.,.,.,.,33.76971329980987,.,.,.,.,0.005332611108812964,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,163.85391307331017,.,.,.,.,0.004589804147683951,.,.,.,.,0.06920817721366879,.,.,.,.,6223.961224512945,.,.,.,.,165.99866147583637,.,.,.,.,0.02005092003807074,.,.,.,.,0.12209255482826653,.,.,.,.,34.446827120892934,.,.,.,.,0.005413737337451475,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,165.9930448975554,.,.,.,.,0.013055115890263425,.,.,.,.,0.08163003766120802,.,.,.,.,6305.215759595468,.,.,.,.,168.90417959347786,.,.,.,.,0.01750326232639199,.,.,.,.,0.12187243251717628,.,.,.,.,35.049758972301795,.,.,.,.,0.005428768984648453,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,168.2744594963871,.,.,.,.,0.013744037289271427,.,.,.,.,0.09244153173350922,.,.,.,.,6391.87488011225,.,.,.,.,171.6405401832449,.,.,.,.,0.016200668310002442,.,.,.,.,0.1187636898182225,.,.,.,.,35.61758849175759,.,.,.,.,0.005435260385031008,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,170.67169787279522,.,.,.,.,0.014246002534089808,.,.,.,.,0.10045330928228036,.,.,.,.,6482.9335458519145,.,.,.,.,173.31993119428586,.,.,.,.,0.009784349369024614,.,.,.,.,0.10573353565874744,.,.,.,.,35.96608342124309,.,.,.,.,0.0054061335244254705,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,172.2398729760642,.,.,.,.,0.009188255128496747,.,.,.,.,0.0984486583663533,.,.,.,.,6542.500393252292,.,.,.,.,175.10984331348587,.,.,.,.,0.010327214572878995,.,.,.,.,0.09985393195432746,.,.,.,.,36.33751288208033,.,.,.,.,0.005414797944593248,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,173.84020348412133,.,.,.,.,0.00929128941171209,.,.,.,.,0.09703765140950416,.,.,.,.,6603.28865788224,.,.,.,.,176.1536385603578,.,.,.,.,0.005960802814512833,.,.,.,.,0.0894037267665353,.,.,.,.,36.55411363114023,.,.,.,.,0.005400106560318878,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,175.69533692053488,.,.,.,.,0.010671486797833918,.,.,.,.,0.09817080550325064,.,.,.,.,6673.755565617116,.,.,.,.,177.16620704069135,.,.,.,.,0.005748212121015062,.,.,.,.,0.08615347345602586,.,.,.,.,36.76423443018772,.,.,.,.,0.005376613992550718,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,177.83198412331313,.,.,.,.,0.012161092264757256,.,.,.,.,0.10609435580525073,.,.,.,.,6754.9157228030235,.,.,.,.,178.00736427950756,.,.,.,.,0.0047478424518228035,.,.,.,.,0.08291597245388105,.,.,.,.,36.93878522312413,.,.,.,.,0.005335592850722677,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,179.0458723011696,.,.,.,.,0.006826039667952699,.,.,.,.,0.10863471214952924,.,.,.,.,6801.025045480555,.,.,.,.,179.59785689170772,.,.,.,.,0.008934982092666521,.,.,.,.,0.09752920195588932,.,.,.,.,37.2688326076176,.,.,.,.,0.005347520885571194,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,180.04066281117454,.,.,.,.,0.005556065030818624,.,.,.,.,0.11189321656719642,.,.,.,.,6838.81198290947,.,.,.,.,180.89933281338415,.,.,.,.,0.007246611647828249,.,.,.,.,0.1136559955741887,.,.,.,.,37.53890536409292,.,.,.,.,0.005407202586295749,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,180.97853071837187,.,.,.,.,0.005209200480343457,.,.,.,.,0.11400198339280321,.,.,.,.,6874.436725575821,.,.,.,.,182.5072339358198,.,.,.,.,0.008888375083695665,.,.,.,.,0.1259016692872168,.,.,.,.,37.872565235200334,.,.,.,.,0.005424245795768455,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,182.1572236515649,.,.,.,.,0.006512888178030529,.,.,.,.,0.1168075647380975,.,.,.,.,6919.209163256442,.,.,.,.,186.0825678565831,.,.,.,.,0.019590094286457527,.,.,.,.,0.14346521145162727,.,.,.,.,38.61449235902793,.,.,.,.,0.0054909946230610905,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,183.14658287169928,.,.,.,.,0.005431347713263701,.,.,.,.,0.1177431129750155,.,.,.,.,6956.7897941228875,.,.,.,.,189.08618347111835,.,.,.,.,0.016141305707099818,.,.,.,.,0.13908257928117518,.,.,.,.,39.237780684919464,.,.,.,.,0.005542886474873431,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,183.5574925959025,.,.,.,.,0.0022436111979826645,.,.,.,.,0.10581435932564043,.,.,.,.,6972.398125606994,.,.,.,.,192.7787476325942,.,.,.,.,0.019528471587348273,.,.,.,.,0.14134977652168312,.,.,.,.,40.00403457017551,.,.,.,.,0.0056340350341590835,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,183.9200507759765,.,.,.,.,0.001975175052495226,.,.,.,.,0.09297662477368007,.,.,.,.,6986.169832440758,.,.,.,.,194.20976207631114,.,.,.,.,0.0074230923340379285,.,.,.,.,0.13149120754905086,.,.,.,.,40.300988212523976,.,.,.,.,0.005662251819548811,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,183.70731971260545,.,.,.,.,-0.0011566496555079908,.,.,.,.,0.07637834510514985,.,.,.,.,6978.089281510745,.,.,.,.,194.07055005485975,.,.,.,.,-0.0007168126872875158,.,.,.,.,0.11972436590292168,.,.,.,.,40.272099952863016,.,.,.,.,0.005667431076467915,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,183.81007277445326,.,.,.,.,0.0005593302542792333,.,.,.,.,0.06717492064103503,.,.,.,.,6981.992337962955,.,.,.,.,192.08002275351097,.,.,.,.,-0.01025672004735445,.,.,.,.,0.09691162483450277,.,.,.,.,39.85904029792742,.,.,.,.,0.005607184973417965,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,184.66390111260066,.,.,.,.,0.004645166204765516,.,.,.,.,0.062262338696974506,.,.,.,.,7014.424852813193,.,.,.,.,191.65654397577273,.,.,.,.,-0.0022046997478840646,.,.,.,.,0.08800786371553149,.,.,.,.,39.77116308183168,.,.,.,.,0.005565009126567681,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,185.86912388818172,.,.,.,.,0.006526574865577839,.,.,.,.,0.057905845117837806,.,.,.,.,7060.205021754049,.,.,.,.,191.83446193046586,.,.,.,.,0.0009283166178537527,.,.,.,.,0.0827937513298207,.,.,.,.,39.80808331343192,.,.,.,.,0.005528556390823279,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,186.3664212736504,.,.,.,.,0.0026755244500309416,.,.,.,.,0.04799157582597324,.,.,.,.,7079.0947729119835,.,.,.,.,192.95464382928935,.,.,.,.,0.005839315248943766,.,.,.,.,0.08397000657968023,.,.,.,.,40.04053526135527,.,.,.,.,0.005544480962473983,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,186.95945271901846,.,.,.,.,0.0031820723997124656,.,.,.,.,0.04419861969527883,.,.,.,.,7101.6209650038145,.,.,.,.,192.4210720076327,.,.,.,.,-0.0027652706929858217,.,.,.,.,0.07139959984966304,.,.,.,.,39.92981234266557,.,.,.,.,0.005526579114004051,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,187.99485370333775,.,.,.,.,0.00553810448875991,.,.,.,.,0.04417996894682341,.,.,.,.,7140.950483947574,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
