Unnamed: 0,Campinas,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2017-02-01 00:00:00,131.7264812864587,128.90541955916777,134.46672224384676,131.03131823726898,127.89105449388788,0.00021943742956488394,-0.0022574940112587262,0.0008109348490309516,0.0020060631332821906,-4.2389933507451776e-05,0.0073425354466718495,-0.028746240486065777,0.01712122862175991,0.03169214199972448,0.011726472764057583,5377.8374388490165,5717.554359826793,4974.68751508801,5647.412596327651,6497.959275119965,101.35948606100827,108.64364246490457,99.18547488084305,97.44992335331824,91.5270566326132,0.0004507749217159433,-0.001743634083541725,-0.0006816195331084791,0.0047503633584609194,0.003580021168822858,-0.0679064582514387,-0.09457207929611866,-0.061290792379962045,-0.04533816536824131,-0.0571078274049277,21.680782071924384,26.6807021305908,19.73347033785981,19.80337436660621,19.189666055348578,0.0037947441119537276,0.004165095843169273,0.0037649219201612624,0.003504898539334395,0.0030140038552098477,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,131.70165472065375,128.8771181879064,134.37053472062615,131.10987244646293,127.8629544173145,-0.0001884705760185524,-0.00021955144599934793,-0.0007153258562082388,0.0005995071273854337,-0.00021971885902873946,0.003895369333249299,-0.030850378571727788,0.011679256962882745,0.029670160763018538,0.008082941915984243,5376.8238747291825,5716.299062499514,4971.12899248191,5650.798260430435,6496.531550922021,101.5907704328507,109.19613141121545,99.16826348205568,97.68505768712606,92.34283512397403,0.0022818226574593445,0.005085331582925842,-0.0001735274122350125,0.0024128734607137673,0.008912976352286234,-0.06467174865589598,-0.08596126331737708,-0.06410012131289511,-0.03918793466620174,-0.059798522426736,21.730253771687536,26.816382347790125,19.730046039817665,19.851157403047974,19.360703095108168,0.0038039050496318015,0.004185958302075639,0.0037669935142326996,0.0035115151398186014,0.00304166689056159,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,131.81628832191356,128.28827568526944,134.65231301584438,131.73658102907146,128.11300532963483,0.0008704036521254884,-0.004569022887200392,0.0020970244392052497,0.004780025873829067,0.001955616569786312,0.00299798527916173,-0.03440119081596893,0.009354881543740756,0.03397134909705124,0.005356107752389594,5381.503881866582,5690.181161252872,4981.553571469586,5677.8092223230815,6509.236275669144,101.08543105358642,108.50764877633236,98.72737292216276,97.2543544492425,92.37630372774255,-0.004974264661161405,-0.0063050093990085635,-0.004445883636680826,-0.00440910051220985,0.0003624385554503427,-0.06431368847398666,-0.08363089595068995,-0.06790396550440925,-0.03469878749737387,-0.06000558039363424,21.62216173827296,26.6473048050399,19.64232855097828,19.763631654774237,19.367720160370464,0.0037792353282287356,0.0041696025770339125,0.0037435102818464154,0.0034786676224508677,0.003032645745957765,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,131.7005813083022,127.24473252276594,134.76047204356706,132.26115171962886,128.71081715647003,-0.0008777899536118184,-0.008134361124812554,0.0008032467122192135,0.003981966789024311,0.004666285247910807,-0.0005613670355026912,-0.04141870174888507,0.004695255837304568,0.03559564067936849,0.007155940073367395,5376.780051823756,5643.895172821635,4985.554987997612,5700.418070080789,6539.6102288774655,100.08411049183864,106.64882753353986,98.08734143599727,96.55342854499294,93.05668314180318,-0.009905686223140895,-0.017130785375546284,-0.006482816945509993,-0.007207141605318772,0.007365302427188266,-0.06144467422821687,-0.08348393494022233,-0.06614531824935976,-0.026750501962898077,-0.05298030917443297,21.407979388627627,26.190815545588002,19.51499093059872,19.62119236280292,19.510369276676744,0.003742508555169466,0.004125098922073441,0.00371503163741526,0.0034396631452489617,0.0030400732681519853,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,131.44321928864952,126.23507690533607,134.67223889841787,132.5320095459252,129.17747101244987,-0.001954144902748946,-0.007934753741175391,-0.0006547405467730127,0.0020479016156650454,0.0036255993574537517,-0.00304652530981131,-0.04621897967114208,0.0009299490598293492,0.037104801718588654,0.012716027003996988,5366.273044492284,5599.112254484287,4982.2907429988045,5712.091965456474,6563.320235521282,99.36268452233696,105.75978325678584,97.53897994764903,95.71032334979279,93.17143061923701,-0.00720819684519753,-0.008336184253637715,-0.005590542880663734,-0.008732006806027417,0.001233092278380283,-0.055822669273080106,-0.07460516920339633,-0.06134681001679365,-0.024263435451802873,-0.04174587747442515,21.253666459136465,25.97248408144694,19.405891536985447,19.449859977548552,19.534427362380164,0.0037214800089298825,0.004120729610000911,0.0036961176292083404,0.003402503469569486,0.0030320835293276825,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,131.0848646985783,125.47250216289765,134.3673482131245,132.48189727937398,129.6962259675413,-0.0027263071614542097,-0.006040910031767775,-0.0022639460648110152,-0.000378114439846829,0.004015831483815274,-0.007639797546385774,-0.049952946685481114,-0.005717511283653609,0.03418106530474985,0.01496230757717898,5351.642935860766,5565.288521097179,4971.011105477448,5709.932141002602,6589.677423561449,98.8262292889352,104.95140036734358,97.12496039298804,95.27405319366018,92.7884336973263,-0.005398960746488001,-0.007643575511870132,-0.004244657416790574,-0.004558235108434135,-0.004110669111392107,-0.05013771004631784,-0.0664555526206313,-0.05658325612836823,-0.020462371687862024,-0.03206665159186606,21.138918748204638,25.77396143813956,19.32352017554355,19.36120294294476,19.454127795212894,0.003710999819550628,0.004110120410040415,0.0036888726430877113,0.0033901892104750324,0.0030098368651645725,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,131.01121620421134,125.18221811411128,134.05387770703206,132.93713475936528,130.2740498180433,-0.000561838275809288,-0.002313527217378035,-0.0023329366119158182,0.0034362240376985044,0.0044552094418431,-0.00836352726609313,-0.04990740499845869,-0.008881782805485683,0.035846090445217804,0.01932547234657256,5348.6361780209345,5552.413074631059,4959.41405167124,5729.552747079143,6619.0358166376,98.54915686699022,104.75174043488417,96.93975565105116,94.8014322236906,91.88044885013592,-0.0028036324358275137,-0.001902403700765956,-0.0019068707074628964,-0.004960647249980007,-0.00978553911312054,-0.04616796388039224,-0.057384827177324294,-0.053608971515695436,-0.02126632931919059,-0.029173991172641855,21.079652989943853,25.72492895851624,19.28667272095574,19.265158844809537,19.26375866676119,0.0037029381813680367,0.004108375109677375,0.003691732586316309,0.003364174025839617,0.002965610701200335,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,130.910961311337,124.78807534576242,134.03289544554767,133.0058277149699,130.7889985519744,-0.000765239006086829,-0.003148552360604192,-0.00015652110810431338,0.0005167326325257185,0.003952811282449164,-0.008565682505306982,-0.048882574311895466,-0.008149486650265936,0.032617873075797776,0.021666327896723292,5344.543192988145,5534.931011337881,4958.6377986883235,5732.513393953336,6645.19961609254,98.1631647956946,104.48779562392043,96.46878210324773,94.47081857858225,90.20194685543667,-0.00391674656148094,-0.0025197176664364038,-0.004858414843738327,-0.0034874330202969714,-0.018268326022623307,-0.045486510990695894,-0.051361429457777996,-0.05339809100471149,-0.026130387188592286,-0.03623712199434881,20.99708933157828,25.660109400551647,19.192970063921926,19.197972893712883,18.91184204301566,0.003692016666443132,0.004111704106541424,0.003674935001005973,0.003352184176900151,0.0028988941107294386,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,130.92528610294764,124.43635075054995,134.34386538496494,132.97949449266855,131.13504041968994,0.00010942392804336881,-0.0028185753665798266,0.0023201016316448646,-0.0001979854774318946,0.0026458025640285505,-0.006018791597786177,-0.04660091507910813,-0.0024474873391072682,0.03047048535875896,0.028111401244264034,5345.12801389792,5519.330391133604,4970.142342335795,5731.37843955215,6662.781502275279,97.91021966789896,103.89902861516661,96.37642334279965,94.33769628273919,89.93187899198162,-0.0025767825265423524,-0.0056347921327859615,-0.0009573953193400491,-0.001409136682057343,-0.002994035859202515,-0.0429818050948797,-0.053611930959513,-0.04482661296634982,-0.027611722685211393,-0.030045576955360143,20.94298439868042,25.51552001797499,19.174594804218493,19.17092032588721,18.8552193097753,0.003684551487232477,0.004108876505238481,0.0036627848647449997,0.003349129119414412,0.0028823680999690996,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,130.92432223241215,124.11395338482593,134.87934748818054,132.5736503772255,131.15601177503675,-7.361989148065159e-06,-0.002590861623468067,0.003985906626113226,-0.003051930051256395,0.00015992182775609863,-0.006209916477163957,-0.04599807606841122,0.0017361965916777855,0.023019025011913996,0.026832183219380745,5345.088663123487,5505.030569835975,4989.952865630837,5713.8866734573585,6663.847026471063,97.95951614617755,103.76466111529754,96.12947615164913,95.03464501216037,90.03935484973744,0.0005034865455902936,-0.0012932507806858774,-0.0025623195236470614,0.007387807386480667,0.0011950807540160417,-0.040762835543382336,-0.058640330782914196,-0.038970589984260506,-0.022564039191911855,-0.01857706861995645,20.953528909549664,25.482522051792134,19.125463365593625,19.31255139267643,18.877752819485167,0.0036871908404496417,0.004116558872070326,0.0036388948793021907,0.0033849562396980415,0.0028851199119900584,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,131.26856007170895,124.20558065690908,135.5341851848832,132.76921133743357,131.25279805124637,0.002629288686984586,0.0007382511763125635,0.004854988616845484,0.0014751118314358749,0.0007379476922157114,-0.004118892662178575,-0.04275996088717371,0.006541323441943581,0.02011660838136775,0.02469107719713226,5359.142444276367,5509.094665129794,5014.179029992069,5722.3152952928585,6668.764597005526,98.04783291914144,103.24627535337343,96.30404731495165,95.60121518160913,91.18550195706429,0.0009015639974385551,-0.004995783307653221,0.0018160003600469954,0.005961722373732891,0.012729401595997818,-0.03395568073772115,-0.05724955831232392,-0.03102772887031202,-0.011533353497743648,0.0031174002964156067,20.972419856833802,25.355216893488883,19.160195213951607,19.427687462408016,19.118055316354372,0.0036805277020053244,0.004094075593799395,0.003626648592666991,0.0033999875643926946,0.0029183886882944102,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,131.5289089417711,124.65940169197417,135.71716131789876,132.9411674818941,131.35499438663624,0.001983329975737839,0.0036537894083734567,0.0013500367657499888,0.0012951507561756136,0.0007786221467823767,-0.0012807597785067237,-0.03512215184934275,0.01011772152301793,0.016610819832132195,0.027041545454109306,5369.771392130349,5529.223736866972,5020.948356032611,5729.7265562746325,6673.957044812433,98.43590748982311,104.11682036106205,96.0011322350088,96.52489156231505,91.62074714297809,0.003958012728355904,0.008431732812724324,-0.003145403421646426,0.009661764015773646,0.0047731840761127235,-0.028405887249264405,-0.04333768303115393,-0.03276466535720379,-0.004787109798483624,0.004607323125584539,21.05542896157157,25.56900530774346,19.09992867036623,19.615393194042007,19.209309313556634,0.0036878691766268346,0.004109751525321266,0.0036117666459788665,0.0034297892584280744,0.002927993579628465,100,.,.,6280.240570467725,100,.,.,31.715441803823424,0.005104579576760549
,2018-02-01 00:00:00,131.75300053607563,124.83236046101533,136.06337662593387,133.0752886552861,131.16210606564337,0.00170374403701419,0.0013874506591050372,0.0025510061120725108,0.0010088761512515561,-0.001468450605122087,0.00020132056483967986,-0.0315972680751635,0.0118739741360816,0.015599098334002415,0.02557685981009583,5378.920108119822,5536.895261985027,5033.756825977251,5735.50714075045,6664.156668551419,98.99962053602404,104.8596125953775,96.50721942832047,97.04351418918269,90.92101784918407,0.005726701369205307,0.007134219348416108,0.005271679422204947,0.005372941823330899,-0.007637236276867105,-0.023282137831320715,-0.03482974045857712,-0.027002496643183993,-0.004170441085541543,-0.006621416723382123,21.17600711543501,25.751420200129715,19.20061737130338,19.720785560515356,19.06260327961358,0.0037017587287607504,0.004135983349515096,0.003621492111936902,0.003439819010498035,0.0029056547800457755,100.54496148441869,0.005449614844186934,.,6314.465462705611,99.73422634040828,-0.0026577365959171706,.,31.63115051348572,0.005047183471354549
,2018-03-01 00:00:00,132.0681483610268,125.2983088553006,136.52249611783216,133.07707572521764,130.73459717672748,0.0023919593760211616,0.003732592995634146,0.003374306174691806,1.3429014128774346e-05,-0.003259393293837086,0.0027827565352189776,-0.027769160134290094,0.016015128626824415,0.015004234555700435,0.02245875494195615,5391.786266505306,5557.562238457473,5050.742262717042,5735.5841629568795,6642.435560996863,99.61680789734523,105.62636412965388,97.20308556095618,97.4236200564305,90.56902204909835,0.006234239666571375,0.007312172106100112,0.007210508568766361,0.003916860085124287,-0.0038714458814087947,-0.019430530225284848,-0.03269133471513186,-0.019816601119117982,-0.0026763318452748264,-0.019208995180776678,21.308023418973647,25.939719016609565,19.339063587384764,19.798029118324635,18.98880344265779,0.003716430484932993,0.004150747044661409,0.003635945278735084,0.0034542541284547676,0.0029013932531504368,100.67802381006139,0.0013234111752413735,.,6322.822096864631,99.81401238511859,0.0007999866007681877,.,31.65645501006339,0.005040848426688177
,2018-04-01 00:00:00,132.0966245545592,125.36348135095928,136.8890332629314,132.64743859012736,130.00685325450422,0.00021561742089837158,0.0005201386695007136,0.002684811335289953,-0.00322848343900643,-0.005566574861889805,0.0021267192106109167,-0.022798609761390698,0.016611079282565555,0.0069142341021808384,0.014782636001680949,5392.948829554124,5560.452941485851,5064.302552795613,5717.0669244737455,6605.459946181295,99.8615075365247,105.41312536436597,98.27076139208522,96.9450096067507,89.9114693757413,0.0024564091576958734,-0.002018802474599682,0.01098397057014714,-0.004912673635023731,-0.0072602381971242245,-0.012107813206167273,-0.028518942644726875,-0.0046249739718845495,-0.003180781408129607,-0.02668253927182196,21.360364642832415,25.887351847668413,19.551483292682803,19.70076786264961,18.850940206585726,0.003724293363518385,0.004142189183063219,0.0036648968588064196,0.0034472355855931056,0.0028969170256422233,100.28655235687398,-0.003888350589061562,.,6298.2367478397555,99.56237058720065,-0.0025211069258194163,.,31.57664570209063,0.0050390739096845315
,2018-05-01 00:00:00,132.01661285336218,125.53558880126907,136.81090234503634,132.31985436988825,129.58235757020464,-0.0006057058722496352,0.001372867508584593,-0.0005707609735617304,-0.0024695857207717702,-0.0032651792861149455,0.0023996214892945122,-0.013431940856106439,0.01521536894592046,0.00044383894663058143,0.006771306662400445,5389.682288779321,5568.086706662231,5061.412046540168,5702.948137632369,6583.891935189762,99.7123835035887,105.18511881148072,98.72498134933639,95.96010513058552,89.57992612645255,-0.0014933084490183878,-0.0021629806733945655,0.004622127180219012,-0.010159413879686784,-0.003687441119477517,-0.0037141458961186258,-0.013724564591193644,0.006500736017554187,-0.006145026886652083,-0.037361712216334,21.328467029837164,25.831358005936536,19.64185273502351,19.50061960818532,18.781428474527146,0.003719225641070545,0.0041266828144242654,0.003682120033650274,0.003418050545453399,0.0028996165228635747,99.444424078283,-0.008397220353076107,.,6245.349066032304,97.99488886154069,-0.015743716390190787,.,31.07951194760338,0.0050374231435030645
,2018-06-01 00:00:00,131.4028953678342,124.65036000674935,136.1672137066289,132.01511623488022,129.2731662549263,-0.004648789817154767,-0.007051616222719833,-0.004704951340676475,-0.0023030416444999313,-0.002386060271444058,-0.0003067782502098604,-0.01255369693936259,0.011100838750729203,-0.003900139391351143,0.0007408044276329129,5364.626788637544,5528.822696112021,5037.598349146083,5689.814010574979,6568.182372211725,99.46464846723666,104.96933533098846,98.46841574535885,95.67378112015194,89.67581764573617,-0.0024844961843995014,-0.0020514639611615886,-0.0025987911111340447,-0.002983781750175547,0.0010704576731651533,0.001026179449456821,-0.007473993435464621,0.00952886526195651,-0.000381800294491641,-0.03751807770116078,21.275476534882444,25.77836590591949,19.590807662729524,19.4424340152813,18.801533198750704,0.003725861520023885,0.004148453085542718,0.0036892344479002685,0.003411113797781607,0.0029115114275538173,99.56567433274682,0.0012192765515779413,.,6252.963873704936,97.06907466736746,-0.009447576347388242,.,30.78588588563883,0.00499822838968494
,2018-07-01 00:00:00,131.15453719021747,123.99582899972931,136.00980687980044,132.06901989578319,129.0174855514474,-0.0018900510291001843,-0.005250935552730055,-0.0011559818442609562,0.0004083143085451171,-0.0019778327620961975,0.0005315067593760769,-0.011768898664754612,0.01222364427458067,-0.003116481512339231,-0.005233308918825119,5354.487370254941,5499.791204452265,5031.774976915791,5692.137243048458,6555.191605928542,99.76369289245604,105.1393557001315,98.89351355934417,95.91853123530025,90.01639221439086,0.0030065398091451796,0.0016197146395844574,0.004317098135148604,0.002558173329022519,0.003797841799448378,0.009485979686425283,0.0017908797036538804,0.018209049035389002,0.006764465455563862,-0.029874860178993545,21.3394421020431,25.820119502561873,19.67538310195635,19.492171131430474,18.872938447426638,0.0037424217789787865,0.004176236335957079,0.0037084704277701433,0.0034151426428978616,0.0029279559043516416,100.37459036372807,0.008124446867882051,.,6303.765746463639,96.87542948435552,-0.0019949214894188216,.,30.724470460314773,0.004956628721071753
,2018-08-01 00:00:00,130.87052925379606,123.29297620344785,135.74067081003318,132.19466517247054,128.90259120109806,-0.0021654449972211775,-0.005668358379078968,-0.0019787989994360386,0.0009513607111380039,-0.0008905331696573901,-0.0010738542431052434,-0.015091935093698883,0.012582948974348307,-0.005585118020173363,-0.010527488927079331,5342.892522366339,5468.616416895323,5021.818105626082,5697.5525187839,6549.353990370004,100.30674433712032,105.82188749050458,99.18249535658236,96.71892829354105,90.20631001563481,0.005443377534647711,0.006491687016988493,0.0029221511789524948,0.008344550817582131,0.002109813519204489,0.01783462716481976,0.010216031267620274,0.023135396726233548,0.020226446213660543,-0.018220838659939065,21.45560074178328,25.987735637113747,19.732877545884072,19.654824543981704,18.912756828110137,0.0037751905530223205,0.0042269821432318905,0.003727408165004036,0.0034546990518557617,0.0029332641552636115,100.84224730748996,0.004659116834920374,.,6333.135727576381,96.54956075498856,-0.0033637913256382435,.,30.621119753095535,0.0048922165745693144
,2018-09-01 00:00:00,130.9849294534148,123.30613363633897,135.84646910060619,132.46067298229391,128.41884814961048,0.000874147909930739,0.00010671680817747305,0.000779414820492899,0.0020122431527500127,-0.003752779885804736,0.0005650263456693505,-0.011875667649471233,0.013530810097251766,-0.004098728168845822,-0.01812194013720536,5347.56300069775,5469.200010184481,5025.732185083427,5709.017379827257,6524.775706449929,100.78043868165621,105.51988624834009,100.26841997231912,97.12948050738197,90.06444444363758,0.004722457574177088,-0.0028538636885643695,0.010948752719243853,0.004244796970815176,-0.0015726790284697582,0.02666248476614319,0.009877618895649976,0.03938722751785906,0.02814267907066137,-0.00152438408030664,21.556923906014834,25.913570182030977,19.948927942573075,19.7382552836679,18.88301313207602,0.0037915885279845444,0.004214701715496218,0.0037626338707710903,0.0034724500287904923,0.002937558375093786,100.57944898165799,-0.0026060340070628296,.,6316.631360498973,95.45282243863639,-0.011359329941804108,.,30.27328435063263,0.004872943918261992
,2018-10-01 00:00:00,130.99707835652526,123.26811740839506,135.87858760656263,132.5033028902626,128.33925466198554,9.275038862237945e-05,-0.00030830767961658405,0.00023643239437194934,0.00032183067629741266,-0.000619795993904511,0.0005483452105743414,-0.009388199952092613,0.011423835522373249,-0.003580940085707751,-0.021319898546999005,5348.058989244248,5467.513813819982,5026.9204309774195,5710.8547167516,6520.731676605947,100.84563812671344,105.29250163048995,100.64571115095862,97.07809080387001,89.22038477127298,0.0006469454381238762,-0.002154898246525736,0.0037628116484098692,-0.0005290845090852454,-0.009371730182523033,0.02998071568801608,0.013411800224664816,0.04429805195170622,0.029048775082630707,-0.007911479540776423,21.570870059595816,25.8577290750845,20.023992001008676,19.72781207856094,18.706046627969165,0.0037961118973011926,0.004209020968442336,0.0037748752482436605,0.003477684389835298,0.002908965081027031,100.19976544644722,-0.0037749613768515156,.,6292.786321081279,94.7997709800575,-0.006841614966374809,.,30.06616619533802,0.004877592940302197
,2018-11-01 00:00:00,131.20997161466707,123.6233816974514,136.15253866006964,132.53179062482988,127.69086554323927,0.0016251756208056228,0.0028820452240650965,0.002016145872079695,0.00021499641100159199,-0.0050521496361652166,0.002181790040110654,-0.003952590937567391,0.00943948199334721,-0.00031574715093474204,-0.026420033553178013,5356.750524332198,5483.271435894611,5037.055435853608,5712.082530019454,6487.787964438451,101.26154167360751,105.35960954456577,101.66650819154565,96.95313468967461,89.45270553570728,0.004124159999577569,0.0006373475132286042,0.010142479286136038,-0.0012871711130769817,0.0026038978091150163,0.03370806285427741,0.015370824827308116,0.05759973175305322,0.020187266204537924,-0.006515476649173957,21.659831779051686,25.874209434408247,20.22708492510466,19.70241900872921,18.754755261800938,0.003806015722485787,0.004202208832274281,0.003806070920390418,0.0034710724222537987,0.0029329930030813013,100.59885871815456,0.003982976107071323,.,6317.850338645051,95.24583672594642,0.004705346239525676,.,30.207637917382208,0.004900198052926367
,2018-12-01 00:00:00,131.26142308971072,123.901156029376,136.077854431235,132.52649702636327,127.59637506412251,0.0003921308297721882,0.0022469400861754867,-0.0005485335019797458,-3.994210326179105e-05,-0.0007399940372771611,-5.436931733182604e-05,-0.0024509738284143046,0.00401130715184661,-0.0018280918341334607,-0.027857866966738865,5358.851071360188,5495.592018287304,5034.292442195714,5711.8543774292,6482.987040029648,101.59864444960287,106.30311768300513,101.83488947413399,96.88266540083484,89.86849314267302,0.003329030650964662,0.008955121820570698,0.001656211918590823,-0.0007268386841263214,0.0046481277953048135,0.03621509445690374,0.0296072891653405,0.057431045873849396,0.013404120614904258,-0.0144431821520421,21.731938022938884,26.105916131904333,20.260585264235967,19.6880985284228,18.841929761027455,0.0038186704286353153,0.00422825928926146,0.0038165496323181876,0.0034725961770896464,0.0029503717708245984,100.56295568401019,-0.0003568930562617423,.,6315.595541728688,95.88729521247821,0.006734766668883063,.,30.411079310373882,0.004918384049247275
,2019-01-01 00:00:00,131.00566722461724,123.68833193904761,135.75096383354835,132.3148645794017,127.58029965483792,-0.0019484465357250125,-0.00171769253127807,-0.0024022321563854643,-0.0015969066693090062,-0.0001259864104800057,-0.003978149909123818,-0.007789783520107063,0.00024906589057227535,-0.004711128346136295,-0.028736590865267808,5348.409636554731,5486.152280922541,5022.198903006423,5702.733079079761,6482.170271763285,101.12872844878017,105.59018154042086,101.6542526774638,96.15824797704771,91.24513511733582,-0.004625219198232555,-0.0067066343689959895,-0.0017738203242815276,-0.007477265626311791,0.015318404999595137,0.027356084051294527,0.014151038941156768,0.058885976767610204,-0.003798435609022599,-0.00409963940870417,21.631423045980387,25.930833297539976,20.224646626312424,19.540885386048785,19.1305580720808,0.0038294340619769154,0.004205580923325062,0.003913444925008656,0.003398274724276478,0.0029532386942829275,100.73103904662345,0.0016714242483226727,0.007310390466234606,6326.151581259732,95.37782630600968,-0.0053132055225834085,-0.04622173693990317,30.24949899583428,0.004891282236530875
,2019-02-01 00:00:00,131.58004227285375,125.12802232931412,136.19580350738119,132.18601735007212,127.76329857339734,0.004384352680343984,0.01163966210633327,0.0032768804085860914,-0.0009737925496062783,0.0014343822600708656,-0.0013127462943398616,0.0023684713419411807,0.00097327351952603,-0.006682467603113862,-0.02591302925972394,5371.858950680337,5550.009239736369,5038.656048199707,5697.17980009496,6491.468181807862,101.0372556671622,105.91569618540358,101.58055126239998,95.53322110262543,92.32036229023144,-0.0009045182612406055,0.00308281168034652,-0.0007250204799367221,-0.00649998193157042,0.011783939730188875,0.020582251932942608,0.01007140465129508,0.052569454017351136,-0.01556305023757687,0.015390769638858881,21.61185702881868,26.01077317331075,20.209983343308867,19.41386998411258,19.355991415407075,0.003810011860398202,0.004169230661941135,0.003900202602137893,0.0033794244939466703,0.002982778069454173,101.22579730341984,0.004911676296393441,0.006771456360910255,6357.223590028798,95.28917190157826,-0.0009295074952430094,-0.044568997042784164,30.221381859790302,0.004867146064046727
,2019-03-01 00:00:00,131.9714867373667,125.95462319217187,136.51082352797098,132.25667831472407,127.6533204129091,0.00297495317489882,0.00660604113667107,0.0023129935906778254,0.000534557028560867,-0.0008607961888605908,-0.0007319071620196516,0.005238014326507834,-8.549938796242884e-05,-0.006164828961131907,-0.023568946785012868,5387.839979520772,5586.672829082972,5050.3104273448225,5700.225267600076,6485.880350736852,101.56495154256687,105.43192535935724,103.44206771588041,95.19122324073666,92.46581539009442,0.005222785119411988,-0.004567508343612303,0.018325520292480135,-0.0035798841276520887,0.0015755256614538027,0.019556374936538834,-0.001840816654997024,0.06418502168855289,-0.022914328315872146,0.020943069695152472,21.724731114111652,25.891968749817842,20.58034180317736,19.344370579100154,19.38648727658493,0.003819834396432206,0.004124165474432641,0.003964902469966549,0.0033655418378866924,0.002989547394982545,101.96657025701741,0.007318025378225901,0.012798686328875375,6403.745913595685,95.38305436197018,0.000985237446379461,-0.044392144121530364,30.251157096879897,0.0048328085191248074
,2019-04-01 00:00:00,132.09147724412384,126.18128825044494,136.35745918420807,132.6503549725303,127.94126431544562,0.0009092153898055955,0.0017995771217325096,-0.001123459223227763,0.0029766108057651675,0.002255671075418464,-3.896625256494257e-05,0.006523485872222956,-0.003883248102879877,2.1985968473581252e-05,-0.015888308095689085,5392.738686547963,5596.726477692795,5044.636609515059,5717.19261972691,6500.510363442634,102.37033500454149,105.97781886061263,104.58168587303608,95.79056148971046,93.08797095771776,0.007929738061629221,0.005177686923526714,0.011016970003788096,0.006296150302198322,0.006728492740788461,0.025123068236268864,0.005356956207253738,0.06421975765274923,-0.011908277916760968,0.035329214437613166,21.897002541305884,26.026029257838136,20.807074811490672,19.466165643767592,19.516929115494822,0.003845153197113475,0.004139574192127269,0.0040090896997154,0.0033764364692892078,0.003002791170203267,101.75398291704373,-0.002084872909207669,0.014632376182878826,6390.3949172229795,95.84103172300165,0.004801454137686623,-0.037376961217890026,30.39640664029252,0.004861022842542398
,2019-05-01 00:00:00,131.33182578449097,124.6223829616654,135.57195059714218,132.69299527896567,128.6053224489307,-0.005750949837807551,-0.012354488612332348,-0.005760657258982338,0.0003214488679219585,0.0051903358704337155,-0.005187127999048302,-0.0072744776865574234,-0.009055943105831799,0.002819991836102931,-0.007539877646882576,5361.725316873221,5527.581784157801,5015.576187011528,5719.030404822214,6534.250195558136,102.4054875848745,104.80711054881355,104.99260774664057,96.54340220147922,93.77988463089413,0.00034338639539921445,-0.0110467296306489,0.003929195347867731,0.007859236860717544,0.007432901008129766,0.02700872235381757,-0.003593742793071897,0.063485718727323,0.006078537222316882,0.046885040946705425,21.90452167407859,25.73852674926744,20.888829873042717,19.619154850331928,19.661996517592982,0.0038604333775522515,0.004115363729229786,0.004042268209664304,0.003406043894158922,0.002996617736345019,100.64455561003653,-0.010903035686688267,0.01206836424341673,6320.720213388467,97.01581224309805,0.012257594675021188,-0.009991098819714939,30.76899347246635,0.004952142979746712
