Unnamed: 0,São Vicente,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2023-05-01 00:00:00,122.92853291178223,.,.,.,.,0.0031465697793235936,.,.,.,.,0.020078333388563463,.,.,.,.,4166.836316601771,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,123.19310722959996,.,.,.,.,0.002152261249287024,.,.,.,.,0.0190354208476613,.,.,.,.,4175.804436938115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,123.70367759164198,.,.,.,.,0.004144471825769047,.,.,.,.,0.019258425144675684,.,.,.,.,4193.110940776926,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,124.24901976384291,.,.,.,.,0.00440845561601777,.,.,.,.,0.02157442713400637,.,.,.,.,4211.59608425238,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,124.89189218995068,.,.,.,.,0.00517406436951906,.,.,.,.,0.022101333720279337,.,.,.,.,4233.387153490717,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,125.39079762921473,.,.,.,.,0.003994698378860795,.,.,.,.,0.02206442538104203,.,.,.,.,4250.298258289856,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,125.14648216487763,.,.,.,.,-0.0019484321733047594,.,.,.,.,0.017437608484498934,.,.,.,.,4242.016840417263,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,124.51026048786868,.,.,.,.,-0.005083815909189826,.,.,.,.,0.010494855800214475,.,.,.,.,4220.451207716898,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,124.1907726341437,.,.,.,.,-0.002565956030235017,.,.,.,.,0.00863588945195981,.,.,.,.,4209.621715490145,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,124.69113177760846,.,.,.,.,0.004028955878540019,.,.,.,.,0.014534404309007654,.,.,.,.,4226.582095647199,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,125.63201223020415,.,.,.,.,0.00754568860818261,.,.,.,.,0.02464689396166686,.,.,.,.,4258.474568017873,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,126.55256087205971,.,.,.,.,0.007327341379908647,.,.,.,.,0.032720104344692746,.,.,.,.,4289.677864935399,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,127.3561470773235,.,.,.,.,0.006349821763592667,.,.,.,.,0.036017790668002814,.,.,.,.,4316.916554800967,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,128.29190568966817,.,.,.,.,0.007347573193907442,.,.,.,.,0.04138866674225028,.,.,.,.,4348.635415159358,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,129.2545850132804,.,.,.,.,0.007503819655940713,.,.,.,.,0.04487261437741985,.,.,.,.,4381.26679106415,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,130.20713318907883,.,.,.,.,0.007369550377656298,.,.,.,.,0.04795300145273074,.,.,.,.,4413.554757398851,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,131.0669389376675,.,.,.,.,0.006603369013125304,.,.,.,.,0.04944313549453683,.,.,.,.,4442.69908812159,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,131.15602094084363,.,.,.,.,0.0006796679917770998,.,.,.,.,0.04597804161575625,.,.,.,.,4445.718648488883,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,131.2924652755615,.,.,.,.,0.001040320785421045,.,.,.,.,0.04911031460386317,.,.,.,.,4450.34362200504,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,131.74282967303571,.,.,.,.,0.0034302379540893657,.,.,.,.,0.05808813793198775,.,.,.,.,4465.609359605982,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,132.88338177973776,.,.,.,.,0.00865741315510471,.,.,.,.,0.06999400165744851,.,.,.,.,4504.269984821392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,133.9833144888267,.,.,.,.,0.008277428632213368,.,.,.,.,0.0745216005240148,.,.,.,.,4541.553758160972,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,134.99502779931595,.,.,.,.,0.007551039577944119,.,.,.,.,0.07452730719583878,.,.,.,.,4575.8472103342065,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,135.5293653690261,.,.,.,.,0.00395820185691953,.,.,.,.,0.07093340849926877,.,.,.,.,4593.959337259131,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,135.64968696071577,.,.,.,.,0.0008877898259322947,.,.,.,.,0.06512084476265523,.,.,.,.,4598.037807619496,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,135.97747944632096,.,.,.,.,0.0024164632661489716,.,.,.,.,0.05990692643730622,.,.,.,.,4609.148797077973,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,136.03606067972166,.,.,.,.,0.00043081570300640415,.,.,.,.,0.05246603565935004,.,.,.,.,4611.134490757247,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,136.23203806906795,.,.,.,.,0.0014406282302432682,.,.,.,.,0.046271695969529736,.,.,.,.,4617.77742127808,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,136.44805947099658,.,.,.,.,0.0015856872215265216,.,.,.,.,0.041056276868480346,.,.,.,.,4625.0997719268535,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,137.5204761935071,.,.,.,.,0.00785952344553853,.,.,.,.,0.04852583363697871,.,.,.,.,4661.450852022267,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,139.16147560862882,.,.,.,.,0.011932764200239143,.,.,.,.,0.059934972784245755,.,.,.,.,4717.074845870452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,140.88828170617262,.,.,.,.,0.012408650382525366,.,.,.,.,0.06941897373720018,.,.,.,.,4775.6073784610635,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,142.45723900795818,.,.,.,.,0.011136180261305695,.,.,.,.,0.07204706186729704,.,.,.,.,4828.789403084827,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
