Unnamed: 0,Vila Velha,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2023-05-01 00:00:00,232.67935364054352,.,.,.,.,0.009190118766945865,.,.,.,.,0.14332010463019507,.,.,.,.,7685.180793492743,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,234.66055711818504,.,.,.,.,0.008514736897121455,.,.,.,.,0.1380111856715971,.,.,.,.,7750.618085956145,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,236.09166991451298,.,.,.,.,0.006098650808227468,.,.,.,.,0.1280388029950783,.,.,.,.,7797.886399210323,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,239.08122687036507,.,.,.,.,0.012662695625536458,.,.,.,.,0.12096893323436353,.,.,.,.,7896.628661206034,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,242.22413057754144,.,.,.,.,0.013145756981080448,.,.,.,.,0.11429665627974384,.,.,.,.,8000.435822556083,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,245.8638896037633,.,.,.,.,0.015026409703870147,.,.,.,.,0.10913408359299281,.,.,.,.,8120.65364903533,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,249.50322654345953,.,.,.,.,0.014802242596753112,.,.,.,.,0.1112135107268637,.,.,.,.,8240.857534392559,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,252.54203969461952,.,.,.,.,0.0121794543231315,.,.,.,.,0.12337368792404457,.,.,.,.,8341.226682316126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,255.93712434145505,.,.,.,.,0.013443641505948678,.,.,.,.,0.14209608453156308,.,.,.,.,8453.363143553037,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,258.63121159212835,.,.,.,.,0.010526363682507478,.,.,.,.,0.15014601193779153,.,.,.,.,8542.346318342381,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,262.2437454158726,.,.,.,.,0.013967895837109223,.,.,.,.,0.15111937079192517,.,.,.,.,8661.664921921501,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,265.0544100501794,.,.,.,.,0.010717756604069262,.,.,.,.,0.14960905371723587,.,.,.,.,8754.498538340662,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,266.40085636545444,.,.,.,.,0.005079886484515184,.,.,.,.,0.14492692281157793,.,.,.,.,8798.970397144287,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,267.07692034105924,.,.,.,.,0.002537769528328182,.,.,.,.,0.13814150797634017,.,.,.,.,8821.300156098821,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,268.0791806644335,.,.,.,.,0.003752702862135804,.,.,.,.,0.13548767206188583,.,.,.,.,8854.403874442372,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,270.8173898587481,.,.,.,.,0.010214180704103626,.,.,.,.,0.13274217889801543,.,.,.,.,8944.844355643041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,273.2864939643377,.,.,.,.,0.00911722879715171,.,.,.,.,0.12823810457171803,.,.,.,.,9026.396548188348,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,276.2941243542509,.,.,.,.,0.011005411743127302,.,.,.,.,0.1237686217342826,.,.,.,.,9125.735758757904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,278.0135462885303,.,.,.,.,0.006223157797140777,.,.,.,.,0.11426834089500115,.,.,.,.,9182.526652399665,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,280.76731495698726,.,.,.,.,0.00990516003705455,.,.,.,.,0.11176466023834486,.,.,.,.,9273.481048436204,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,282.482106893928,.,.,.,.,0.0061075198058699876,.,.,.,.,0.10371681177857695,.,.,.,.,9330.119017608888,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,285.36186928281427,.,.,.,.,0.010194494867484138,.,.,.,.,0.10335433811771022,.,.,.,.,9425.234868046917,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,288.80771853658575,.,.,.,.,0.012075366840117008,.,.,.,.,0.10129497303581969,.,.,.,.,9539.048036632845,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,291.6374583512352,.,.,.,.,0.00979800619245208,.,.,.,.,0.10029279760341714,.,.,.,.,9632.511688365872,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,293.1176340514712,.,.,.,.,0.00507539637947807,.,.,.,.,0.10028788214316453,.,.,.,.,9681.400503314284,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,294.32361609979586,.,.,.,.,0.004114327860987199,.,.,.,.,0.10201815912787371,.,.,.,.,9721.232959138446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,297.1141998250867,.,.,.,.,0.009481344930012847,.,.,.,.,0.10830762422016504,.,.,.,.,9813.403321969048,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,301.0359779124993,.,.,.,.,0.013199564644575501,.,.,.,.,0.11158289380719788,.,.,.,.,9942.935973500673,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,304.2559480900389,.,.,.,.,0.010696296834245889,.,.,.,.,0.1133223002587993,.,.,.,.,10049.288568077138,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,308.3370596679841,.,.,.,.,0.013413415920261462,.,.,.,.,0.1159740019395028,.,.,.,.,10184.083855343486,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,310.954985814174,.,.,.,.,0.008490468674148044,.,.,.,.,0.11848861311044234,.,.,.,.,10270.551500292177,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,313.0658828630176,.,.,.,.,0.006788432876599915,.,.,.,.,0.11503678022841934,.,.,.,.,10340.272449757573,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,314.5409075454374,.,.,.,.,0.0047115471955314625,.,.,.,.,0.1134896684395923,.,.,.,.,10388.99113141926,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
