Unnamed: 0,Niterói,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2018-05-01 00:00:00,128.00400765663426,115.12262797917852,134.35309532727854,129.50943317886427,135.8758094445727,-0.0024317240808670246,-0.004732203921461256,-0.0023071961461169424,-0.0007202709290858828,-0.0015454797981539856,-0.019836015254787398,-0.011532194243428773,-0.020772745372244827,-0.01912475265306801,-0.04083051991985154,7068.000432048416,7396.736702364988,6487.191201370905,7342.117544918431,9214.762791821344,91.7171812507846,.,.,.,.,-0.005853301841509262,.,.,.,.,-0.06245373874001536,.,.,.,.,20.693922002147264,.,.,.,.,0.002826274198483958,.,.,.,.,96.14220060212885,-0.00556480889372335,.,8678.250630546338,101.56319649174327,0.00496754584956105,.,30.11889748981952,0.003453148691325692
,2018-06-01 00:00:00,127.16497886008119,113.75235953943091,133.5333668822828,128.97992166756197,135.79594685654064,-0.006554707246383488,-0.011902685543240398,-0.006101299289003437,-0.004088594153377158,-0.000587761635853419,-0.026126209504070963,-0.032057762596128025,-0.0243520678524497,-0.021563792840374685,-0.030916828766682558,7021.671758399027,7308.695671350592,6447.61090630635,7312.0986060508685,9209.34670776882,91.49506491920704,.,.,.,.,-0.0024217527026940775,.,.,.,.,-0.06712668229608287,.,.,.,.,20.643806440609225,.,.,.,.,0.0028387134574455472,.,.,.,.,95.3043891236993,-0.008714294796483002,.,8602.625796233993,100.63978376325873,-0.009092001437347563,.,29.84505643055076,0.0034616269804485637
,2018-07-01 00:00:00,126.47226367977045,112.1464542311275,132.73739508212293,129.01245435887276,136.41855571540913,-0.005447373848683095,-0.01411755602086414,-0.005960845732748885,0.00025223066420102674,0.004584885434954981,-0.03063781307850688,-0.04882756086876283,-0.02804911463218751,-0.019510167779452803,-0.023573235114770497,6983.422087288287,7205.5147507708525,6409.177692349069,7313.942941538975,9251.570507354721,91.1184009379969,.,.,.,.,-0.004116768281903961,.,.,.,.,-0.0676161799169781,.,.,.,.,20.55882067303676,.,.,.,.,0.0028370971428972793,.,.,.,.,95.22924031482493,-0.000788513620047615,.,8595.84250862549,100.33261540125038,-0.0030521564188862316,.,29.75396464999423,0.003463281759012695
,2018-08-01 00:00:00,126.03597340050598,111.38985085285327,132.21990130529898,128.7955010238828,136.7780894059587,-0.0034496913913801288,-0.006746565314627969,-0.0038986283895642002,-0.0016816464431136343,0.0026355189634143894,-0.03304225447423281,-0.06264053295715566,-0.0282375356260951,-0.017705535107748194,-0.015223959990540936,6959.331436231394,7156.902274879262,6384.190690243915,7301.643475406199,9275.95319686822,91.0022303677615,.,.,.,.,-0.0012749408356545278,.,.,.,.,-0.060701537925379356,.,.,.,.,20.532609393027805,.,.,.,.,0.0028388422921801102,.,.,.,.,94.79103866044834,-0.004601545207416513,.,8556.288350726218,99.04988875168458,-0.012784742473181954,.,29.373567874387895,0.0034393176060395995
,2018-09-01 00:00:00,125.74604832359917,110.93926933425197,131.9464253525345,128.51613716600286,136.94058306472567,-0.0023003359206464056,-0.004045085931540741,-0.002068341831030578,-0.00216904981664007,0.0011880094207536139,-0.033002699981156014,-0.06782206836654303,-0.02705442152580395,-0.01553848587218809,-0.011188460320478377,6943.322636144947,7127.951990173737,6370.986001582008,7285.8058469646985,9286.97311665257,90.91043910286582,.,.,.,.,-0.0010086704965881735,.,.,.,.,-0.051224260224327245,.,.,.,.,20.51189875571509,.,.,.,.,0.0028388696706844125,.,.,.,.,93.4582901093455,-0.014059858082965948,.,8435.988150798074,98.69475251816857,-0.0035854278888320934,.,29.26825106493656,0.003486626919353481
,2018-10-01 00:00:00,125.23898749763873,110.700439102053,131.29562117642132,128.04516201180576,136.07411224761117,-0.004032419568808633,-0.0021528015610000313,-0.004932336547764395,-0.0036647160783300162,-0.006327348677235976,-0.03439659404566464,-0.0683150131256216,-0.028611609492727008,-0.016634606318273848,-0.015468025728339274,6915.324246074404,7112.606924002558,6339.562154481109,7259.105437133737,9228.211199587395,91.04560882805194,.,.,.,.,0.0014868449269414925,.,.,.,.,-0.039011235063437844,.,.,.,.,20.542396768321964,.,.,.,.,0.0028538298885172507,.,.,.,.,91.68403646480836,-0.018984443674940676,.,8275.83560890678,97.96213611283324,-0.007423053269224877,.,29.050991278184487,0.003538783376009864
,2018-11-01 00:00:00,124.62258612534636,110.36395680102999,130.62193885702646,127.36140606143232,134.9833889896217,-0.004921800987124745,-0.0030395751250165692,-0.005131034175843825,-0.005339959273981741,-0.008015655880265702,-0.03709921970526109,-0.06071134642448717,-0.033475138052995956,-0.024619430202068138,-0.02311518744339447,6881.288396373788,7090.987620922339,6307.033644406581,7220.342109733903,9154.24103422109,91.01732302017804,.,.,.,.,-0.0003106773433446717,.,.,.,.,-0.028948118112443022,.,.,.,.,20.53601471106805,.,.,.,.,0.002867724620675576,.,.,.,.,90.43329320084543,-0.013641886986978546,.,8162.937594807261,97.84350862967102,-0.001210952393132625,.,29.015811910773294,0.0035916794107128253
,2018-12-01 00:00:00,123.96252809226021,109.73340994672925,130.08803446741365,126.65990699383316,133.75830918390176,-0.005296455912271423,-0.005713340410923436,-0.0040874021185461915,-0.005507940665014292,-0.00907578195280104,-0.040625053946584555,-0.057277103499399074,-0.03795310831674148,-0.03201087758132337,-0.030943463792691972,6844.841955762769,7050.474394794366,6281.254261726692,7180.572893812386,9071.159138651115,90.2214259479097,.,.,.,.,-0.008744457053432488,.,.,.,.,-0.027792716589711164,.,.,.,.,20.356438412378456,.,.,.,.,0.0028593280420349566,.,.,.,.,89.95124065382635,-0.005330476530899686,.,8119.425247534942,97.72807326084603,-0.0011797958846907486,.,28.98157917529,0.0036030947966614497
,2019-01-01 00:00:00,123.73243696684311,109.67133307972591,129.85683869625652,126.36506609378617,133.14783538170943,-0.0018561345025640552,-0.0005657061694653853,-0.0017772254927491682,-0.00232781554198791,-0.004564006572130075,-0.040244878243362314,-0.05324911167833701,-0.03996881155990972,-0.03163311588807738,-0.030190217046188295,6832.1370084440805,7046.485897931573,6270.09105652631,7163.8578446297915,9029.758308725473,89.82145629032517,.,.,.,.,-0.0044332003554837796,.,.,.,.,-0.030815809414821982,.,.,.,.,20.26619424237232,.,.,.,.,0.002826793266883124,.,.,.,.,89.52397075007934,-0.00475001679400211,-0.1047602924992066,8080.857841251506,98.45622177039469,0.007450760925217015,-0.015437782296053082,29.197513992960335,0.0036403600939822743
,2019-02-01 00:00:00,123.81218887785886,110.57891889813138,129.83981230419232,125.89898242939087,132.7141244304185,0.0006445513639816713,0.008275506396422605,-0.0001311166376383177,-0.0036883901445465828,-0.0032573638921544745,-0.03610218875898685,-0.040929555559629294,-0.03789642818892447,-0.030306178485884572,-0.030658572706680154,6836.540671671782,7104.799137052208,6269.268943269292,7137.434741958726,9000.345100055749,89.68350326854305,.,.,.,.,-0.001535858217843078,.,.,.,.,-0.0346728503563577,.,.,.,.,20.235068241400768,.,.,.,.,0.002819461988279646,.,.,.,.,89.40336192162684,-0.0013472238490092048,-0.0902306176257639,8069.97111684732,97.68561845302472,-0.007826862574181082,-0.023634181578421898,28.968989063429703,0.0036113776671328657
,2019-03-01 00:00:00,123.80737046714445,111.43489984954084,129.71675381892618,125.25530162749912,132.52476975218286,-3.891709498138329e-05,0.007740905408905485,-0.0009477715893322358,-0.005112676762520696,-0.001426786177042727,-0.03495010482901839,-0.03318152794209073,-0.0374000608746583,-0.034132126570996846,-0.029151297817368915,6836.274613369118,7159.796715121402,6263.327108278979,7100.943345209505,8987.503532078375,90.49548768895886,.,.,.,.,0.009053888294087375,.,.,.,.,-0.022845158761939932,.,.,.,.,20.418274288881648,.,.,.,.,0.0028442843588792326,.,.,.,.,89.13053625940046,-0.0030516264306206242,-0.08341211451238584,8045.344579692804,97.15561027142604,-0.005425652107157841,-0.03713223994040826,28.81181340687547,0.003605015034838315
,2019-04-01 00:00:00,123.60084385174966,111.84266628206609,129.47179462007716,124.53134662867207,132.1276890346679,-0.0016681285986087646,0.0036592345223607214,-0.0018884160421633878,-0.005779835179991366,-0.002996275475577015,-0.03674671628963333,-0.03308840379988587,-0.03855525263605841,-0.03913060797609769,-0.029087746378408275,6824.870828178614,7185.996090434459,6251.499340890388,7059.901063051738,8960.574495658546,90.95071192693995,.,.,.,.,0.005030352889480394,.,.,.,.,-0.014161264833267961,.,.,.,.,20.520985413948925,.,.,.,.,0.0028626753315780865,.,.,.,.,89.1220547925377,-9.515781256019817e-05,-0.07817683562114286,8044.579002301307,95.91047366482793,-0.01281590021533019,-0.05096613074749956,28.442564081230238,0.0035593371855576167
,2019-05-01 00:00:00,123.25481835330821,111.75565994752802,129.19708124732168,123.89012844003905,131.45253225914507,-0.0027995399356373074,-0.0007779350889099979,-0.002121800918583161,-0.005149050467951666,-0.005109881058660393,-0.03710187977915158,-0.029246796140368403,-0.03837659316591868,-0.04338915398590659,-0.032553823991988695,6805.764329739561,7180.405851926939,6238.234903846365,7023.549276179338,8914.787025768464,91.67988076632717,.,.,.,.,0.008017186715074454,.,.,.,.,-0.0004066902618325985,.,.,.,.,20.685505985589874,.,.,.,.,0.002890543251464891,.,.,.,.,89.14558845740208,0.00026406106680521013,-0.07277358018547209,8046.703262414653,96.66345677638849,0.007850895556954063,-0.04824326020255887,28.66586368120395,0.003586039504545744
,2019-06-01 00:00:00,122.7194750408114,111.04495954482603,128.71824327973434,123.4736955965945,130.78941618059085,-0.004343386487027701,-0.006359413053760976,-0.003706259947704904,-0.003361307706175376,-0.005044528752378485,-0.03495855430575068,-0.02380082492852731,-0.03605932895254005,-0.04269056764633061,-0.03686804202807947,6776.204264915876,7134.742685220893,6215.114383677865,6999.9409658726145,8869.816126295644,91.42306450331577,.,.,.,.,-0.002801228152401025,.,.,.,.,-0.000786932234594806,.,.,.,.,20.62756116387638,.,.,.,.,0.002898818806566937,.,.,.,.,88.9169652397023,-0.0025646049530430037,-0.0670212982080659,8026.066647372197,97.59860897877513,0.009674309543366899,-0.030218415330040327,28.943186119783874,0.0036237079679674396
,2019-07-01 00:00:00,122.30720601120193,110.59180762517823,128.22343044648562,123.22188952706937,130.43335741125716,-0.0033594425780616444,-0.00408079683675211,-0.0038441546484858646,-0.0020393499061356346,-0.0027223821294686257,-0.03293257784263681,-0.013862646096195141,-0.03400672909728697,-0.04488376614939693,-0.043873784418580475,6753.439995790674,7105.627249840003,6191.222522828978,6985.665636920908,8845.669097381744,91.19909270292241,.,.,.,.,-0.0024498391255002305,.,.,.,.,0.0008855704675987397,.,.,.,.,20.577026957473464,.,.,.,.,0.0029057221775920746,.,.,.,.,88.94599107560123,0.00032643754564376515,-0.06598025163753773,8028.686656869738,98.23190507253614,0.006488781965106938,-0.02093746206368763,29.130992143890662,0.0036478830457710196
,2019-08-01 00:00:00,122.15190594399834,110.81281703082655,127.81442096058832,123.16670239850191,130.04512171399818,-0.00126975402568974,0.001998424751292305,-0.003189818619522944,-0.0004478678973295347,-0.0029765062018213273,-0.03081713380484785,-0.005180308776865039,-0.033319343769122156,-0.04370337923789058,-0.04922548429505402,6744.864788168766,7119.82731120954,6171.473645948048,6982.536981540653,8819.339908454127,90.50578194907317,.,.,.,.,-0.0076021672288745235,.,.,.,.,-0.00545534342050813,.,.,.,.,20.42059695746969,.,.,.,.,0.0028993975196676324,.,.,.,.,88.75081737265937,-0.002194294544157316,-0.06372143794547591,8011.06935354182,97.62932077753138,-0.006134303254729745,-0.014341944166282983,28.95229380396889,0.003631869038337622
,2019-09-01 00:00:00,122.33245588385212,111.59025269437907,127.74640996206274,123.20083720474142,130.061868193504,0.0014780771405773496,0.007015755797781464,-0.0005321073945682153,0.00027714313669835455,0.00012877437680947068,-0.0271467174138339,0.005867925433741039,-0.03183121770256492,-0.04135900812514881,-0.050231382963882965,6754.834218628443,7169.778280947361,6168.189759185656,6984.472143741828,8820.475613454708,90.60528530474407,.,.,.,.,0.0010994143526310562,.,.,.,.,-0.0033566419998969366,.,.,.,.,20.443047654854027,.,.,.,.,0.0028989438412642824,.,.,.,.,88.69350747909682,-0.0006457393324267313,-0.05098298529401635,8005.89629096544,97.09608663832303,-0.005461823711991554,-0.016198083880409442,28.79416147915383,0.0036332399656501466
,2019-10-01 00:00:00,122.25032984921468,112.45837097774637,127.05536784450221,123.11165928711381,130.03405082274358,-0.0006713347986360141,0.007779517138874814,-0.005409483661934167,-0.000723841815128301,-0.00021387798858185647,-0.023863636301598157,0.015880080422018494,-0.03229546647425119,-0.038529395778632236,-0.044388027414624,6750.299463358459,7225.555693965924,6134.8230374596305,6979.416490747589,8818.589107872167,90.73216918870587,.,.,.,.,0.0014004026755727317,.,.,.,.,-0.003442666190942023,.,.,.,.,20.471676153486744,.,.,.,.,0.0028906048818432483,.,.,.,.,88.5173786228126,-0.0019858145346853817,-0.03453881356119437,7989.998065747656,96.5987024444456,-0.005122597738981494,-0.013917965884463923,28.646660572664846,0.003631378912780766
,2019-11-01 00:00:00,121.806238901867,112.54052719947454,126.08638413690922,122.8519916685778,130.03074841876443,-0.0036326359846670098,0.00073054785529858,-0.0076264680826306774,-0.002109204116325314,-2.5396455453408073e-05,-0.022599011230970967,0.01972175030266987,-0.034722763724106764,-0.035406443225661444,-0.036690741045463326,6725.778082620584,7230.834308181492,6088.036005371857,6964.695476755755,8818.365146966726,90.38420761222454,.,.,.,.,-0.003835040863595207,.,.,.,.,-0.006955988013547021,.,.,.,.,20.393166438891836,.,.,.,.,0.0028888816664439914,.,.,.,.,88.04137720155686,-0.005377491162318115,-0.02644950675384905,7947.031921762159,96.34933326996006,-0.0025814961089044575,-0.015271072967817267,28.572709329863407,0.0036428359918049213
,2019-12-01 00:00:00,121.55234600942723,112.41264992891165,125.87621410269718,122.30275945337473,130.0981954658347,-0.002084399737884768,-0.00113627751482126,-0.0016668733555229576,-0.004470682222920241,0.00051870075263305,-0.019442827763557657,0.02441590016644013,-0.032376693075269025,-0.03440036901867116,-0.02736363625107463,6711.758872548099,7222.618073743707,6077.888020367038,6933.55853649977,8822.93923960545,89.80971116389074,.,.,.,.,-0.006356159593704391,.,.,.,.,-0.0045633814772187975,.,.,.,.,20.263544218385263,.,.,.,.,0.0028748804066392364,.,.,.,.,87.85693259290592,-0.0020949764135184124,-0.02328270344797445,7930.383077328589,95.18061205581276,-0.012130039456242803,-0.02606683136209842,28.22612123832041,0.0036129818644106007
,2020-01-01 00:00:00,121.50027101727159,112.25085909298068,125.92528723323777,121.96717630020376,130.8487548448697,-0.0004284161833585376,-0.0014392582688272926,0.00038985229171695224,-0.002743872294221683,0.005769175939354998,-0.018040264980553777,0.023520512980174768,-0.03027604477739443,-0.034803050633617105,-0.017267126650979403,6708.883446428299,7212.22286095849,6080.2574989405775,6914.533737331103,8873.840328380971,89.97821767543992,.,.,.,.,0.001876261590928463,.,.,.,.,0.0017452554388348585,.,.,.,.,20.3015639280983,.,.,.,.,0.0029187265866914194,.,.,.,.,87.73605016013268,-0.00137590090167794,-0.019971417431180916,7919.471656101841,94.8934032542723,-0.003017513707224806,-0.03618682955792352,28.14094853058199,0.0036522501872500892
,2020-02-01 00:00:00,121.75448210299386,112.9423106233807,126.18817195080729,121.77397369949543,130.97423350266035,0.002092267643470036,0.0061598774030520165,0.002087624522012055,-0.0015840540592068075,0.0009589595096983761,-0.016619581589781385,0.021372895926271118,-0.028124196181290473,-0.0327644326451082,-0.013110065979980656,6722.920226187072,7256.649269585484,6092.9507935955135,6903.580742096961,8882.349981951416,90.18061021667232,.,.,.,.,0.002249350414590845,.,.,.,.,0.00554290287524517,.,.,.,.,20.347229259336814,.,.,.,.,0.0029181162730941555,.,.,.,.,87.61612672218628,-0.0013668661596631937,-0.01999069342612969,7908.646798292704,95.23333770982957,0.0035822769960773826,-0.025103805268678392,28.241757203150893,0.003667276428475357
,2020-03-01 00:00:00,121.64128456133666,113.1924681945332,125.7863873254371,121.77496348324362,130.7524082864887,-0.0009297197088928844,0.0022149145857894847,-0.0031840117751037456,8.128040156041294e-06,-0.0016936553873181381,-0.017495613529588838,0.015772153493792684,-0.030299605700706445,-0.027785954758272724,-0.013373812827657927,6716.669794751471,7272.722127896648,6073.550766523578,6903.636854678453,8867.30634205244,90.11450261932629,.,.,.,.,-0.0007330577735856769,.,.,.,.,-0.004209989684149207,.,.,.,.,20.332313564757328,.,.,.,.,0.002918943187361484,.,.,.,.,87.51265026025654,-0.0011810207298691422,-0.018151871031442224,7899.306522478707,95.85621800954782,0.0065405698749751995,-0.013374341000463863,28.426474389530185,0.0036888654390466484
,2020-04-01 00:00:00,121.80465619879914,114.38309431727806,125.68174880162661,121.49673887433129,130.14765315608014,0.0013430607712803244,0.010518598469808405,-0.0008318747841908891,-0.0022847439322010166,-0.004625193052532506,-0.01453216334918328,0.022714301434883843,-0.029273138829751133,-0.02436822403751393,-0.014985775449900096,6725.690690466445,7349.220971742484,6068.498332790405,6887.863812264608,8826.293338364501,90.67824914970585,.,.,.,.,0.006255891271585989,.,.,.,.,-0.002995719015954079,.,.,.,.,20.459510307718244,.,.,.,.,0.0029331825706205854,.,.,.,.,87.35140796335398,-0.001842502728725881,-0.019867661638923284,7884.752028655998,96.8838953480002,0.010721029473017785,0.010149274067543512,28.731235459274323,0.0037239789830702196
,2020-05-01 00:00:00,122.65320628312658,115.52003647630377,126.88974024984027,121.83894962129499,129.65722445556247,0.006966483144474456,0.00993977445541061,0.00961151049958997,0.002816624957462155,-0.0037682485133214705,-0.004881043014944186,0.033683989970111794,-0.01785907990494362,-0.016556434677818643,-0.01365746077864316,6772.545101296528,7422.270570624578,6126.825768232764,6907.264341381833,8793.033671614072,91.73479801877967,.,.,.,.,0.011651624055174503,.,.,.,.,0.0005990109497684415,.,.,.,.,20.697896830176745,.,.,.,.,0.0029475867493835776,.,.,.,.,87.78382072374714,0.00495026663536513,-0.015275772556099687,7923.783653551582,98.3866594433908,0.01551097930149048,0.01782682643957778,29.176885057789374,0.0037607148946688916
,2020-06-01 00:00:00,122.88920450056793,116.12793581724755,127.3469296201432,121.3732339718558,129.6791714888279,0.001924109646971539,0.005262284877034951,0.0036030444179548926,-0.0038223872652115576,0.0001692696520196879,0.001383068658826092,0.04577403867097307,-0.010653607636727624,-0.017011409714350778,-0.008488796144100363,6785.576220660481,7461.3286728016365,6148.900993616777,6880.862102125885,8794.522065363863,92.90265291491049,.,.,.,.,0.012730773069252743,.,.,.,.,0.01618397304480057,.,.,.,.,20.96139705773253,.,.,.,.,0.0029794970365491806,.,.,.,.,87.79583440894163,0.0001368553464116129,-0.012608739262955249,7924.86806570838,99.37015196858805,0.009996197967907738,0.01815131392085889,29.468542976913923,0.0037974236486652125
,2020-07-01 00:00:00,122.8905151522266,115.87778522106687,127.54069322926738,121.1621681909779,130.24957931032387,1.0665311603208494e-05,-0.0021540949162683898,0.0015215412707800802,-0.0017389812726490428,0.004398607848486336,0.004769213197227673,0.047797189587533095,-0.005324590169213939,-0.016715547407987086,-0.0014089808357370392,6785.648590945281,7445.256262638947,6158.256800248505,6868.896411790607,8833.205719144258,93.4076664860456,.,.,.,.,0.005435943488047101,.,.,.,.,0.024217058719186335,.,.,.,.,21.075342027568883,.,.,.,.,0.0029957510393057983,.,.,.,.,88.03362409372737,0.0027084392600922325,-0.01025753910705629,7946.332089508595,99.94033270707385,0.005737947735714899,0.01739177951680948,29.637631936363125,0.0038143842719434652
,2020-08-01 00:00:00,122.16306077322149,115.05043749224306,126.72611118910314,120.32282597698803,130.74878647225717,-0.005919532342296696,-0.007139830358730337,-0.006386840305940167,-0.006927428144624104,0.0038326969236801567,9.131932192896208e-05,0.0382412483949186,-0.008514765104798094,-0.02308965301606125,0.005410927753264794,6745.48072464772,7392.098395946431,6118.924997502348,6821.3126254650615,8867.060719530255,93.5232336024842,.,.,.,.,0.0012372337387944743,.,.,.,.,0.03333987717059794,.,.,.,.,21.101417151782023,.,.,.,.,0.0030172592360249487,.,.,.,.,87.12954946392058,-0.010269651387340817,-0.018267639180506667,7864.726029141302,99.65680578931757,-0.0028369619159392956,0.02076717317747434,29.553551103281034,0.003845357830706729
,2020-09-01 00:00:00,122.25060569463818,114.61464994245358,127.10026949661648,120.52837540331937,130.75296560100256,0.0007166235101068175,-0.0037877956771686927,0.002952495772201358,0.0017083161458546492,3.1963040408644616e-05,-0.0006690799152405669,0.027102700953260284,-0.005057993141554085,-0.021691912669236313,0.005313605110379704,6750.314694721976,7364.09863759706,6136.99109768789,6832.965583959066,8867.344137750339,93.16979395314287,.,.,.,.,-0.003779164125607637,.,.,.,.,0.02830418379869637,.,.,.,.,21.021671433082528,.,.,.,.,0.0030039076606842214,.,.,.,.,86.45051461147727,-0.007793393362196643,-0.025289256580005914,7803.433125510296,99.65870045383804,1.9011892920417495e-05,0.026392555088863512,29.554112972230026,0.0038769992051842284
,2020-10-01 00:00:00,122.3945363786937,114.86298320076371,127.25753172351686,120.66135018748842,130.477591500986,0.0011773412756337365,0.002166679900299062,0.0012373083670336182,0.0011032653823142002,-0.002106063895000787,0.0011796003303785607,0.0213822430656867,0.0015911478786325706,-0.019903144136096174,0.003410957940909176,6758.262118835588,7380.05428209896,6144.58444812147,6840.504158346392,8848.668944417275,92.3218191508725,.,.,.,.,-0.009101391838398198,.,.,.,.,0.017520246417348062,.,.,.,.,20.830344964271983,.,.,.,.,0.0029729591220486787,.,.,.,.,85.4139837005548,-0.011989875544186401,-0.03505972466132212,7709.8709335180465,99.44936337128424,-0.002100539958884595,0.029510343873180522,29.492033376982466,0.00391117047942503
,2020-11-01 00:00:00,122.38052524427394,115.03006626482004,127.24110777222893,120.61229236469852,129.93034217663904,-0.00011447516232598876,0.0014546293279209532,-0.0001290607405746158,-0.00040657445581104845,-0.004194201610035253,0.0047147530995486076,0.02212126713190954,0.00915819454435196,-0.018230875002184677,-0.0007721730694191242,6757.4884656824925,7390.78952549935,6143.791423502072,6837.722984090739,8811.555842883932,92.05859380403331,.,.,.,.,-0.002851171578508782,.,.,.,.,0.018525207401191013,.,.,.,.,20.77095407673932,.,.,.,.,0.002964509717417698,.,.,.,.,85.37685294452486,-0.0004347151885586431,-0.030264454529510543,7706.519335521419,99.32635530448361,-0.0012368914453618762,0.030898211056450853,29.45555493319215,0.003909112545302339
,2020-12-01 00:00:00,122.18729203696635,114.93427967594096,127.03257707586957,120.2741976645887,129.95526446587914,-0.0015789538974594342,-0.0008327091515235585,-0.0016388626286769625,-0.0028031529248073728,0.00019181269611534546,0.00522364272171183,0.022431903781504614,0.009186508995487896,-0.01658639427149955,-0.0010986393734653266,6746.818702932566,7384.635147424482,6133.7225933397085,6818.555800908863,8813.246011167126,92.23814716593228,.,.,.,.,0.0019504247727397672,.,.,.,.,0.027039793030955828,.,.,.,.,20.81146626012403,.,.,.,.,0.0029738536956882083,.,.,.,.,85.28847871551731,-0.0010351075960245426,-0.02923450434230157,7698.542258818311,99.13206756146687,-0.001956054286107234,0.04151534036508431,29.397938268715414,0.0038989651957837784
,2021-01-01 00:00:00,122.09049965185376,114.64703329645297,126.95142081001202,120.2761657153227,130.12940522187233,-0.0007921640908721272,-0.0024992228628211155,-0.0006388618394246315,1.6363033570110375e-05,0.0013400053988494864,0.004857838008429427,0.021346600131474158,0.008148749145782563,-0.013864472689921858,-0.0054975656730565925,6741.474115428478,7366.179298430447,6129.803992041207,6818.667373166333,8825.05580840348,92.39543664082696,.,.,.,.,0.0017052540594915122,.,.,.,.,0.026864490404846286,.,.,.,.,20.846955097448078,.,.,.,.,0.002989481698161203,.,.,.,.,85.34993248304679,0.0007205400829630726,-0.027196547744408828,7704.089367096174,98.74999219010287,-0.003854205614415296,0.040641275405589816,29.2846325699879,0.0038618010884549814
,2021-02-01 00:00:00,122.00963771135454,114.19926859870591,126.84017354666508,120.52591830798957,130.42510316456685,-0.0006623114880338621,-0.003905593410247543,-0.0008762978991264658,0.0020764928045511333,0.0022723376180069366,0.0020956568000909392,0.011129203647308739,0.005166899446898743,-0.010248950195102524,-0.0041926592995281675,6737.009159675547,7337.409997103794,6124.432457680923,6832.826286903341,8845.109314697926,92.19367920195899,.,.,.,.,-0.0021836299086097632,.,.,.,.,0.022322636545150543,.,.,.,.,20.801433062793844,.,.,.,.,0.002983935252247351,.,.,.,.,84.74733372422382,-0.007060330820327865,-0.0327427507387863,7649.695947495104,98.6372799868823,-0.001141389489971667,0.035743179425511196,29.251207398154833,0.003886014152011086
,2021-03-01 00:00:00,121.96126718600257,113.89676008496184,126.6974822274024,120.94159467748408,130.22875572561358,-0.00039644839751429295,-0.0026489531628007823,-0.0011249694420371048,0.003448854614260588,-0.001505442082767816,0.002630542959323634,0.0062220737975096085,0.007243191583268027,-0.006843515135803946,-0.004004917138717312,6734.3382831901545,7317.9735416852,6117.5426583162125,6856.391711371369,8831.793514908897,91.50808695546621,.,.,.,.,-0.007436434389291646,.,.,.,.,0.015464595549363302,.,.,.,.,20.646744570619134,.,.,.,.,0.0029614058921442776,.,.,.,.,84.56349246694415,-0.002169286621782174,-0.03369978836821641,7633.101564415501,98.04210307162914,-0.006033995618414445,0.0228037899624165,29.074705740881036,0.0038668999764277906
,2021-04-01 00:00:00,122.02359827496801,113.46992980844975,126.90654893938465,121.33591767934512,130.09580437959534,0.0005110728217538885,-0.003747519035604663,0.0016501252298526392,0.003260441562000116,-0.0010209062144337366,0.0017974852768480876,-0.007983387005560116,0.009745250598726551,-0.0013236667623853782,-0.00039838425993454774,6737.78002045919,7290.549296535683,6127.6373698014,6878.7465758724775,8822.777082024932,91.00302649122324,.,.,.,.,-0.005519298687653329,.,.,.,.,0.003581645483485163,.,.,.,.,20.532789020406202,.,.,.,.,0.002942164347818628,.,.,.,.,84.71069669869345,0.0017407539288523122,-0.030230895256643908,7646.388915953085,97.91698563491639,-0.0012761602698521113,0.010663178675933693,29.037601756556885,0.0038555863982336455
,2021-05-01 00:00:00,121.88540115741995,112.66514703442846,126.91089153655766,121.61098401658255,130.1598859203048,-0.0011325441922852564,-0.007092476177431806,3.4218857965173655e-05,0.002266981966249748,0.0004925719243218385,-0.0062599678310427675,-0.024713370329145667,0.00016669028304217015,-0.0018710404630128963,0.0038768488748159857,6730.149186828124,7238.841249329612,6127.847050554219,6894.340570310383,8827.122934310086,90.23455997091722,.,.,.,.,-0.008444406191041698,.,.,.,.,-0.01635407806267075,.,.,.,.,20.35940180968293,.,.,.,.,0.002919139407419525,.,.,.,.,84.93020024318285,0.0025912140148032226,-0.032507362484762936,7666.202346074739,97.36649949901792,-0.005621967754920076,-0.010368884868581674,28.874353295801313,0.0038263812219817028
