Unnamed: 0,Osasco,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2023-06-01 00:00:00,158.820915224234,.,.,.,.,0.007962923969399682,.,.,.,.,0.097431775767584,.,.,.,.,6910.496250897272,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,159.57594911564712,.,.,.,.,0.004753995343416362,.,.,.,.,0.09848308493271274,.,.,.,.,6943.3487178947325,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,160.58688513156662,.,.,.,.,0.006335140235868897,.,.,.,.,0.09647678117406988,.,.,.,.,6987.335805729136,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,161.46771746927254,.,.,.,.,0.005485082651576878,.,.,.,.,0.09136922739495001,.,.,.,.,7025.661920137883,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,162.47734213414782,.,.,.,.,0.006252795795341548,.,.,.,.,0.08842621235766912,.,.,.,.,7069.591949451612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,163.59757518323397,.,.,.,.,0.0068947031898223266,.,.,.,.,0.08644407626969652,.,.,.,.,7118.334687616238,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,164.6250936941615,.,.,.,.,0.006280768585822161,.,.,.,.,0.0854575384309244,.,.,.,.,7163.043300505587,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,165.46573080783952,.,.,.,.,0.005106372879214449,.,.,.,.,0.08541018955110302,.,.,.,.,7199.620470547928,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,166.20494555178223,.,.,.,.,0.00446747940092318,.,.,.,.,0.0833832397063512,.,.,.,.,7231.784626694565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,166.85837295844544,.,.,.,.,0.003931455857068,.,.,.,.,0.07954670208198289,.,.,.,.,7260.216068722239,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,167.71558299671335,.,.,.,.,0.0051373510544860945,.,.,.,.,0.07231912399058915,.,.,.,.,7297.5143473986855,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,168.9825130133385,.,.,.,.,0.007554038771996341,.,.,.,.,0.07245388729904478,.,.,.,.,7352.640053718134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,170.37958378636552,.,.,.,.,0.008267546434918671,.,.,.,.,0.07277799996185785,.,.,.,.,7413.428346781492,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,171.39404523703163,.,.,.,.,0.005954125653564901,.,.,.,.,0.07405938167298487,.,.,.,.,7457.568830681929,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,172.7139701117901,.,.,.,.,0.007701112794981091,.,.,.,.,0.07551728131651547,.,.,.,.,7515.000409423346,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,173.81383380448636,.,.,.,.,0.00636812234693207,.,.,.,.,0.07646182486950237,.,.,.,.,7562.8568514678,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,175.5881342117985,.,.,.,.,0.010208050581911321,.,.,.,.,0.08069304867644789,.,.,.,.,7640.058876751338,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,176.59809662541176,.,.,.,.,0.005751883053754847,.,.,.,.,0.07946646781052125,.,.,.,.,7684.003601934213,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,177.48290832669156,.,.,.,.,0.005010312784721638,.,.,.,.,0.07810361314914194,.,.,.,.,7722.502863418831,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,178.10358818896867,.,.,.,.,0.0034971246985351367,.,.,.,.,0.07637749109394676,.,.,.,.,7749.509418917001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,179.2530913135241,.,.,.,.,0.006454126703701268,.,.,.,.,0.07850636284271473,.,.,.,.,7799.525734598217,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,180.65721280327168,.,.,.,.,0.007833178660733298,.,.,.,.,0.08269791680314853,.,.,.,.,7860.620813146312,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,182.1013775294711,.,.,.,.,0.007993949999505867,.,.,.,.,0.08577494276748077,.,.,.,.,7923.458222891678,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,182.9875088264425,.,.,.,.,0.004866142744186508,.,.,.,.,0.08287837340896065,.,.,.,.,7962.014901631866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,183.84314462300128,.,.,.,.,0.004675924613905202,.,.,.,.,0.07902097503370697,.,.,.,.,7999.2446830866875,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,184.56608037249097,.,.,.,.,0.003932350868846246,.,.,.,.,0.0768523499007383,.,.,.,.,8030.700519866337,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,185.88458497404596,.,.,.,.,0.007143807783607903,.,.,.,.,0.07625680107828625,.,.,.,.,8088.070300747982,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,187.0321152298405,.,.,.,.,0.006173348134030476,.,.,.,.,0.07604850049060352,.,.,.,.,8138.000774447012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,188.36767983155326,.,.,.,.,0.00714083033318369,.,.,.,.,0.07278137373644955,.,.,.,.,8196.112857228656,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,189.5508138779438,.,.,.,.,0.0062809822122804615,.,.,.,.,0.07334573531676547,.,.,.,.,8247.592496294752,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,190.9047446097298,.,.,.,.,0.0071428378706821505,.,.,.,.,0.0756232609076517,.,.,.,.,8306.50371231924,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,191.9413319232804,.,.,.,.,0.0054298666891161584,.,.,.,.,0.07769491830579978,.,.,.,.,8351.606920129781,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
