Unnamed: 0,São Caetano do Sul,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2023-04-01 00:00:00,183.04666348673615,.,.,.,.,0.005915958541649058,.,.,.,.,0.10232836599819661,.,.,.,.,7622.805026022514,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,184.23910716050494,.,.,.,.,0.00651442452462514,.,.,.,.,0.09743255238268667,.,.,.,.,7672.463214030469,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,184.38380284850518,.,.,.,.,0.0007853690252319634,.,.,.,.,0.08934388622929457,.,.,.,.,7678.488928986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,184.71772795983625,.,.,.,.,0.0018110327814717664,.,.,.,.,0.0793573009347226,.,.,.,.,7692.3949241485625,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,185.95327908759998,.,.,.,.,0.006688860573427879,.,.,.,.,0.0754273307552904,.,.,.,.,7743.848281271937,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,187.1977573211805,.,.,.,.,0.006692424245954065,.,.,.,.,0.07037689346413112,.,.,.,.,7795.673399266511,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,188.00693448619336,.,.,.,.,0.00432257937590852,.,.,.,.,0.06883373531206405,.,.,.,.,7829.370816323501,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,188.85267216669246,.,.,.,.,0.004498438756051382,.,.,.,.,0.06661979313914168,.,.,.,.,7864.590761439147,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,190.5077192539508,.,.,.,.,0.00876369430344881,.,.,.,.,0.06729304347372089,.,.,.,.,7933.513630694128,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,192.2333343665979,.,.,.,.,0.009057980009444133,.,.,.,.,0.06654486389315606,.,.,.,.,8005.375238565609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,193.47264556720722,.,.,.,.,0.006446911014121648,.,.,.,.,0.0697582577478899,.,.,.,.,8056.985180363294,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,194.16059175625045,.,.,.,.,0.00355578013122404,.,.,.,.,0.06699152034341727,.,.,.,.,8085.634048185197,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,195.56676258001312,.,.,.,.,0.007242308086534699,.,.,.,.,0.06839840101310668,.,.,.,.,8144.192701037129,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,196.86239571534836,.,.,.,.,0.006625017044014081,.,.,.,.,0.06851579314182343,.,.,.,.,8198.148116491235,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,199.014599130762,.,.,.,.,0.010932526791584962,.,.,.,.,0.07934968286925881,.,.,.,.,8287.774590416157,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,200.31195023835423,.,.,.,.,0.006518874058780932,.,.,.,.,0.08442190390035909,.,.,.,.,8341.801549198644,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,202.5724113434975,.,.,.,.,0.011284704194899575,.,.,.,.,0.0893726227224445,.,.,.,.,8435.936312133905,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,204.41257415327107,.,.,.,.,0.009083975441518843,.,.,.,.,0.09196059332353346,.,.,.,.,8512.568150419545,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,205.5619184660892,.,.,.,.,0.005622669337143282,.,.,.,.,0.0933741302036124,.,.,.,.,8560.431506339251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,206.4731687012338,.,.,.,.,0.004432972030735893,.,.,.,.,0.09330287113432245,.,.,.,.,8598.379659777884,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,207.0305723188053,.,.,.,.,0.002699641900580696,.,.,.,.,0.08673062241026153,.,.,.,.,8621.59220578452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,208.02059501398793,.,.,.,.,0.0047820120675612365,.,.,.,.,0.0821255101224172,.,.,.,.,8662.820763754173,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,208.4564827431561,.,.,.,.,0.00209540660692209,.,.,.,.,0.07744679942748744,.,.,.,.,8680.972895617126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,209.45485720367637,.,.,.,.,0.004789366333837641,.,.,.,.,0.07877121360768391,.,.,.,.,8722.549254948352,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,211.16627078297708,.,.,.,.,0.008170799198208734,.,.,.,.,0.07976564114048612,.,.,.,.,8793.819453407019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,213.29715765783106,.,.,.,.,0.010091038057133517,.,.,.,.,0.08348350065924426,.,.,.,.,8882.558220178911,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,215.5210071331584,.,.,.,.,0.010426062399269354,.,.,.,.,0.08294068914788966,.,.,.,.,8975.16832644764,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,218.4368528787869,.,.,.,.,0.01352928786114549,.,.,.,.,0.09048338163981517,.,.,.,.,9096.595962338386,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,220.94886660201254,.,.,.,.,0.011499953831598075,.,.,.,.,0.09071548853389766,.,.,.,.,9201.20639592998,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,222.95880788580095,.,.,.,.,0.009096861706961556,.,.,.,.,0.09072941725504458,.,.,.,.,9284.908498050965,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,224.62258730956154,.,.,.,.,0.007462272693047334,.,.,.,.,0.09272470789192755,.,.,.,.,9354.195017193413,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,226.80494444505212,.,.,.,.,0.009715661998332292,.,.,.,.,0.09847175723465718,.,.,.,.,9445.077214246949,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,228.465385432965,.,.,.,.,0.007321008772430693,.,.,.,.,0.10353453054823403,.,.,.,.,9514.224707388736,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,229.23317365004092,.,.,.,.,0.0033606325773196666,.,.,.,.,0.10197345428526727,.,.,.,.,9546.198520888325,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
